"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","10.85","2.27","4.78","0.25","30.9 %","6.5 %","24.5 %",".200","0.98",".291","77.4 %","51","44","68","2.27","1.92","0.35","3.12","3.05"
"Pirates","10.52","2.81","3.75","0.35","29.7 %","7.9 %","21.8 %",".204","1.05",".290","93.8 %","24","52","70","1.05","2.32","-1.27","3.13","3.20"
"Brewers","9.42","1.57","6.00","0.63","28.0 %","4.7 %","23.4 %",".188","0.84",".246","72.1 %","57","59","78","2.51","2.66","-0.14","3.48","3.24"
"Blue Jays","11.48","2.17","5.29","0.93","30.8 %","5.8 %","25.0 %",".232","1.14",".319","80.5 %","67","61","70","3.10","2.83","0.27","3.20","3.02"
"Nationals","11.20","5.93","1.89","0.00","27.0 %","14.3 %","12.7 %",".231","1.54",".343","56.5 %","147","69","107","6.59","3.14","3.44","4.74","4.51"
"Phillies","10.69","2.25","4.75","1.13","28.8 %","6.1 %","22.7 %",".258","1.25",".341","40.7 %","166","71","78","7.31","3.21","4.10","3.45","3.29"
"Yankees","8.22","2.35","3.50","0.78","20.0 %","5.7 %","14.3 %",".333","1.70",".408","66.3 %","119","71","82","5.48","3.30","2.18","3.73","3.91"
"Braves","8.41","1.77","4.75","0.89","22.6 %","4.8 %","17.9 %",".228","1.08",".276","64.4 %","90","76","93","3.98","3.36","0.62","4.14","3.83"
"Athletics","9.16","1.93","4.75","0.96","26.0 %","5.5 %","20.6 %",".206","0.96",".255","92.6 %","32","76","83","1.45","3.37","-1.93","3.79","3.54"
"Giants","7.65","2.25","3.40","0.90","18.7 %","5.5 %","13.2 %",".314","1.60",".373","58.2 %","139","85","96","5.85","3.56","2.29","4.25","4.07"
"Tigers","9.70","4.22","2.30","0.84","26.4 %","11.5 %","14.9 %",".221","1.27",".288","86.8 %","45","80","97","2.11","3.68","-1.57","4.42","4.22"
"Diamondbacks","6.95","5.73","1.21","0.41","17.4 %","14.3 %","3.1 %",".214","1.45",".258","58.8 %","121","95","132","5.32","4.17","1.15","5.84","5.69"
"Twins","8.20","2.73","3.00","1.03","22.0 %","7.3 %","14.7 %",".196","1.03",".229","78.4 %","66","92","102","3.08","4.24","-1.16","4.65","4.17"
"Marlins","9.00","2.42","3.71","1.38","22.4 %","6.0 %","16.4 %",".262","1.35",".312","57.3 %","116","99","103","4.85","4.25","0.59","4.55","4.07"
"Angels","6.51","3.25","2.00","0.98","17.9 %","8.9 %","8.9 %",".228","1.19",".256","60.4 %","72","96","104","3.25","4.37","-1.12","4.76","4.84"
"Padres","9.82","3.51","2.80","1.40","23.9 %","8.6 %","15.4 %",".257","1.44",".315","71.9 %","107","101","107","4.56","4.46","0.10","4.76","4.12"
"Orioles","11.07","3.10","3.57","1.77","28.1 %","7.9 %","20.2 %",".284","1.48",".365","74.8 %","113","94","79","5.31","4.49","0.82","3.60","3.48"
"Dodgers","8.44","3.80","2.22","1.27","21.1 %","9.5 %","11.6 %",".247","1.41",".290","70.9 %","80","105","115","3.38","4.57","-1.20","5.08","4.58"
"Rockies","9.53","3.57","2.67","1.59","22.9 %","8.6 %","14.3 %",".277","1.54",".333","47.8 %","165","103","115","8.34","4.85","3.49","5.10","4.29"
"Mets","10.71","3.43","3.13","1.71","24.8 %","7.9 %","16.8 %",".300","1.67",".377","67.9 %","166","112","106","6.86","4.88","1.98","4.68","3.96"
"Cardinals","13.00","5.00","2.60","2.00","35.1 %","13.5 %","21.6 %",".188","1.22",".235","91.5 %","83","113","87","3.50","4.88","-1.38","3.87","3.60"
"Mariners","6.75","2.70","2.50","1.62","18.4 %","7.4 %","11.0 %",".214","1.11",".221","90.9 %","55","110","105","2.43","4.95","-2.52","4.82","4.62"
"Astros","8.58","4.45","1.93","1.91","21.6 %","11.2 %","10.4 %",".236","1.41",".260","67.5 %","121","125","105","5.40","5.65","-0.25","4.79","4.70"
"Royals","5.85","4.95","1.18","1.35","14.6 %","12.4 %","2.3 %",".260","1.55",".279","75.5 %","96","126","131","4.50","5.66","-1.16","6.00","5.67"
"Indians","6.88","2.65","2.60","2.12","16.3 %","6.3 %","10.0 %",".338","1.76",".368","66.9 %","154","126","111","7.41","5.80","1.61","5.08","4.66"
"Rangers","14.66","7.71","1.90","2.31","30.7 %","16.1 %","14.5 %",".294","2.14",".414","68.8 %","153","128","113","7.71","6.13","1.59","5.17","4.49"
"Cubs","6.16","3.82","1.62","1.76","15.3 %","9.5 %","5.8 %",".286","1.53",".304","64.2 %","154","139","121","6.75","6.15","0.60","5.36","5.07"
"Red Sox","11.29","5.89","1.92","2.45","23.5 %","12.2 %","11.2 %",".388","2.45",".491","46.2 %","275","141","112","13.25","6.38","6.88","5.11","4.67"
"Reds","9.17","6.62","1.38","2.55","20.5 %","14.8 %","5.7 %",".297","1.98",".333","51.7 %","215","155","121","10.19","7.23","2.96","5.47","5.38"
"White Sox","5.79","4.50","1.29","3.21","12.9 %","10.0 %","2.9 %",".317","1.93",".306","60.0 %","174","160","126","9.00","8.07","0.93","6.13","5.67"
