"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","9.15","1.74","5.25","0.44","26.3 %","5.0 %","21.3 %",".227","1.02",".302","82.5 %","36","56","90","1.74","2.54","-0.79","4.12","3.51"
"Twins","8.25","1.50","5.50","0.75","22.2 %","4.0 %","18.2 %",".284","1.29",".352","74.5 %","72","65","90","3.38","2.96","0.41","4.12","3.88"
"Cubs","11.22","1.75","6.40","1.05","30.8 %","4.8 %","26.0 %",".227","1.05",".306","92.7 %","48","69","66","2.10","3.06","-0.95","2.93","2.84"
"Rays","11.20","1.72","6.50","1.15","31.7 %","4.9 %","26.8 %",".219","0.99",".296","77.5 %","45","74","68","2.01","3.25","-1.24","3.11","2.85"
"Rangers","7.85","3.93","2.00","0.49","20.8 %","10.4 %","10.4 %",".232","1.31",".288","70.8 %","68","73","99","3.44","3.49","-0.05","4.51","4.67"
"Astros","9.39","2.93","3.20","1.17","28.1 %","8.8 %","19.3 %",".192","0.98",".235","98.4 %","39","84","69","1.76","3.80","-2.04","3.14","3.30"
"Red Sox","8.82","3.48","2.54","0.80","24.4 %","9.6 %","14.8 %",".185","1.04",".229","79.9 %","55","85","99","2.67","3.84","-1.16","4.51","4.17"
"Mariners","9.85","2.19","4.50","1.46","25.0 %","5.6 %","19.4 %",".257","1.30",".314","43.8 %","148","89","76","6.57","3.98","2.58","3.49","3.42"
"Padres","9.00","3.79","2.38","0.95","24.1 %","10.1 %","13.9 %",".229","1.26",".286","63.1 %","111","91","92","4.74","4.00","0.73","4.10","4.16"
"Giants","6.04","3.49","1.73","0.64","16.2 %","9.4 %","6.8 %",".240","1.27",".277","85.2 %","60","99","111","2.54","4.17","-1.63","4.93","4.81"
"Blue Jays","7.79","3.90","2.00","0.84","20.1 %","10.1 %","10.1 %",".220","1.27",".261","74.7 %","85","90","117","3.90","4.17","-0.28","5.37","4.77"
"Mets","10.71","2.79","3.83","1.40","30.3 %","7.9 %","22.4 %",".179","0.93",".220","95.2 %","56","98","76","2.33","4.25","-1.92","3.36","3.13"
"Dodgers","9.61","2.75","3.50","1.37","25.3 %","7.2 %","18.1 %",".267","1.32",".333","84.0 %","76","98","97","3.20","4.28","-1.08","4.32","3.81"
"Tigers","8.18","4.36","1.88","0.82","19.4 %","10.3 %","9.0 %",".301","1.73",".369","60.9 %","140","93","113","6.55","4.30","2.24","5.17","4.83"
"Diamondbacks","7.04","4.30","1.64","0.78","17.7 %","10.8 %","6.9 %",".256","1.48",".300","77.6 %","80","99","108","3.52","4.34","-0.82","4.77","4.84"
"Yankees","9.92","4.41","2.25","1.38","26.7 %","11.9 %","14.8 %",".210","1.26",".256","85.3 %","72","96","98","3.31","4.47","-1.16","4.49","4.27"
"Cardinals","7.78","6.86","1.13","0.46","18.9 %","16.7 %","2.2 %",".230","1.63",".286","72.8 %","108","106","137","4.58","4.59","-0.01","6.05","5.88"
"Pirates","12.90","3.63","3.56","2.01","29.6 %","8.3 %","21.3 %",".268","1.57",".350","46.7 %","121","107","81","5.24","4.74","0.50","3.61","3.40"
"White Sox","8.14","5.14","1.58","1.29","19.8 %","12.5 %","7.3 %",".289","1.71",".344","64.0 %","152","110","106","6.86","5.12","1.74","4.87","4.84"
"Royals","8.14","4.81","1.69","1.48","20.2 %","11.9 %","8.3 %",".240","1.48",".271","75.7 %","102","115","110","4.81","5.15","-0.34","5.05","4.95"
"Brewers","8.25","6.00","1.38","1.13","18.8 %","13.7 %","5.1 %",".265","1.75",".315","68.6 %","127","121","132","5.63","5.38","0.24","5.83","5.30"
"Athletics","10.19","2.55","4.00","2.55","27.0 %","6.8 %","20.3 %",".246","1.25",".273","66.7 %","137","123","94","6.11","5.48","0.64","4.28","3.67"
"Rockies","10.13","5.91","1.71","1.69","24.0 %","14.0 %","10.0 %",".259","1.69",".316","57.3 %","138","113","106","7.59","5.51","2.08","4.85","4.80"
"Nationals","9.72","5.40","1.80","1.62","21.2 %","11.8 %","9.4 %",".315","1.98",".385","58.4 %","193","120","126","9.18","5.55","3.63","5.72","4.89"
"Braves","8.10","3.47","2.33","1.93","19.1 %","8.2 %","10.9 %",".323","1.76",".370","69.4 %","156","128","112","6.94","5.61","1.33","4.96","4.51"
"Phillies","7.97","3.10","2.57","2.21","18.2 %","7.1 %","11.1 %",".333","1.82",".373","68.8 %","141","132","111","6.20","5.97","0.23","4.92","4.50"
"Angels","8.06","3.51","2.30","2.81","19.5 %","8.5 %","11.0 %",".248","1.40",".243","50.4 %","150","149","113","7.01","6.99","0.02","5.27","4.56"
"Reds","11.22","7.48","1.50","2.49","25.2 %","16.8 %","8.4 %",".264","1.89",".315","78.0 %","148","157","127","6.65","7.09","-0.44","5.60","5.15"
"Marlins","9.57","3.76","2.55","3.42","23.1 %","9.1 %","14.1 %",".275","1.56",".282","89.3 %","139","172","117","5.81","7.39","-1.58","5.17","4.32"
"Orioles","7.36","3.68","2.00","4.30","17.4 %","8.7 %","8.7 %",".349","1.91",".341","79.7 %","163","188","115","7.67","9.01","-1.34","5.25","4.83"
