"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","13.50","1.57","8.60","1.26","40.2 %","4.7 %","35.5 %",".186","0.84",".273","87.0 %","42","58","48","1.88","2.55","-0.67","2.19","2.11"
"Diamondbacks","7.77","2.59","3.00","0.37","22.3 %","7.5 %","14.9 %",".172","0.90",".215","92.2 %","25","65","90","1.11","2.89","-1.78","3.99","3.96"
"Cardinals","8.22","2.35","3.50","0.59","23.3 %","6.7 %","16.7 %",".200","0.98",".250","68.5 %","83","74","115","3.52","3.21","0.31","5.09","4.15"
"Red Sox","10.09","3.26","3.09","0.59","28.3 %","9.2 %","19.2 %",".190","1.02",".261","68.3 %","74","73","85","3.56","3.31","0.25","3.90","3.59"
"Indians","8.25","2.63","3.14","0.75","22.9 %","7.3 %","15.6 %",".247","1.21",".308","80.2 %","62","73","96","3.00","3.34","-0.34","4.41","4.08"
"Cubs","9.99","2.22","4.50","1.11","27.8 %","6.2 %","21.7 %",".182","0.90",".224","100.0 %","34","83","79","1.48","3.71","-2.23","3.49","3.25"
"Royals","9.41","3.27","2.88","1.23","25.0 %","8.7 %","16.3 %",".214","1.18",".259","87.2 %","61","89","90","2.86","3.99","-1.12","4.11","4.00"
"Athletics","9.26","2.31","4.00","1.54","25.0 %","6.3 %","18.8 %",".267","1.29",".323","82.0 %","87","93","83","3.86","4.16","-0.30","3.80","3.72"
"Pirates","11.44","2.75","4.17","1.37","26.9 %","6.5 %","20.4 %",".277","1.47",".364","62.5 %","127","94","86","5.49","4.18","1.31","3.82","3.43"
"Twins","8.22","1.96","4.20","1.57","21.4 %","5.1 %","16.3 %",".290","1.39",".338","72.0 %","109","93","92","5.09","4.30","0.79","4.20","4.04"
"Giants","6.17","5.01","1.23","0.39","15.4 %","12.5 %","2.9 %",".247","1.50",".292","84.3 %","64","103","124","2.70","4.33","-1.63","5.48","5.56"
"Padres","9.39","5.48","1.71","0.78","21.1 %","12.3 %","8.8 %",".316","1.96",".403","58.8 %","193","99","112","8.22","4.34","3.87","4.94","4.88"
"White Sox","9.68","5.09","1.90","1.02","21.8 %","11.5 %","10.3 %",".316","1.92",".400","65.2 %","135","95","106","6.11","4.40","1.71","4.85","4.58"
"Mets","13.14","2.19","6.00","2.19","34.6 %","5.8 %","28.9 %",".271","1.30",".370","78.1 %","123","102","65","5.11","4.43","0.68","2.88","2.70"
"Tigers","8.40","3.30","2.55","1.20","20.3 %","8.0 %","12.3 %",".274","1.50",".326","56.6 %","137","96","108","6.60","4.48","2.12","5.00","4.42"
"Astros","10.06","2.12","4.75","2.12","26.8 %","5.6 %","21.1 %",".288","1.35",".349","87.0 %","95","109","77","4.24","4.92","-0.68","3.50","3.30"
"Yankees","9.70","4.98","1.95","1.57","24.8 %","12.8 %","12.1 %",".246","1.49",".299","68.1 %","125","107","104","5.77","4.99","0.78","4.75","4.57"
"Nationals","10.80","2.16","5.00","2.16","25.0 %","5.0 %","20.0 %",".311","1.62",".380","68.4 %","144","111","116","6.48","5.01","1.47","5.12","3.82"
"Blue Jays","8.06","2.61","3.08","1.74","21.4 %","6.9 %","14.5 %",".234","1.19",".257","83.3 %","85","108","106","3.92","5.03","-1.11","4.87","4.24"
"Brewers","8.35","5.40","1.55","1.47","21.0 %","13.6 %","7.4 %",".206","1.36",".229","83.3 %","66","126","111","2.95","5.61","-2.67","4.90","4.93"
"Braves","8.53","4.26","2.00","1.89","18.0 %","9.0 %","9.0 %",".389","2.32",".456","66.0 %","192","129","110","8.53","5.64","2.89","4.89","4.65"
"Dodgers","10.05","2.51","4.00","2.51","25.4 %","6.4 %","19.1 %",".310","1.53",".368","97.7 %","90","130","96","3.77","5.66","-1.89","4.25","3.72"
"Rangers","8.10","5.40","1.50","1.62","18.8 %","12.5 %","6.3 %",".348","2.04",".412","52.0 %","204","120","105","10.26","5.73","4.53","4.83","5.08"
"Phillies","7.97","4.43","1.80","1.77","19.2 %","10.6 %","8.5 %",".305","1.72",".350","73.3 %","121","127","112","5.31","5.77","-0.46","4.97","4.76"
"Mariners","6.37","1.52","4.20","2.43","17.4 %","4.1 %","13.2 %",".235","1.08",".221","64.2 %","123","131","95","5.46","5.91","-0.45","4.35","4.15"
"Reds","7.71","4.29","1.80","2.14","18.0 %","10.0 %","8.0 %",".318","1.81",".354","81.8 %","124","140","122","5.57","6.31","-0.74","5.39","4.96"
"Marlins","10.70","5.09","2.10","2.55","26.6 %","12.7 %","13.9 %",".235","1.47",".262","85.0 %","109","145","111","5.09","6.38","-1.29","4.96","4.39"
"Angels","8.76","3.65","2.40","3.28","21.4 %","8.9 %","12.5 %",".250","1.42",".239","69.7 %","130","163","104","5.84","7.47","-1.63","4.74","4.35"
"Rockies","11.07","5.31","2.08","3.98","25.0 %","12.0 %","13.0 %",".295","1.87",".315","51.2 %","192","172","104","10.18","8.28","1.90","4.68","4.43"
"Orioles","5.72","5.08","1.13","3.49","12.5 %","11.1 %","1.4 %",".370","2.22",".367","53.5 %","243","183","140","11.44","8.79","2.64","6.41","5.84"
