"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cubs","12.46","4.50","2.77","0.00","33.3 %","12.0 %","21.3 %",".187","1.15",".309","76.5 %","55","54","76","2.42","2.41","0.02","3.40","3.43"
"Giants","8.57","2.57","3.33","0.43","23.0 %","6.9 %","16.1 %",".222","1.14",".283","53.1 %","102","66","94","4.29","2.79","1.50","4.16","4.04"
"Padres","11.74","2.05","5.71","0.88","31.3 %","5.5 %","25.8 %",".205","1.01",".284","71.4 %","90","67","80","3.82","2.95","0.86","3.56","2.98"
"Brewers","13.08","3.06","4.27","1.39","35.9 %","8.4 %","27.5 %",".193","1.05",".269","78.6 %","82","76","76","3.62","3.43","0.19","3.39","2.92"
"Cardinals","11.12","4.76","2.33","0.53","30.9 %","13.2 %","17.7 %",".140","1.00",".200","96.6 %","25","79","103","1.06","3.45","-2.39","4.56","4.00"
"Rays","8.82","1.65","5.33","1.10","24.8 %","4.7 %","20.2 %",".205","0.95",".244","72.0 %","68","79","84","3.03","3.49","-0.46","3.85","3.56"
"Marlins","9.43","3.00","3.14","0.86","25.3 %","8.1 %","17.2 %",".203","1.10",".255","70.8 %","92","81","91","3.86","3.50","0.36","4.06","3.87"
"Yankees","9.72","2.43","4.00","1.08","25.5 %","6.4 %","19.2 %",".252","1.26",".319","69.5 %","82","75","88","3.78","3.51","0.27","4.04","3.68"
"White Sox","7.18","4.10","1.75","0.68","20.0 %","11.4 %","8.6 %",".183","1.10",".214","87.8 %","38","86","102","1.71","3.97","-2.26","4.65","4.68"
"Phillies","10.04","4.50","2.23","1.04","26.9 %","12.0 %","14.8 %",".242","1.38",".317","84.9 %","71","88","87","3.12","3.98","-0.87","3.86","4.21"
"Twins","10.36","1.57","6.60","1.57","28.5 %","4.3 %","24.1 %",".204","0.94",".243","87.0 %","67","87","82","3.14","4.02","-0.88","3.76","3.17"
"Reds","8.47","3.71","2.29","1.06","24.6 %","10.8 %","13.9 %",".155","0.94",".175","75.8 %","59","90","111","2.65","4.10","-1.45","4.91","4.51"
"Pirates","10.36","4.71","2.20","0.94","26.6 %","12.1 %","14.5 %",".183","1.19",".235","66.1 %","116","99","96","5.02","4.37","0.66","4.25","4.12"
"Dodgers","9.69","3.46","2.80","1.38","26.9 %","9.6 %","17.3 %",".152","0.92",".167","63.7 %","91","102","91","3.81","4.44","-0.64","4.05","3.81"
"Blue Jays","7.29","2.43","3.00","1.35","20.3 %","6.8 %","13.5 %",".205","1.02",".222","72.4 %","76","98","101","3.51","4.53","-1.02","4.61","4.28"
"Athletics","7.83","4.05","1.93","1.35","21.3 %","11.0 %","10.3 %",".223","1.26",".253","77.1 %","85","107","98","3.78","4.77","-0.99","4.49","4.52"
"Braves","9.86","3.43","2.88","1.71","24.2 %","8.4 %","15.8 %",".291","1.57",".356","81.0 %","106","109","90","4.71","4.79","-0.07","4.01","3.97"
"Mariners","11.17","4.03","2.77","1.86","26.5 %","9.6 %","16.9 %",".279","1.62",".350","55.6 %","182","108","99","8.07","4.87","3.20","4.51","3.97"
"Angels","6.82","3.93","1.73","1.31","17.9 %","10.3 %","7.6 %",".225","1.28",".245","79.0 %","87","109","117","3.93","4.99","-1.06","5.36","5.05"
"Rockies","10.13","6.75","1.50","0.75","23.7 %","15.8 %","7.9 %",".244","1.67",".328","71.8 %","103","105","111","5.63","5.05","0.58","5.04","4.95"
"Mets","8.69","3.20","2.71","1.83","21.8 %","8.1 %","13.8 %",".241","1.32",".268","70.1 %","133","118","93","5.49","5.15","0.35","4.12","4.01"
"Orioles","8.51","4.70","1.81","1.47","21.8 %","12.0 %","9.8 %",".257","1.47",".304","83.3 %","85","111","114","4.11","5.40","-1.29","5.29","4.83"
"Astros","11.41","2.28","5.00","2.66","28.3 %","5.7 %","22.6 %",".293","1.48",".355","68.7 %","147","118","73","6.85","5.41","1.43","3.33","3.23"
"Indians","11.94","5.19","2.30","2.08","30.7 %","13.3 %","17.3 %",".172","1.21",".189","79.3 %","97","119","106","4.67","5.46","-0.79","4.87","4.04"
"Royals","11.22","7.48","1.50","1.66","25.5 %","17.0 %","8.5 %",".261","1.89",".333","70.6 %","141","125","112","6.65","5.61","1.03","5.14","5.14"
"Tigers","8.45","4.36","1.94","1.91","22.0 %","11.4 %","10.6 %",".266","1.48",".302","72.1 %","123","121","109","5.73","5.64","0.09","4.99","4.72"
"Red Sox","8.89","5.47","1.63","1.71","20.2 %","12.4 %","7.8 %",".295","1.86",".346","67.4 %","127","125","135","6.15","5.64","0.51","6.20","5.24"
"Nationals","10.38","8.31","1.25","1.56","20.6 %","16.5 %","4.1 %",".363","2.60",".456","62.2 %","231","135","134","10.38","6.10","4.29","5.91","5.62"
"Rangers","7.57","5.27","1.44","1.98","19.0 %","13.2 %","5.8 %",".260","1.57",".280","73.0 %","105","131","134","5.27","6.25","-0.98","6.16","5.44"
"Diamondbacks","7.61","1.90","4.00","3.04","21.7 %","5.4 %","16.3 %",".218","1.01",".186","100.0 %","95","150","107","4.18","6.55","-2.37","4.76","4.14"
