"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Padres","11.37","4.26","2.67","0.00","30.0 %","11.3 %","18.8 %",".200","1.21",".304","75.0 %","67","51","82","2.84","2.27","0.58","3.63","3.64"
"Cardinals","9.55","2.08","4.60","0.42","29.5 %","6.4 %","23.1 %",".153","0.74",".208","83.3 %","39","58","70","1.66","2.52","-0.86","3.12","3.19"
"Mets","9.28","2.11","4.40","0.42","26.5 %","6.0 %","20.5 %",".182","0.89",".241","64.5 %","82","59","74","3.38","2.60","0.77","3.30","3.41"
"Astros","9.45","2.03","4.67","0.68","26.9 %","5.8 %","21.2 %",".194","0.94",".250","90.1 %","38","62","74","1.69","2.76","-1.08","3.36","3.33"
"Marlins","9.53","2.65","3.60","0.53","26.5 %","7.4 %","19.1 %",".226","1.12",".302","75.3 %","51","67","83","2.12","2.92","-0.80","3.68","3.62"
"Diamondbacks","10.58","2.19","4.83","1.09","30.9 %","6.4 %","24.5 %",".218","1.01",".291","91.7 %","50","75","67","2.19","3.30","-1.11","3.00","3.01"
"Pirates","9.88","4.94","2.00","0.66","24.8 %","12.4 %","12.4 %",".292","1.68",".392","81.0 %","84","82","98","3.62","3.62","0.01","4.34","4.49"
"Royals","11.66","2.45","4.75","1.23","31.2 %","6.6 %","24.6 %",".273","1.30",".382","76.9 %","91","81","70","4.30","3.62","0.67","3.21","3.00"
"Indians","9.43","1.29","7.33","1.29","26.5 %","3.6 %","22.9 %",".231","1.00",".283","85.1 %","62","81","80","3.00","3.69","-0.69","3.63","3.22"
"Braves","10.08","3.24","3.11","1.08","25.5 %","8.2 %","17.3 %",".270","1.44",".348","70.1 %","81","85","92","3.60","3.73","-0.13","4.08","3.87"
"Twins","10.53","3.66","2.88","1.37","28.1 %","9.8 %","18.3 %",".189","1.12",".229","73.0 %","88","89","86","4.12","4.08","0.04","3.92","3.78"
"Yankees","10.23","3.69","2.77","1.14","27.3 %","9.9 %","17.4 %",".190","1.11",".237","77.2 %","74","88","92","3.41","4.10","-0.69","4.21","3.87"
"Giants","10.08","3.25","3.10","1.30","27.0 %","8.7 %","18.3 %",".194","1.08",".235","72.0 %","101","99","98","4.23","4.15","0.08","4.36","3.85"
"Cubs","7.07","3.54","2.00","0.96","18.3 %","9.2 %","9.2 %",".257","1.39",".298","77.6 %","88","95","105","3.86","4.21","-0.36","4.67","4.69"
"Red Sox","9.19","4.02","2.29","1.15","24.4 %","10.7 %","13.7 %",".216","1.24",".263","81.4 %","65","94","90","3.16","4.27","-1.11","4.13","4.23"
"Rays","7.11","4.26","1.67","0.85","17.9 %","10.7 %","7.1 %",".242","1.42",".281","67.0 %","89","99","103","3.98","4.38","-0.40","4.72","4.88"
"Reds","11.51","4.43","2.60","1.77","29.2 %","11.2 %","18.0 %",".231","1.38",".292","59.8 %","128","107","87","5.75","4.84","0.92","3.84","3.83"
"Rangers","8.13","2.90","2.80","1.74","20.9 %","7.5 %","13.4 %",".258","1.35",".289","71.4 %","98","103","94","4.94","4.89","0.04","4.30","4.21"
"Tigers","6.94","3.86","1.80","1.54","18.6 %","10.3 %","8.3 %",".241","1.33",".262","59.1 %","91","112","115","4.24","5.19","-0.94","5.26","4.97"
"White Sox","6.00","2.57","2.33","1.71","15.6 %","6.7 %","8.9 %",".286","1.43",".303","86.1 %","76","112","118","3.43","5.21","-1.79","5.39","4.95"
"Athletics","7.27","4.15","1.75","1.56","20.9 %","11.9 %","9.0 %",".169","1.04",".167","94.2 %","55","115","113","2.60","5.23","-2.64","5.28","4.95"
"Orioles","7.86","4.10","1.92","1.71","19.8 %","10.3 %","9.5 %",".240","1.41",".263","60.0 %","116","111","102","5.47","5.30","0.17","4.65","4.57"
"Brewers","11.70","4.05","2.89","2.25","28.9 %","10.0 %","18.9 %",".266","1.50",".333","68.0 %","152","124","89","6.75","5.51","1.24","3.95","3.68"
"Phillies","6.56","4.24","1.55","1.54","16.8 %","10.9 %","5.9 %",".213","1.29",".221","78.7 %","88","122","123","3.86","5.53","-1.67","5.43","5.23"
"Mariners","8.71","3.92","2.22","2.18","20.6 %","9.3 %","11.3 %",".295","1.69",".333","57.1 %","177","127","111","7.84","5.73","2.11","5.09","4.63"
"Angels","9.11","4.55","2.00","2.28","21.1 %","10.5 %","10.5 %",".308","1.81",".354","71.1 %","159","136","122","7.16","6.21","0.94","5.59","4.75"
"Rockies","6.64","3.54","1.88","2.21","17.7 %","9.4 %","8.2 %",".211","1.18",".196","83.3 %","70","134","116","3.54","6.26","-2.72","5.12","4.77"
"Blue Jays","7.71","3.21","2.40","2.89","19.1 %","7.9 %","11.1 %",".319","1.68",".337","78.5 %","140","145","100","6.43","6.75","-0.32","4.56","4.54"
"Dodgers","6.17","3.09","2.00","3.09","15.1 %","7.6 %","7.6 %",".298","1.54",".286","62.5 %","186","172","126","8.49","7.84","0.64","5.77","5.08"
"Nationals","11.44","5.49","2.08","4.12","24.0 %","11.5 %","12.5 %",".322","2.03",".358","49.4 %","275","205","129","12.36","9.21","3.14","5.69","4.48"
