"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cubs","10.45","1.31","8.00","0.44","30.0 %","3.8 %","26.3 %",".195","0.87",".269","78.3 %","50","44","64","2.18","1.96","0.22","2.87","2.72"
"Royals","6.55","2.05","3.20","0.41","16.5 %","5.2 %","11.3 %",".308","1.50",".365","58.3 %","122","71","88","5.73","3.17","2.56","4.02","4.23"
"Braves","8.47","1.06","8.00","1.06","24.6 %","3.1 %","21.5 %",".206","0.88",".244","49.2 %","83","73","77","3.71","3.21","0.49","3.44","3.36"
"Brewers","10.32","1.19","8.67","1.19","30.2 %","3.5 %","26.7 %",".185","0.79",".231","100.0 %","27","74","69","1.19","3.30","-2.11","3.07","2.77"
"Giants","8.18","2.45","3.33","0.82","22.7 %","6.8 %","15.9 %",".185","0.95",".220","67.7 %","56","84","101","2.45","3.53","-1.08","4.52","4.04"
"Mariners","9.55","3.74","2.56","0.83","26.1 %","10.2 %","15.9 %",".203","1.15",".259","63.1 %","103","79","85","4.57","3.54","1.03","3.90","3.98"
"Tigers","10.91","3.45","3.17","1.15","27.7 %","8.8 %","19.0 %",".268","1.44",".358","74.9 %","98","82","97","4.60","3.79","0.81","4.41","3.75"
"Dodgers","10.69","1.69","6.33","1.69","29.0 %","4.6 %","24.4 %",".234","1.09",".288","72.5 %","101","90","73","4.22","3.93","0.29","3.24","3.10"
"Twins","9.49","1.48","6.40","1.48","25.8 %","4.0 %","21.8 %",".231","1.05",".275","85.2 %","57","86","84","2.67","3.94","-1.27","3.83","3.40"
"Rays","9.08","3.26","2.79","1.16","25.7 %","9.2 %","16.5 %",".204","1.09",".247","80.6 %","63","92","90","2.79","4.04","-1.25","4.11","3.98"
"Blue Jays","9.59","4.97","1.93","0.71","23.9 %","12.4 %","11.5 %",".219","1.38",".284","68.2 %","100","89","109","4.62","4.12","0.50","4.98","4.61"
"Mets","8.84","4.42","2.00","0.98","21.4 %","10.7 %","10.7 %",".307","1.75",".382","41.1 %","225","94","115","9.82","4.14","5.68","5.22","4.75"
"Reds","9.55","2.63","3.63","1.65","24.8 %","6.8 %","18.0 %",".250","1.28",".297","62.1 %","125","98","99","5.60","4.46","1.14","4.41","3.84"
"Orioles","8.44","3.38","2.50","1.13","21.7 %","8.7 %","13.0 %",".213","1.19",".250","76.9 %","60","93","95","2.81","4.46","-1.65","4.33","4.09"
"Angels","8.53","4.26","2.00","1.07","24.0 %","12.0 %","12.0 %",".153","0.99",".172","84.0 %","63","101","102","2.84","4.64","-1.79","4.67","4.51"
"Red Sox","9.56","5.34","1.79","1.13","23.5 %","13.1 %","10.3 %",".242","1.53",".302","68.3 %","117","103","113","5.63","4.68","0.94","5.17","4.76"
"Athletics","12.86","3.43","3.75","2.14","36.1 %","9.6 %","26.5 %",".176","1.00",".205","73.3 %","106","106","80","4.71","4.74","-0.02","3.63","3.02"
"Diamondbacks","7.18","3.76","1.91","1.37","18.3 %","9.6 %","8.7 %",".243","1.37",".269","82.8 %","85","113","119","3.76","4.96","-1.20","5.25","4.92"
"White Sox","10.23","5.97","1.71","1.42","25.2 %","14.7 %","10.5 %",".256","1.64",".325","65.2 %","138","109","107","6.25","5.08","1.18","4.91","4.81"
"Pirates","12.91","3.91","3.30","2.35","33.7 %","10.2 %","23.5 %",".198","1.17",".234","72.8 %","109","120","86","4.70","5.30","-0.61","3.81","3.30"
"Phillies","7.71","2.31","3.33","1.93","19.8 %","5.9 %","13.9 %",".237","1.20",".250","60.9 %","140","117","103","6.17","5.31","0.86","4.57","4.14"
"Padres","9.16","3.38","2.71","1.93","20.4 %","7.5 %","12.9 %",".357","1.98",".426","65.9 %","192","123","124","8.20","5.41","2.79","5.50","4.49"
"Cardinals","10.55","4.64","2.27","2.11","25.8 %","11.3 %","14.4 %",".247","1.50",".291","76.9 %","100","129","106","4.22","5.60","-1.39","4.70","4.28"
"Marlins","5.85","5.40","1.08","1.35","15.7 %","14.5 %","1.2 %",".197","1.30",".200","73.4 %","97","132","138","4.05","5.66","-1.61","6.10","5.93"
"Nationals","7.08","4.43","1.60","1.77","18.6 %","11.6 %","7.0 %",".263","1.48",".286","77.9 %","69","126","114","3.10","5.67","-2.57","5.07","5.06"
"Astros","9.00","4.24","2.13","2.12","22.4 %","10.5 %","11.8 %",".279","1.59",".319","88.8 %","90","123","104","4.24","5.68","-1.45","4.85","4.58"
"Yankees","10.00","4.67","2.14","2.00","24.2 %","11.3 %","12.9 %",".280","1.63",".338","72.5 %","138","123","110","6.33","5.77","0.56","5.02","4.46"
"Rangers","8.90","4.30","2.07","2.15","22.0 %","10.6 %","11.4 %",".261","1.50",".291","75.3 %","110","127","114","5.52","6.08","-0.55","5.21","4.60"
"Rockies","7.93","1.98","4.00","3.72","19.5 %","4.9 %","14.6 %",".294","1.46",".283","68.6 %","113","165","106","5.70","7.73","-2.03","4.71","4.19"
"Indians","9.35","5.19","1.80","3.63","19.6 %","10.9 %","8.7 %",".375","2.31",".418","74.5 %","184","184","113","8.83","8.46","0.36","5.16","4.83"
