"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Padres","11.64","2.79","4.17","0.00","33.3 %","8.0 %","25.3 %",".149","0.83",".238","83.3 %","33","42","70","1.40","1.87","-0.47","3.10","2.96"
"Mets","8.18","2.86","2.86","0.41","22.2 %","7.8 %","14.4 %",".207","1.09",".262","63.6 %","99","70","95","4.09","3.08","1.01","4.20","4.17"
"Braves","10.44","2.16","4.83","1.08","29.0 %","6.0 %","23.0 %",".226","1.08",".295","88.2 %","57","75","80","2.52","3.29","-0.77","3.56","3.27"
"Indians","10.32","1.19","8.67","1.19","29.2 %","3.4 %","25.8 %",".202","0.88",".255","89.9 %","50","72","69","2.38","3.30","-0.92","3.16","2.88"
"Brewers","11.86","2.86","4.14","1.23","32.2 %","7.8 %","24.4 %",".210","1.09",".286","78.0 %","83","80","79","3.68","3.58","0.10","3.52","3.14"
"Diamondbacks","9.85","2.19","4.50","1.09","28.7 %","6.4 %","22.3 %",".209","0.97",".268","91.7 %","50","81","76","2.19","3.58","-1.39","3.37","3.23"
"Marlins","11.09","3.38","3.29","0.96","29.9 %","9.1 %","20.8 %",".221","1.18",".302","61.3 %","104","83","81","4.34","3.59","0.75","3.58","3.50"
"Pirates","8.74","4.76","1.83","0.53","22.0 %","12.0 %","10.0 %",".288","1.65",".371","79.0 %","86","82","108","3.71","3.63","0.08","4.79","4.78"
"Astros","10.17","2.10","4.83","1.40","28.7 %","5.9 %","22.8 %",".200","0.97",".242","97.9 %","47","82","74","2.10","3.68","-1.58","3.36","3.24"
"Reds","12.63","3.92","3.22","1.31","32.6 %","10.1 %","22.5 %",".215","1.26",".298","57.0 %","116","83","76","5.23","3.75","1.48","3.40","3.39"
"Twins","10.98","3.20","3.43","1.37","29.6 %","8.6 %","21.0 %",".189","1.07",".234","71.4 %","88","83","80","4.12","3.82","0.29","3.66","3.50"
"Cardinals","7.41","2.12","3.50","1.06","21.2 %","6.1 %","15.2 %",".230","1.06",".267","80.3 %","75","92","76","3.18","3.98","-0.80","3.39","3.75"
"Royals","10.95","2.92","3.75","1.46","28.9 %","7.7 %","21.2 %",".261","1.30",".345","79.0 %","86","95","80","4.38","4.35","0.03","3.69","3.41"
"Yankees","10.05","3.77","2.67","1.26","27.1 %","10.2 %","17.0 %",".175","1.05",".209","80.3 %","75","93","92","3.45","4.37","-0.91","4.22","3.92"
"Red Sox","8.62","4.31","2.00","1.15","22.6 %","11.3 %","11.3 %",".222","1.31",".265","85.2 %","65","99","94","3.16","4.49","-1.33","4.29","4.46"
"Rays","7.52","5.81","1.29","0.68","18.3 %","14.2 %","4.2 %",".235","1.56",".282","63.8 %","100","104","110","4.44","4.58","-0.14","5.03","5.34"
"Cubs","8.67","4.00","2.17","1.33","21.7 %","10.0 %","11.7 %",".252","1.44",".299","84.3 %","84","105","108","3.67","4.66","-0.99","4.80","4.49"
"Phillies","8.54","4.10","2.08","1.37","22.1 %","10.6 %","11.5 %",".220","1.29",".254","81.6 %","78","105","102","3.42","4.77","-1.35","4.53","4.50"
"Athletics","7.36","4.50","1.64","1.23","20.5 %","12.5 %","8.0 %",".195","1.18",".214","91.7 %","53","107","113","2.45","4.85","-2.40","5.25","5.07"
"Rangers","9.00","3.46","2.60","1.73","23.4 %","9.0 %","14.4 %",".248","1.35",".286","71.4 %","103","102","92","5.19","4.87","0.32","4.20","4.14"
"Giants","9.77","3.16","3.09","2.01","25.0 %","8.1 %","16.9 %",".230","1.24",".259","62.1 %","123","127","104","5.17","5.29","-0.12","4.61","3.97"
"White Sox","6.98","3.26","2.14","1.86","17.2 %","8.1 %","9.2 %",".278","1.50",".300","77.9 %","93","120","126","4.19","5.59","-1.40","5.78","5.05"
"Nationals","11.22","4.57","2.45","2.08","25.5 %","10.4 %","15.1 %",".278","1.66",".345","52.9 %","194","132","110","8.72","5.94","2.79","4.87","4.13"
"Angels","9.76","4.55","2.14","2.28","22.1 %","10.3 %","11.8 %",".317","1.88",".373","65.6 %","173","132","122","7.81","6.07","1.74","5.58","4.67"
"Tigers","6.84","3.24","2.11","2.52","18.3 %","8.7 %","9.6 %",".253","1.32",".246","64.7 %","100","138","108","4.68","6.41","-1.73","4.92","4.74"
"Rockies","7.71","3.43","2.25","2.57","20.7 %","9.2 %","11.5 %",".205","1.14",".185","84.3 %","76","139","108","3.86","6.50","-2.64","4.77","4.37"
"Orioles","7.52","3.76","2.00","2.73","18.2 %","9.1 %","9.1 %",".291","1.63",".300","59.8 %","153","141","111","7.18","6.75","0.43","5.06","4.74"
"Mariners","8.69","5.03","1.73","2.75","19.4 %","11.2 %","8.2 %",".314","1.93",".344","62.1 %","186","157","125","8.24","7.08","1.16","5.74","5.08"
"Blue Jays","8.28","3.60","2.30","3.60","19.5 %","8.5 %","11.0 %",".343","1.88",".360","72.7 %","172","167","101","7.92","7.77","0.15","4.64","4.53"
"Dodgers","3.86","2.31","1.67","3.09","9.1 %","5.5 %","3.6 %",".306","1.54",".275","58.4 %","203","183","154","9.26","8.36","0.90","7.14","5.82"
