"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","12.86","3.43","3.75","0.00","35.3 %","9.4 %","25.9 %",".158","0.95",".261","81.0 %","27","37","65","1.29","1.64","-0.36","2.97","2.96"
"Astros","11.47","1.85","6.20","0.74","31.0 %","5.0 %","26.0 %",".245","1.15",".344","87.8 %","50","55","67","2.22","2.47","-0.26","3.04","2.95"
"Cardinals","7.54","2.78","2.71","0.00","20.0 %","7.4 %","12.6 %",".241","1.24",".309","72.4 %","75","59","112","3.18","2.60","0.58","4.97","4.47"
"Reds","11.68","3.28","3.56","0.73","33.3 %","9.4 %","24.0 %",".149","0.89",".208","72.9 %","47","61","83","2.19","2.77","-0.58","3.73","3.27"
"Phillies","6.46","1.52","4.25","0.38","19.3 %","4.6 %","14.8 %",".202","0.89",".242","86.7 %","35","62","76","1.52","2.83","-1.31","3.38","3.62"
"Rays","11.07","2.43","4.56","0.81","31.3 %","6.9 %","24.4 %",".183","0.93",".250","69.4 %","67","66","72","2.97","2.91","0.06","3.30","3.08"
"Twins","8.88","1.85","4.80","0.74","24.7 %","5.2 %","19.6 %",".250","1.15",".318","91.3 %","40","64","80","1.85","2.93","-1.08","3.66","3.58"
"Padres","10.88","2.42","4.50","0.81","29.0 %","6.5 %","22.6 %",".179","0.94",".236","75.5 %","57","72","81","2.42","3.17","-0.75","3.61","3.21"
"Angels","9.96","3.67","2.71","1.05","25.2 %","9.3 %","15.9 %",".267","1.46",".344","66.8 %","111","86","78","4.98","3.91","1.07","3.56","3.65"
"Athletics","8.25","1.88","4.40","1.50","22.9 %","5.2 %","17.7 %",".198","0.96",".215","100.0 %","42","94","96","1.88","4.17","-2.30","4.41","3.95"
"Diamondbacks","8.80","3.03","2.90","1.21","21.6 %","7.5 %","14.2 %",".336","1.72",".416","65.4 %","131","96","100","5.76","4.23","1.54","4.42","4.17"
"Rangers","9.15","3.79","2.41","1.12","23.0 %","9.6 %","13.5 %",".241","1.36",".295","82.4 %","62","90","105","3.12","4.28","-1.16","4.79","4.32"
"Pirates","9.88","6.26","1.58","0.66","25.0 %","15.8 %","9.2 %",".235","1.54",".318","75.8 %","99","99","127","4.28","4.38","-0.10","5.62","5.05"
"Dodgers","6.10","3.05","2.00","0.87","16.5 %","8.2 %","8.2 %",".211","1.11",".233","54.1 %","135","102","111","5.66","4.42","1.24","4.90","4.76"
"Braves","8.87","1.54","5.75","1.93","23.7 %","4.1 %","19.6 %",".280","1.29",".323","87.0 %","87","104","84","3.86","4.54","-0.69","3.72","3.57"
"Indians","8.50","3.50","2.43","1.50","19.8 %","8.1 %","11.6 %",".295","1.67",".345","63.4 %","135","105","114","6.50","4.83","1.67","5.20","4.62"
"Tigers","7.91","4.91","1.61","1.09","20.9 %","13.0 %","7.9 %",".227","1.36",".267","87.0 %","58","105","108","2.73","4.85","-2.12","4.96","4.97"
"Mets","9.30","1.77","5.25","2.21","25.6 %","4.9 %","20.7 %",".231","1.08",".250","80.0 %","107","114","92","4.43","4.94","-0.51","4.09","3.62"
"Cubs","11.05","5.52","2.00","1.23","25.0 %","12.5 %","12.5 %",".283","1.77",".375","57.3 %","182","112","109","7.98","4.99","2.99","4.84","4.37"
"Rockies","9.77","4.60","2.13","1.72","23.6 %","11.1 %","12.5 %",".281","1.66",".341","64.2 %","137","108","107","6.89","5.07","1.83","4.73","4.49"
"Mariners","6.37","1.98","3.22","1.98","17.2 %","5.3 %","11.8 %",".269","1.27",".279","78.7 %","104","118","99","4.61","5.31","-0.70","4.54","4.39"
"Orioles","9.95","2.84","3.50","2.37","25.3 %","7.2 %","18.1 %",".260","1.37",".294","52.6 %","161","112","98","7.58","5.37","2.21","4.46","3.92"
"White Sox","10.19","3.57","2.86","2.55","23.3 %","8.1 %","15.1 %",".329","1.87",".389","50.0 %","192","125","79","8.66","5.82","2.84","3.60","3.83"
"Yankees","7.39","3.21","2.30","2.57","18.9 %","8.2 %","10.7 %",".297","1.54",".313","73.2 %","140","138","120","6.43","6.46","-0.04","5.52","4.79"
"Royals","8.15","5.09","1.60","2.55","17.2 %","10.8 %","6.5 %",".378","2.32",".426","65.7 %","206","154","133","9.68","6.95","2.73","6.09","5.19"
"Nationals","8.39","3.28","2.56","3.65","21.7 %","8.5 %","13.2 %",".281","1.46",".270","78.3 %","155","174","113","6.93","7.84","-0.90","4.98","4.42"
"Brewers","6.66","5.92","1.13","2.96","15.0 %","13.3 %","1.7 %",".304","1.93",".303","63.5 %","192","180","153","8.88","8.23","0.65","6.90","5.91"
"Blue Jays","6.75","6.75","1.00","3.54","16.8 %","16.8 %","0.0 %",".298","1.86",".278","71.0 %","181","195","134","8.36","9.07","-0.71","6.17","6.17"
"Giants","5.40","4.57","1.18","3.74","12.8 %","10.8 %","2.0 %",".311","1.80",".279","69.3 %","208","218","137","8.72","9.08","-0.35","6.06","5.73"
"Marlins","6.38","5.89","1.08","4.42","13.7 %","12.6 %","1.1 %",".321","2.07",".288","69.3 %","211","244","166","8.84","10.47","-1.63","7.34","6.03"
