"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Twins","9.87","1.56","6.33","0.00","26.4 %","4.2 %","22.2 %",".275","1.27",".380","72.7 %","67","34","77","3.12","1.54","1.57","3.49","3.39"
"Orioles","9.41","2.45","3.83","0.00","27.1 %","7.1 %","20.0 %",".228","1.09",".321","75.0 %","52","41","59","2.45","1.94","0.51","2.66","2.89"
"Yankees","12.23","2.53","4.83","0.42","37.7 %","7.8 %","29.9 %",".127","0.70",".195","95.6 %","18","42","64","0.84","1.95","-1.10","2.92","2.65"
"Mets","13.13","3.38","3.89","0.75","36.1 %","9.3 %","26.8 %",".207","1.13",".320","83.3 %","63","60","74","2.63","2.63","-0.01","3.29","2.97"
"Cardinals","10.65","4.56","2.33","0.38","30.1 %","12.9 %","17.2 %",".148","1.01",".212","75.2 %","45","67","97","1.90","2.92","-1.02","4.30","4.02"
"Dodgers","11.10","1.48","7.50","1.11","31.6 %","4.2 %","27.4 %",".211","0.95",".281","85.9 %","53","68","73","2.22","2.97","-0.75","3.24","2.85"
"Braves","9.51","3.04","3.13","0.76","26.3 %","8.4 %","17.9 %",".221","1.14",".288","87.3 %","51","76","77","2.28","3.34","-1.06","3.42","3.52"
"Rangers","8.82","1.10","8.00","1.10","27.1 %","3.4 %","23.7 %",".161","0.67",".184","97.8 %","33","72","85","1.65","3.40","-1.74","3.88","3.27"
"Red Sox","11.14","3.86","2.89","0.86","30.6 %","10.6 %","20.0 %",".173","1.05",".234","79.2 %","62","75","81","3.00","3.40","-0.40","3.68","3.60"
"Nationals","9.82","2.05","4.80","1.23","30.0 %","6.3 %","23.8 %",".160","0.77",".188","85.9 %","55","77","79","2.45","3.49","-1.03","3.52","3.22"
"Brewers","10.65","4.18","2.55","0.76","28.3 %","11.1 %","17.2 %",".221","1.27",".304","75.3 %","77","80","96","3.42","3.59","-0.17","4.26","3.92"
"Padres","8.71","2.90","3.00","0.87","22.9 %","7.6 %","15.3 %",".227","1.19",".279","83.3 %","48","84","94","2.03","3.70","-1.67","4.17","3.92"
"Reds","11.00","2.00","5.50","1.50","26.2 %","4.8 %","21.4 %",".304","1.56",".389","64.5 %","145","83","81","6.50","3.77","2.73","3.59","3.29"
"Diamondbacks","10.13","5.63","1.80","0.56","25.0 %","13.9 %","11.1 %",".230","1.50",".310","80.5 %","51","87","122","2.25","3.84","-1.59","5.39","4.78"
"Athletics","9.68","3.06","3.17","1.02","24.7 %","7.8 %","16.9 %",".290","1.47",".375","55.6 %","149","87","90","6.62","3.89","2.73","4.11","3.79"
"Indians","9.37","3.86","2.43","1.10","25.8 %","10.6 %","15.2 %",".155","0.98",".179","70.4 %","57","91","92","2.76","4.19","-1.44","4.19","4.08"
"White Sox","7.17","1.69","4.25","1.27","20.2 %","4.8 %","15.5 %",".179","0.84",".190","88.6 %","56","92","87","2.53","4.29","-1.76","3.96","3.90"
"Giants","6.48","4.86","1.33","0.54","16.2 %","12.2 %","4.1 %",".250","1.50",".294","73.2 %","103","104","127","4.32","4.35","-0.03","5.60","5.47"
"Cubs","7.43","5.09","1.46","0.78","18.5 %","12.6 %","5.8 %",".250","1.52",".299","73.1 %","98","105","118","4.30","4.65","-0.34","5.25","5.12"
"Blue Jays","8.58","6.99","1.23","0.64","20.5 %","16.7 %","3.8 %",".220","1.62",".275","72.4 %","90","101","132","4.13","4.66","-0.53","6.06","5.71"
"Mariners","9.00","4.18","2.15","1.61","22.8 %","10.6 %","12.2 %",".248","1.43",".289","76.5 %","94","112","97","4.18","5.04","-0.86","4.42","4.37"
"Marlins","10.54","5.60","1.88","1.65","25.8 %","13.7 %","12.1 %",".264","1.65",".333","79.5 %","118","121","125","4.94","5.23","-0.29","5.54","4.75"
"Royals","9.69","3.81","2.55","2.42","24.6 %","9.7 %","14.9 %",".291","1.58",".338","67.3 %","147","130","94","6.92","5.83","1.09","4.32","4.12"
"Angels","8.82","4.41","2.00","2.20","20.5 %","10.3 %","10.3 %",".329","1.90",".380","63.0 %","183","129","97","8.27","5.91","2.36","4.43","4.62"
"Rockies","6.67","5.40","1.24","1.91","16.3 %","13.2 %","3.1 %",".277","1.69",".294","73.2 %","94","134","139","4.76","6.28","-1.52","6.13","5.72"
"Phillies","6.95","4.09","1.70","2.45","17.0 %","10.0 %","7.0 %",".326","1.77",".348","76.0 %","98","145","107","4.50","6.71","-2.21","4.80","4.95"
"Rays","6.59","2.96","2.22","2.63","14.7 %","6.6 %","8.1 %",".336","1.83",".351","61.6 %","185","160","134","8.23","7.09","1.14","6.13","5.00"
"Pirates","11.88","3.96","3.00","3.60","28.5 %","9.5 %","19.0 %",".305","1.72",".355","82.8 %","150","161","95","6.48","7.09","-0.61","4.20","3.75"
"Astros","7.27","6.75","1.08","3.12","18.9 %","17.6 %","1.4 %",".197","1.44",".146","96.4 %","105","184","136","4.67","8.35","-3.68","6.26","6.05"
"Tigers","8.00","6.50","1.23","3.50","17.4 %","14.1 %","3.3 %",".321","2.11",".327","75.3 %","129","190","150","6.00","8.83","-2.83","6.86","5.71"
