"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","14.54","2.67","5.44","0.30","41.9 %","7.7 %","34.2 %",".159","0.86",".281","70.3 %","53","32","48","2.37","1.40","0.97","2.15","2.27"
"Cardinals","7.27","2.08","3.50","0.00","21.5 %","6.2 %","15.4 %",".197","0.92",".255","75.0 %","49","52","103","2.08","2.29","-0.21","4.59","4.14"
"Red Sox","10.80","2.31","4.67","0.39","30.8 %","6.6 %","24.2 %",".193","0.94",".278","88.5 %","24","53","76","1.16","2.40","-1.24","3.46","3.11"
"Pirates","11.17","4.66","2.40","0.47","29.3 %","12.2 %","17.1 %",".239","1.40",".348","79.0 %","76","70","83","3.26","3.11","0.15","3.67","3.87"
"Reds","10.87","4.28","2.54","0.66","28.5 %","11.2 %","17.2 %",".252","1.43",".353","66.3 %","103","70","83","4.61","3.18","1.43","3.68","3.90"
"Phillies","6.33","2.11","3.00","0.42","18.8 %","6.3 %","12.5 %",".176","0.84",".207","85.2 %","38","72","93","1.69","3.26","-1.57","4.14","4.19"
"Astros","9.64","2.25","4.29","0.96","26.8 %","6.3 %","20.5 %",".231","1.11",".296","71.9 %","86","74","78","3.86","3.32","0.54","3.56","3.47"
"Royals","8.59","3.68","2.33","1.23","19.2 %","8.2 %","11.0 %",".358","2.05",".431","66.2 %","146","94","95","7.36","4.30","3.06","4.43","4.34"
"Braves","8.51","1.11","7.67","1.85","21.3 %","2.8 %","18.5 %",".314","1.48",".364","69.0 %","133","99","90","5.92","4.36","1.55","3.98","3.74"
"Padres","8.44","3.80","2.22","0.84","20.6 %","9.3 %","11.3 %",".250","1.41",".306","64.1 %","129","100","118","5.48","4.39","1.10","5.22","4.58"
"Dodgers","7.20","3.15","2.29","0.90","19.3 %","8.4 %","10.8 %",".219","1.15",".255","56.0 %","139","101","104","5.85","4.41","1.44","4.61","4.35"
"Twins","8.18","2.05","4.00","1.64","20.8 %","5.2 %","15.6 %",".289","1.41",".333","79.6 %","79","99","100","3.68","4.58","-0.90","4.56","4.09"
"Diamondbacks","9.61","3.12","3.08","1.56","23.4 %","7.6 %","15.8 %",".282","1.50",".343","73.5 %","124","107","98","5.45","4.71","0.74","4.36","3.90"
"Tigers","8.44","5.74","1.47","1.01","20.8 %","14.2 %","6.7 %",".265","1.65",".324","78.4 %","87","104","104","4.05","4.83","-0.78","4.78","5.03"
"Athletics","6.43","3.86","1.67","1.29","17.2 %","10.3 %","6.9 %",".179","1.10",".183","79.8 %","77","110","125","3.43","4.93","-1.50","5.72","5.28"
"Rockies","7.43","3.52","2.11","1.57","18.8 %","8.9 %","9.9 %",".272","1.48",".304","73.9 %","93","107","105","4.70","5.00","-0.30","4.64","4.59"
"Mariners","8.19","1.82","4.50","2.12","22.7 %","5.0 %","17.7 %",".257","1.18",".278","91.3 %","79","111","87","3.64","5.07","-1.43","4.01","3.76"
"Indians","9.12","2.55","3.57","2.19","22.7 %","6.4 %","16.4 %",".287","1.46",".329","77.7 %","106","118","108","5.11","5.44","-0.34","4.94","4.13"
"Rangers","9.82","3.07","3.20","2.15","23.0 %","7.2 %","15.8 %",".302","1.64",".356","63.1 %","140","115","98","7.06","5.46","1.59","4.46","4.00"
"Angels","8.90","2.08","4.29","2.67","22.2 %","5.2 %","17.0 %",".299","1.48",".330","59.9 %","165","128","80","7.42","5.88","1.53","3.67","3.53"
"Mets","7.56","3.24","2.33","2.16","18.7 %","8.0 %","10.7 %",".294","1.56",".320","65.4 %","170","136","120","7.02","5.91","1.11","5.30","4.73"
"Yankees","7.82","3.79","2.06","2.37","19.2 %","9.3 %","9.9 %",".297","1.63",".321","61.2 %","170","133","119","7.82","6.24","1.58","5.44","4.81"
"Blue Jays","7.34","3.93","1.87","2.36","19.7 %","10.6 %","9.2 %",".230","1.28",".225","89.5 %","91","137","107","4.19","6.39","-2.19","4.89","4.73"
"Orioles","7.48","5.82","1.29","2.08","16.5 %","12.8 %","3.7 %",".337","2.12",".375","64.1 %","177","132","133","8.72","6.49","2.23","6.25","5.66"
"White Sox","9.31","6.52","1.43","2.33","21.1 %","14.7 %","6.3 %",".321","2.07",".375","66.7 %","155","143","102","6.98","6.68","0.30","4.66","4.99"
"Cubs","7.88","4.50","1.75","2.25","18.4 %","10.5 %","7.9 %",".281","1.63",".304","61.5 %","180","157","120","7.88","6.96","0.91","5.33","4.69"
"Brewers","6.58","5.54","1.19","2.77","15.7 %","13.2 %","2.5 %",".282","1.73",".276","75.4 %","148","176","159","6.58","7.83","-1.25","7.04","5.94"
"Nationals","9.82","2.45","4.00","4.56","23.9 %","6.0 %","18.0 %",".330","1.68",".338","89.2 %","164","190","114","7.36","8.55","-1.19","5.07","4.05"
"Giants","7.84","3.48","2.25","4.35","19.2 %","8.5 %","10.6 %",".314","1.69",".293","76.2 %","197","214","116","8.27","8.92","-0.65","5.14","4.68"
"Marlins","7.91","7.45","1.06","5.59","15.3 %","14.4 %","0.9 %",".398","2.74",".391","62.8 %","334","287","180","13.97","12.32","1.65","7.95","6.17"
