"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"White Sox","10.88","2.82","3.86","0.40","29.7 %","7.7 %","22.0 %",".274","1.34",".393","73.4 %","80","50","67","3.63","2.32","1.31","3.07","3.27"
"Mariners","11.01","2.84","3.88","0.71","30.1 %","7.8 %","22.3 %",".202","1.07",".279","75.4 %","72","64","80","3.20","2.86","0.34","3.64","3.37"
"Pirates","11.25","6.30","1.79","0.00","27.8 %","15.6 %","12.2 %",".227","1.55",".340","68.8 %","104","67","105","4.50","2.96","1.54","4.65","4.65"
"Athletics","10.18","2.21","4.60","0.89","28.1 %","6.1 %","22.0 %",".224","1.08",".294","74.3 %","76","70","80","3.54","3.12","0.43","3.70","3.40"
"Diamondbacks","8.00","4.00","2.00","0.33","22.2 %","11.1 %","11.1 %",".189","1.11",".243","57.4 %","106","76","98","4.67","3.36","1.30","4.35","4.44"
"Cubs","9.78","3.13","3.13","1.17","28.4 %","9.1 %","19.3 %",".175","0.96",".212","89.9 %","45","85","76","1.96","3.78","-1.82","3.38","3.51"
"Dodgers","10.80","2.52","4.29","1.44","28.6 %","6.7 %","21.9 %",".227","1.16",".286","57.4 %","112","88","79","4.68","3.85","0.83","3.52","3.37"
"Blue Jays","11.17","3.10","3.60","1.24","26.9 %","7.5 %","19.4 %",".283","1.52",".375","73.1 %","101","86","91","4.66","3.97","0.68","4.17","3.63"
"Twins","6.98","2.43","2.88","0.91","19.0 %","6.6 %","12.4 %",".236","1.15",".274","88.4 %","52","89","102","2.43","4.09","-1.66","4.65","4.44"
"Giants","8.06","3.51","2.30","1.05","21.7 %","9.4 %","12.3 %",".232","1.25",".275","72.9 %","100","101","96","4.21","4.23","-0.02","4.26","4.34"
"Red Sox","12.86","5.46","2.35","1.29","32.0 %","13.6 %","18.4 %",".245","1.54",".355","83.8 %","80","94","88","3.86","4.25","-0.39","4.03","3.92"
"Marlins","6.45","3.22","2.00","0.81","17.2 %","8.6 %","8.6 %",".229","1.21",".262","80.2 %","77","99","129","3.22","4.29","-1.06","5.71","4.95"
"Indians","9.12","2.92","3.13","1.46","24.8 %","7.9 %","16.8 %",".239","1.22",".286","86.6 %","68","96","97","3.28","4.39","-1.11","4.46","4.00"
"Braves","9.64","4.18","2.31","1.29","26.1 %","11.3 %","14.8 %",".208","1.21",".254","88.4 %","58","101","98","2.57","4.43","-1.86","4.35","4.20"
"Brewers","9.97","3.32","3.00","1.25","26.1 %","8.7 %","17.4 %",".200","1.11",".245","67.2 %","112","100","103","4.98","4.46","0.52","4.59","3.87"
"Mets","9.28","4.64","2.00","1.27","23.4 %","11.7 %","11.7 %",".253","1.50",".310","68.4 %","122","104","105","5.06","4.53","0.54","4.66","4.52"
"Tigers","9.00","3.46","2.60","1.38","21.0 %","8.1 %","12.9 %",".304","1.69",".366","59.4 %","148","99","100","6.92","4.60","2.32","4.59","4.20"
"Cardinals","8.72","3.74","2.33","1.25","21.9 %","9.4 %","12.5 %",".282","1.52",".344","68.2 %","118","106","102","4.98","4.60","0.39","4.54","4.33"
"Padres","7.47","6.89","1.08","0.57","16.1 %","14.8 %","1.2 %",".319","2.17",".382","58.3 %","175","107","127","7.47","4.68","2.79","5.63","5.55"
"Royals","7.36","2.45","3.00","1.23","18.4 %","6.1 %","12.2 %",".261","1.32",".299","76.4 %","96","105","106","4.50","4.71","-0.21","4.84","4.34"
"Angels","9.89","4.56","2.17","1.52","25.2 %","11.7 %","13.6 %",".220","1.35",".262","68.2 %","101","103","101","4.56","4.74","-0.17","4.64","4.38"
"Astros","9.98","1.17","8.50","2.35","24.3 %","2.9 %","21.4 %",".343","1.63",".413","63.7 %","145","110","91","6.46","4.97","1.48","4.18","3.51"
"Rangers","9.41","3.27","2.88","2.05","23.5 %","8.2 %","15.3 %",".289","1.55",".339","77.8 %","81","108","100","4.09","5.17","-1.08","4.56","4.13"
"Rays","6.68","2.94","2.27","1.60","17.2 %","7.6 %","9.7 %",".265","1.37",".287","68.2 %","126","118","108","5.61","5.20","0.41","4.96","4.67"
"Reds","6.75","5.06","1.33","1.27","18.8 %","14.1 %","4.7 %",".205","1.27",".222","92.1 %","56","116","117","2.53","5.23","-2.70","5.17","5.45"
"Rockies","9.75","3.38","2.89","2.25","25.2 %","8.7 %","16.5 %",".247","1.33",".279","81.3 %","74","118","97","3.75","5.55","-1.80","4.29","3.97"
"Nationals","7.45","4.19","1.78","1.86","18.8 %","10.6 %","8.2 %",".267","1.50",".291","65.6 %","145","128","131","6.52","5.80","0.72","5.79","5.13"
"Yankees","9.93","4.97","2.00","2.48","24.6 %","12.3 %","12.3 %",".257","1.55",".288","83.3 %","108","136","108","4.97","6.35","-1.39","4.96","4.55"
"Orioles","10.87","6.31","1.72","2.45","23.0 %","13.3 %","9.6 %",".313","2.10",".377","52.0 %","209","139","124","9.82","6.68","3.14","5.69","4.93"
"Phillies","6.53","4.35","1.50","3.05","15.8 %","10.5 %","5.3 %",".318","1.79",".317","91.9 %","119","168","123","5.23","7.62","-2.39","5.43","5.25"
