"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","11.12","3.18","3.50","0.00","31.8 %","9.1 %","22.7 %",".154","0.88",".240","63.6 %","66","46","72","3.18","2.07","1.11","3.30","3.10"
"Cardinals","9.39","4.11","2.29","0.00","25.8 %","11.3 %","14.5 %",".164","1.04",".231","68.8 %","69","57","74","2.93","2.50","0.44","3.28","3.67"
"Brewers","10.09","3.26","3.09","0.59","24.5 %","7.9 %","16.6 %",".291","1.58",".385","54.1 %","134","67","81","5.93","3.02","2.92","3.60","3.72"
"Nationals","9.00","1.42","6.33","0.95","25.7 %","4.1 %","21.6 %",".225","1.00",".280","92.6 %","42","67","97","1.89","3.06","-1.16","4.31","3.65"
"Reds","9.00","3.86","2.33","0.64","24.1 %","10.3 %","13.8 %",".231","1.29",".297","90.4 %","43","75","88","1.93","3.43","-1.50","3.92","4.05"
"Giants","8.72","2.49","3.50","0.83","25.0 %","7.1 %","17.9 %",".182","0.92",".222","100.0 %","20","82","90","0.83","3.44","-2.61","3.99","3.70"
"Angels","10.26","4.32","2.38","0.81","25.9 %","10.9 %","15.0 %",".246","1.44",".326","64.7 %","120","80","96","5.40","3.63","1.77","4.37","4.17"
"Diamondbacks","8.44","2.25","3.75","1.13","22.1 %","5.9 %","16.2 %",".281","1.38",".340","75.5 %","96","84","82","4.22","3.71","0.50","3.64","3.78"
"Orioles","8.74","3.57","2.44","0.79","21.8 %","8.9 %","12.9 %",".244","1.37",".303","62.9 %","101","81","98","4.76","3.88","0.89","4.48","4.11"
"Rockies","10.42","2.84","3.67","1.42","25.6 %","7.0 %","18.6 %",".288","1.53",".364","64.5 %","113","83","91","5.68","3.90","1.79","4.04","3.71"
"Rays","7.97","2.66","3.00","0.89","19.8 %","6.6 %","13.2 %",".241","1.28",".286","63.5 %","99","88","104","4.43","3.90","0.52","4.78","4.32"
"Rangers","9.51","1.90","5.00","1.52","28.1 %","5.6 %","22.5 %",".190","0.89",".218","90.9 %","53","83","75","2.66","3.93","-1.27","3.42","3.27"
"Dodgers","7.16","3.31","2.17","0.55","20.0 %","9.2 %","10.8 %",".125","0.80",".143","75.3 %","66","93","121","2.76","4.07","-1.32","5.35","4.62"
"Cubs","6.75","2.25","3.00","1.13","16.9 %","5.6 %","11.3 %",".299","1.50",".340","56.6 %","154","92","100","6.75","4.09","2.66","4.45","4.43"
"Royals","9.47","5.21","1.82","0.95","23.3 %","12.8 %","10.5 %",".240","1.53",".302","61.1 %","121","94","106","5.68","4.21","1.47","4.83","4.66"
"White Sox","6.75","3.63","1.86","1.04","18.8 %","10.1 %","8.7 %",".161","0.98",".170","56.3 %","80","95","99","3.63","4.43","-0.79","4.53","4.75"
"Padres","7.20","2.52","2.86","1.44","18.5 %","6.5 %","12.0 %",".277","1.40",".312","64.6 %","130","102","103","5.76","4.53","1.23","4.60","4.46"
"Mets","9.00","6.00","1.50","0.75","18.8 %","12.5 %","6.3 %",".382","2.42",".476","55.9 %","254","105","168","10.50","4.55","5.95","7.44","5.59"
"Marlins","11.00","3.50","3.14","2.00","27.2 %","8.6 %","18.5 %",".270","1.50",".333","74.8 %","131","112","98","5.50","4.83","0.67","4.37","3.81"
"Braves","10.80","3.44","3.14","1.96","27.5 %","8.8 %","18.8 %",".222","1.25",".261","87.0 %","44","113","82","1.96","4.96","-3.00","3.64","3.58"
"Yankees","8.15","3.57","2.29","1.53","20.0 %","8.8 %","11.3 %",".292","1.58",".340","68.6 %","111","106","97","5.09","4.97","0.13","4.45","4.44"
"Indians","9.33","3.44","2.71","1.96","25.3 %","9.3 %","16.0 %",".209","1.15",".227","73.2 %","102","115","99","4.91","5.29","-0.38","4.51","4.10"
"Tigers","7.36","5.52","1.33","1.23","17.9 %","13.4 %","4.5 %",".228","1.50",".256","49.5 %","79","116","115","3.68","5.40","-1.71","5.25","5.19"
"Mariners","4.34","5.28","0.82","0.93","10.8 %","13.1 %","-2.3 %",".232","1.48",".242","65.3 %","105","121","136","4.66","5.46","-0.80","6.24","6.09"
"Blue Jays","9.53","4.24","2.25","2.12","24.7 %","11.0 %","13.7 %",".277","1.53",".326","88.2 %","92","120","106","4.24","5.57","-1.33","4.85","4.38"
"Athletics","5.16","3.97","1.30","1.59","13.1 %","10.1 %","3.0 %",".261","1.46",".268","66.9 %","134","130","144","5.96","5.82","0.14","6.59","5.83"
"Astros","9.39","3.52","2.67","2.74","24.0 %","9.0 %","15.0 %",".242","1.35",".250","70.8 %","140","138","109","6.26","6.26","0.00","4.98","4.25"
"Twins","8.69","2.75","3.17","2.75","20.9 %","6.6 %","14.3 %",".310","1.63",".339","52.9 %","187","137","100","8.69","6.32","2.38","4.57","4.27"
"Pirates","10.13","5.63","1.80","2.63","23.1 %","12.8 %","10.3 %",".260","1.71",".288","57.2 %","191","156","113","8.25","6.88","1.37","5.00","4.68"
"Phillies","9.75","5.63","1.73","3.38","23.6 %","13.6 %","10.0 %",".274","1.71",".283","77.5 %","128","172","118","5.63","7.80","-2.17","5.24","4.85"
