"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","10.80","0.39","28.00","0.00","29.2 %","1.0 %","28.1 %",".247","1.03",".354","69.2 %","69","27","63","3.09","1.20","1.89","2.82","2.63"
"Brewers","10.80","2.22","4.86","0.32","30.9 %","6.4 %","24.6 %",".184","0.92",".265","89.4 %","7","45","68","0.32","2.01","-1.70","3.03","3.05"
"Twins","12.83","3.71","3.45","0.34","32.5 %","9.4 %","23.1 %",".264","1.46",".403","63.8 %","84","47","62","4.05","2.09","1.96","2.80","3.22"
"Astros","13.02","4.34","3.00","0.48","34.2 %","11.4 %","22.8 %",".186","1.18",".286","72.8 %","62","56","87","2.89","2.46","0.43","4.01","3.52"
"Dodgers","9.86","2.57","3.83","0.43","27.4 %","7.1 %","20.2 %",".187","0.95",".255","78.7 %","61","67","86","2.57","2.93","-0.36","3.82","3.52"
"Rays","12.42","2.87","4.33","0.96","34.2 %","7.9 %","26.3 %",".174","0.96",".244","86.4 %","48","67","68","2.15","2.95","-0.80","3.10","2.96"
"Nationals","8.22","1.17","7.00","0.78","23.6 %","3.4 %","20.2 %",".188","0.83",".226","58.1 %","87","67","106","3.91","3.04","0.87","4.68","3.89"
"Athletics","11.57","1.65","7.00","1.10","32.8 %","4.7 %","28.1 %",".186","0.86",".250","83.3 %","62","71","77","2.76","3.15","-0.40","3.51","2.81"
"Diamondbacks","12.67","3.31","3.83","1.10","33.1 %","8.6 %","24.5 %",".202","1.13",".284","87.2 %","56","76","75","2.48","3.37","-0.89","3.36","3.14"
"Padres","8.48","2.20","3.86","0.94","22.7 %","5.9 %","16.8 %",".216","1.08",".259","57.6 %","107","80","97","4.71","3.53","1.18","4.32","3.98"
"Tigers","9.00","2.89","3.11","0.96","22.1 %","7.1 %","15.0 %",".308","1.61",".384","71.8 %","110","80","87","5.14","3.68","1.46","3.99","3.97"
"Yankees","14.44","2.83","5.11","1.88","40.4 %","7.9 %","32.5 %",".212","1.08",".308","93.2 %","68","81","49","3.14","3.77","-0.63","2.23","2.39"
"Mariners","7.58","3.03","2.50","0.91","22.7 %","9.1 %","13.6 %",".112","0.71",".114","85.1 %","48","90","99","2.12","4.06","-1.93","4.55","4.25"
"Marlins","9.35","5.19","1.80","0.69","22.7 %","12.6 %","10.1 %",".245","1.54",".315","66.3 %","132","95","106","5.54","4.10","1.44","4.71","4.76"
"Phillies","10.08","4.88","2.07","0.98","26.1 %","12.6 %","13.5 %",".204","1.30",".261","61.0 %","118","91","102","5.20","4.12","1.09","4.51","4.37"
"Reds","10.70","5.09","2.10","1.02","26.6 %","12.7 %","13.9 %",".265","1.58",".356","80.2 %","79","92","96","3.57","4.18","-0.61","4.28","4.28"
"Indians","9.33","0.98","9.50","1.96","26.8 %","2.8 %","23.9 %",".188","0.82",".196","74.5 %","71","94","82","3.44","4.30","-0.87","3.75","3.26"
"White Sox","10.96","3.91","2.80","1.57","28.9 %","10.3 %","18.6 %",".218","1.26",".273","85.5 %","69","94","87","3.13","4.34","-1.21","3.99","3.79"
"Red Sox","11.87","5.64","2.11","1.19","29.2 %","13.9 %","15.3 %",".241","1.55",".333","66.8 %","113","96","97","5.64","4.37","1.27","4.49","4.26"
"Orioles","6.87","3.08","2.23","0.95","19.3 %","8.7 %","10.7 %",".158","0.89",".170","61.7 %","81","92","114","3.79","4.40","-0.61","5.23","4.68"
"Mets","11.17","5.12","2.18","1.40","29.3 %","13.4 %","15.9 %",".211","1.34",".273","82.6 %","53","101","102","2.33","4.46","-2.13","4.60","4.21"
"Rockies","8.72","2.53","3.44","1.69","24.2 %","7.0 %","17.2 %",".186","0.97",".198","72.0 %","72","99","99","3.66","4.65","-1.00","4.39","3.94"
"Cardinals","9.17","4.46","2.06","1.49","23.7 %","11.5 %","12.2 %",".246","1.43",".295","73.4 %","105","111","115","4.46","4.81","-0.35","5.07","4.60"
"Blue Jays","9.41","3.27","2.88","1.64","23.6 %","8.2 %","15.4 %",".257","1.39",".306","70.6 %","120","105","101","5.52","4.85","0.67","4.61","4.10"
"Rangers","10.80","5.40","2.00","1.59","25.8 %","12.9 %","12.9 %",".261","1.66",".329","65.0 %","101","103","94","5.08","4.91","0.17","4.30","4.42"
"Royals","8.67","6.67","1.30","1.00","20.3 %","15.6 %","4.7 %",".250","1.74",".304","60.8 %","142","110","123","6.67","4.95","1.71","5.65","5.49"
"Giants","10.88","5.63","1.93","1.50","27.4 %","14.2 %","13.2 %",".178","1.29",".211","87.1 %","69","117","112","3.00","4.96","-1.96","5.04","4.51"
"Pirates","8.10","6.56","1.24","0.77","19.3 %","15.6 %","3.7 %",".244","1.67",".299","70.7 %","111","111","127","5.01","4.97","0.04","5.73","5.57"
"Angels","7.39","2.57","2.88","1.93","19.8 %","6.9 %","12.9 %",".252","1.25",".269","72.5 %","100","116","100","4.50","5.32","-0.82","4.60","4.34"
"Cubs","10.24","7.45","1.38","2.33","24.4 %","17.8 %","6.7 %",".233","1.71",".261","81.5 %","117","157","139","5.12","6.94","-1.82","6.15","5.43"
