"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Marlins","14.24","2.95","4.83","0.98","39.2 %","8.1 %","31.1 %",".194","1.04",".306","75.6 %","82","60","63","3.44","2.61","0.82","2.82","2.55"
"Giants","10.50","3.00","3.50","0.75","31.1 %","8.9 %","22.2 %",".146","0.83",".192","69.8 %","71","70","83","3.00","2.96","0.04","3.70","3.40"
"Reds","9.58","3.92","2.44","0.44","26.2 %","10.7 %","15.5 %",".213","1.21",".288","76.3 %","68","66","89","3.05","3.02","0.03","3.93","4.11"
"Diamondbacks","7.29","2.57","2.83","0.00","20.0 %","7.1 %","12.9 %",".187","0.95",".241","87.5 %","19","68","113","0.86","3.02","-2.17","5.01","4.29"
"Pirates","10.35","4.05","2.56","0.90","24.0 %","9.4 %","14.6 %",".345","1.95",".452","63.5 %","167","80","116","7.20","3.56","3.64","5.15","4.31"
"Royals","10.38","4.15","2.50","0.83","25.8 %","10.3 %","15.5 %",".267","1.52",".356","80.1 %","79","81","87","3.74","3.63","0.11","3.99","4.04"
"Athletics","10.87","2.96","3.67","1.32","28.5 %","7.8 %","20.7 %",".245","1.28",".319","79.0 %","81","85","89","3.62","3.80","-0.18","4.08","3.57"
"Red Sox","10.05","4.08","2.46","0.94","27.1 %","11.0 %","16.1 %",".269","1.43",".362","76.7 %","85","84","99","4.08","3.81","0.27","4.53","4.10"
"Tigers","10.02","4.35","2.30","0.87","23.7 %","10.3 %","13.4 %",".314","1.79",".410","59.7 %","159","83","101","7.40","3.84","3.56","4.61","4.31"
"Rockies","7.56","3.60","2.10","0.72","18.9 %","9.0 %","9.9 %",".280","1.52",".338","80.1 %","71","83","107","3.60","3.89","-0.29","4.76","4.60"
"Cubs","10.61","2.41","4.40","1.45","27.9 %","6.3 %","21.5 %",".260","1.29",".333","76.9 %","88","88","79","3.86","3.91","-0.05","3.53","3.25"
"Astros","7.52","3.54","2.13","0.89","21.3 %","10.0 %","11.3 %",".194","1.08",".226","67.7 %","79","89","94","3.54","4.00","-0.46","4.29","4.38"
"Braves","11.22","8.31","1.35","0.42","29.4 %","21.7 %","7.6 %",".169","1.48",".256","79.1 %","47","96","115","2.08","4.23","-2.15","5.10","5.53"
"Phillies","9.49","4.01","2.36","1.09","23.6 %","10.0 %","13.6 %",".260","1.46",".328","77.6 %","91","97","107","4.01","4.39","-0.38","4.74","4.32"
"Mets","8.14","3.43","2.38","1.29","21.1 %","8.9 %","12.2 %",".207","1.19",".233","62.5 %","109","100","109","4.71","4.40","0.31","4.92","4.46"
"Rays","10.13","4.22","2.40","1.41","25.9 %","10.8 %","15.1 %",".260","1.47",".329","73.2 %","114","102","97","5.06","4.50","0.57","4.45","4.19"
"Indians","7.91","3.72","2.13","1.40","18.5 %","8.7 %","9.8 %",".321","1.81",".375","68.2 %","135","103","106","6.52","4.71","1.80","4.86","4.67"
"Angels","10.80","5.18","2.08","1.51","27.3 %","13.1 %","14.2 %",".215","1.39",".267","77.2 %","91","105","107","4.10","4.80","-0.69","4.91","4.39"
"Cardinals","11.57","2.57","4.50","2.14","33.3 %","7.4 %","25.9 %",".151","0.81",".146","100.0 %","61","113","85","2.57","4.88","-2.31","3.77","3.07"
"Blue Jays","7.20","4.05","1.78","1.35","19.8 %","11.1 %","8.6 %",".181","1.10",".189","84.3 %","68","106","119","3.15","4.91","-1.76","5.45","4.94"
"Nationals","8.80","4.70","1.88","1.17","23.1 %","12.3 %","10.8 %",".148","1.04",".162","74.1 %","92","113","115","4.11","5.11","-1.00","5.10","4.61"
"Padres","8.27","1.65","5.00","2.20","24.6 %","4.9 %","19.7 %",".190","0.86",".179","95.2 %","65","116","82","2.76","5.11","-2.36","3.63","3.50"
"White Sox","7.79","1.56","5.00","2.08","22.4 %","4.5 %","17.9 %",".190","0.87",".182","100.0 %","57","111","113","2.60","5.18","-2.58","5.16","4.05"
"Yankees","9.47","5.96","1.59","1.40","23.7 %","14.9 %","8.8 %",".250","1.60",".308","65.9 %","137","112","111","6.31","5.24","1.07","5.07","4.96"
"Mariners","9.45","3.38","2.80","2.03","23.7 %","8.5 %","15.3 %",".264","1.43",".306","76.0 %","76","120","99","3.38","5.39","-2.01","4.55","4.12"
"Brewers","9.13","7.94","1.15","1.19","20.9 %","18.2 %","2.7 %",".256","1.90",".313","72.2 %","125","124","132","5.56","5.55","0.01","5.85","5.87"
"Rangers","7.22","4.54","1.59","1.60","17.2 %","10.8 %","6.4 %",".304","1.75",".343","62.7 %","138","118","116","6.95","5.62","1.33","5.31","5.19"
"Orioles","7.71","2.70","2.86","2.31","18.4 %","6.4 %","11.9 %",".300","1.59",".324","62.1 %","148","125","114","6.94","6.00","0.94","5.21","4.48"
"Twins","7.41","4.24","1.75","2.12","16.7 %","9.5 %","7.1 %",".307","1.82",".333","60.6 %","136","135","117","6.35","6.21","0.14","5.38","5.00"
"Dodgers","10.62","3.54","3.00","2.66","28.6 %","9.5 %","19.1 %",".208","1.13",".214","75.3 %","137","149","108","5.75","6.46","-0.71","4.78","3.74"
