"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","14.00","1.00","14.00","0.00","42.4 %","3.0 %","39.4 %",".188","0.78",".333","85.7 %","22","10","44","1.00","0.44","0.56","1.98","1.79"
"Giants","9.75","2.25","4.33","0.00","25.5 %","5.9 %","19.6 %",".292","1.42",".400","82.4 %","36","42","70","1.50","1.80","-0.30","3.12","3.38"
"Marlins","10.50","3.75","2.80","0.00","26.9 %","9.6 %","17.3 %",".234","1.33",".333","68.8 %","83","51","102","3.75","2.13","1.62","4.62","4.05"
"Angels","8.53","2.84","3.00","0.00","23.5 %","7.8 %","15.7 %",".191","1.03",".257","100.0 %","0","50","91","0.00","2.27","-2.27","4.15","3.98"
"Twins","12.54","5.79","2.17","0.00","31.0 %","14.3 %","16.7 %",".222","1.50",".348","71.4 %","83","52","93","3.86","2.36","1.50","4.28","4.13"
"Nationals","8.59","3.68","2.33","0.00","17.5 %","7.5 %","10.0 %",".432","2.59",".533","47.4 %","322","66","96","12.27","2.53","9.74","4.16","4.68"
"Blue Jays","13.20","3.00","4.40","0.60","34.4 %","7.8 %","26.6 %",".211","1.13",".324","73.9 %","78","55","78","3.60","2.55","1.05","3.54","2.95"
"Rays","6.92","3.46","2.00","0.00","19.2 %","9.6 %","9.6 %",".213","1.15",".270","100.0 %","0","64","89","0.00","2.83","-2.83","4.05","4.53"
"Athletics","4.50","3.00","1.50","0.00","11.5 %","7.7 %","3.9 %",".271","1.42",".310","52.9 %","109","72","130","5.25","3.21","2.04","6.20","5.60"
"White Sox","4.00","3.00","1.33","0.00","10.0 %","7.5 %","2.5 %",".243","1.33",".273","41.7 %","155","72","121","7.00","3.33","3.67","5.54","5.46"
"Yankees","12.34","5.40","2.29","0.77","30.2 %","13.2 %","17.0 %",".217","1.46",".310","70.5 %","67","73","83","3.09","3.39","-0.30","3.81","3.89"
"Padres","8.59","2.45","3.50","0.61","24.1 %","6.9 %","17.2 %",".192","0.95",".243","89.0 %","43","78","91","1.84","3.42","-1.58","4.02","3.79"
"Mets","11.57","2.89","4.00","0.96","27.9 %","7.0 %","20.9 %",".189","1.07",".250","60.3 %","47","91","125","1.93","3.96","-2.04","5.55","3.73"
"Indians","6.75","4.05","1.67","0.00","17.2 %","10.3 %","6.9 %",".250","1.35",".316","72.7 %","56","87","145","2.70","3.96","-1.26","6.65","5.58"
"Brewers","10.19","2.55","4.00","1.53","28.6 %","7.1 %","21.4 %",".185","0.96",".214","85.9 %","69","89","91","3.06","4.01","-0.95","4.05","3.63"
"Red Sox","12.50","4.00","3.13","1.50","31.7 %","10.1 %","21.5 %",".200","1.22",".262","90.4 %","52","91","95","2.50","4.10","-1.60","4.37","3.57"
"Pirates","12.60","3.60","3.50","1.80","36.8 %","10.5 %","26.3 %",".118","0.80",".111","100.0 %","42","95","72","1.80","4.21","-2.41","3.21","3.04"
"Tigers","6.92","3.46","2.00","0.69","17.9 %","8.9 %","8.9 %",".224","1.23",".263","78.3 %","74","93","119","3.46","4.29","-0.83","5.43","4.90"
"Cardinals","7.43","4.73","1.57","0.68","20.4 %","13.0 %","7.4 %",".196","1.20",".235","76.9 %","80","100","130","3.38","4.34","-0.96","5.75","5.19"
"Reds","7.45","6.52","1.14","0.93","18.6 %","16.3 %","2.3 %",".222","1.55",".259","80.9 %","62","112","131","2.79","5.08","-2.28","5.79","5.91"
"Dodgers","8.05","2.84","2.83","1.89","20.2 %","7.1 %","13.1 %",".282","1.47",".316","67.0 %","124","117","110","5.21","5.11","0.10","4.88","4.38"
"Phillies","6.97","3.48","2.00","1.74","19.5 %","9.8 %","9.8 %",".216","1.16",".222","76.1 %","99","118","103","4.35","5.34","-0.99","4.56","4.53"
"Orioles","11.02","5.51","2.00","1.65","25.3 %","12.7 %","12.7 %",".284","1.78",".364","93.3 %","70","112","107","3.31","5.36","-2.05","4.92","4.45"
"Rockies","4.82","1.93","2.50","1.93","13.2 %","5.3 %","7.9 %",".250","1.18",".241","85.4 %","76","119","130","3.86","5.57","-1.71","5.77","5.30"
"Royals","5.79","7.71","0.75","0.96","12.8 %","17.0 %","-4.3 %",".289","2.04",".323","64.5 %","164","138","161","7.71","6.21","1.50","7.38","6.77"
"Mariners","9.45","6.08","1.56","2.03","23.0 %","14.8 %","8.2 %",".196","1.43",".206","69.6 %","91","140","106","4.05","6.29","-2.24","4.86","4.89"
"Cubs","12.34","6.17","2.00","3.09","28.6 %","14.3 %","14.3 %",".313","1.97",".393","57.5 %","179","151","90","8.49","6.99","1.50","4.06","4.26"
"Rangers","7.11","8.53","0.83","2.84","15.4 %","18.5 %","-3.1 %",".340","2.37",".359","77.9 %","155","179","159","7.82","8.58","-0.77","7.30","6.66"
"Diamondbacks","5.30","7.71","0.69","2.89","11.2 %","16.3 %","-5.1 %",".329","2.25",".323","71.0 %","186","212","185","8.20","9.27","-1.07","8.18","7.02"
"Braves","9.53","7.15","1.33","3.97","22.2 %","16.7 %","5.6 %",".227","1.68",".185","53.9 %","233","217","132","10.32","9.48","0.84","5.85","5.45"
