"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cardinals","10.20","3.00","3.40","0.00","30.4 %","8.9 %","21.4 %",".118","0.73",".176","72.7 %","42","44","61","1.80","1.95","-0.15","2.74","2.93"
"Red Sox","11.37","2.37","4.80","0.95","31.2 %","6.5 %","24.7 %",".211","1.05",".289","76.9 %","69","67","68","3.32","3.00","0.31","3.10","3.01"
"Nationals","9.00","2.05","4.40","0.82","25.9 %","5.9 %","20.0 %",".213","1.00",".268","93.8 %","36","68","96","1.64","3.08","-1.44","4.25","3.71"
"Brewers","10.43","3.68","2.83","0.61","25.2 %","8.9 %","16.3 %",".281","1.57",".376","59.7 %","118","72","83","5.22","3.21","2.00","3.68","3.81"
"Diamondbacks","8.14","2.22","3.67","0.74","22.2 %","6.1 %","16.2 %",".237","1.15",".290","75.4 %","75","73","80","3.33","3.21","0.11","3.54","3.70"
"Reds","9.53","3.18","3.00","1.06","25.7 %","8.6 %","17.1 %",".234","1.24",".295","87.9 %","59","81","80","2.65","3.68","-1.04","3.56","3.62"
"Orioles","9.12","3.65","2.50","0.73","23.4 %","9.4 %","14.0 %",".232","1.30",".294","64.1 %","93","78","93","4.38","3.70","0.68","4.26","3.98"
"Rays","7.46","2.84","2.63","0.71","19.3 %","7.3 %","11.9 %",".232","1.22",".276","72.9 %","72","85","111","3.20","3.77","-0.57","5.10","4.56"
"Rangers","8.74","2.38","3.67","1.19","25.9 %","7.1 %","18.8 %",".177","0.88",".204","88.6 %","47","80","80","2.38","3.79","-1.41","3.65","3.60"
"Angels","9.79","4.15","2.36","0.89","24.1 %","10.2 %","13.9 %",".262","1.52",".337","67.8 %","119","83","108","5.34","3.81","1.53","4.95","4.34"
"Cubs","7.64","2.55","3.00","1.02","19.5 %","6.5 %","13.0 %",".278","1.42",".327","58.6 %","140","86","96","6.11","3.84","2.28","4.28","4.24"
"Padres","8.07","2.17","3.71","1.24","21.7 %","5.8 %","15.8 %",".248","1.21",".289","64.6 %","113","89","91","4.97","3.94","1.03","4.07","4.00"
"Mets","9.69","5.54","1.75","0.69","21.9 %","12.5 %","9.4 %",".327","2.00",".425","54.7 %","217","95","154","9.00","4.14","4.86","6.81","5.22"
"Rockies","9.00","3.21","2.80","1.29","22.2 %","7.9 %","14.3 %",".259","1.43",".310","69.8 %","89","88","103","4.50","4.14","0.36","4.56","4.19"
"Dodgers","6.60","3.60","1.83","0.60","18.3 %","10.0 %","8.3 %",".135","0.87",".150","73.5 %","71","97","124","3.00","4.21","-1.21","5.47","4.91"
"Marlins","11.00","2.00","5.50","2.00","29.0 %","5.3 %","23.7 %",".264","1.28",".326","80.5 %","107","100","80","4.50","4.33","0.17","3.54","3.21"
"Royals","8.34","5.56","1.50","0.79","20.6 %","13.7 %","6.9 %",".250","1.59",".308","60.2 %","127","97","110","5.96","4.36","1.59","5.06","5.05"
"Giants","8.27","2.61","3.17","1.31","21.8 %","6.9 %","14.9 %",".241","1.21",".281","92.1 %","62","106","98","2.61","4.42","-1.81","4.37","3.95"
"Indians","10.19","3.57","2.86","1.53","28.6 %","10.0 %","18.6 %",".177","1.02",".205","87.8 %","64","98","97","3.06","4.52","-1.46","4.45","3.85"
"Braves","10.62","3.10","3.43","1.77","26.7 %","7.8 %","18.9 %",".232","1.28",".278","74.8 %","40","105","83","1.77","4.59","-2.82","3.70","3.60"
"White Sox","7.24","3.29","2.20","1.32","20.0 %","9.1 %","10.9 %",".180","1.02",".189","53.6 %","102","99","100","4.61","4.60","0.01","4.59","4.61"
"Yankees","7.32","3.20","2.29","1.37","18.2 %","8.0 %","10.2 %",".313","1.63",".361","69.4 %","109","102","99","5.03","4.79","0.24","4.53","4.55"
"Blue Jays","8.74","3.97","2.20","1.59","23.4 %","10.6 %","12.8 %",".238","1.32",".276","90.2 %","69","105","114","3.18","4.89","-1.71","5.23","4.55"
"Athletics","4.56","4.21","1.08","1.40","11.6 %","10.7 %","0.9 %",".253","1.44",".256","67.9 %","126","128","142","5.61","5.75","-0.14","6.51","6.00"
"Mariners","3.93","4.66","0.84","1.23","10.0 %","11.9 %","-1.9 %",".229","1.39",".227","71.1 %","100","128","138","4.42","5.75","-1.33","6.31","6.21"
"Pirates","10.50","4.88","2.15","2.25","25.7 %","11.9 %","13.8 %",".213","1.38",".233","63.9 %","139","136","105","6.00","6.01","-0.01","4.66","4.30"
"Astros","9.68","5.28","1.83","2.35","23.9 %","13.0 %","10.9 %",".233","1.50",".253","74.7 %","132","137","120","5.87","6.21","-0.34","5.48","4.79"
"Tigers","7.50","5.00","1.50","2.00","18.5 %","12.4 %","6.2 %",".229","1.44",".235","51.4 %","96","135","110","4.50","6.27","-1.77","5.04","5.00"
"Twins","9.87","3.12","3.17","3.12","24.7 %","7.8 %","16.9 %",".257","1.38",".267","66.3 %","145","146","101","6.75","6.73","0.02","4.64","3.97"
"Phillies","9.28","5.91","1.57","3.38","22.2 %","14.1 %","8.1 %",".282","1.78",".291","74.6 %","134","177","119","5.91","8.00","-2.09","5.26","5.06"
