"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Diamondbacks","8.69","2.29","3.80","0.00","23.8 %","6.3 %","17.5 %",".247","1.17",".333","88.0 %","31","53","92","1.37","2.35","-0.98","4.07","3.77"
"Mets","9.23","3.42","2.70","0.34","24.1 %","8.9 %","15.2 %",".257","1.37",".342","70.2 %","99","67","94","4.10","2.91","1.19","4.15","4.08"
"Twins","11.84","3.32","3.57","0.95","31.7 %","8.9 %","22.8 %",".208","1.16",".289","83.3 %","61","67","81","2.84","3.06","-0.21","3.68","3.38"
"Indians","10.30","1.07","9.67","1.07","28.4 %","2.9 %","25.5 %",".247","1.07",".323","84.7 %","59","67","68","2.84","3.06","-0.21","3.09","2.82"
"Yankees","7.88","3.66","2.15","0.28","21.1 %","9.8 %","11.3 %",".203","1.16",".258","74.5 %","61","70","112","2.81","3.28","-0.46","5.11","4.59"
"Braves","10.13","2.25","4.50","1.13","28.4 %","6.3 %","22.1 %",".202","1.00",".254","75.8 %","76","76","87","3.38","3.34","0.04","3.87","3.41"
"Marlins","9.49","3.28","2.89","0.73","23.6 %","8.2 %","15.5 %",".263","1.42",".338","64.3 %","113","81","95","4.74","3.50","1.25","4.22","4.02"
"Reds","11.32","3.05","3.71","1.31","30.6 %","8.2 %","22.4 %",".195","1.06",".250","58.5 %","97","83","74","4.35","3.75","0.61","3.30","3.31"
"Padres","12.10","1.40","8.67","1.86","32.9 %","3.8 %","29.1 %",".253","1.14",".333","69.0 %","109","87","63","4.66","3.83","0.82","2.79","2.66"
"Cardinals","8.47","5.29","1.60","0.53","21.9 %","13.7 %","8.2 %",".254","1.53",".326","73.2 %","100","89","91","4.24","3.86","0.37","4.03","4.81"
"Red Sox","9.82","4.30","2.29","0.92","24.6 %","10.8 %","13.9 %",".243","1.43",".313","77.3 %","83","86","96","3.99","3.90","0.09","4.40","4.23"
"Rangers","10.53","3.20","3.29","1.37","25.8 %","7.9 %","18.0 %",".305","1.63",".393","57.6 %","130","82","92","6.86","3.93","2.94","4.27","3.85"
"Brewers","11.25","3.60","3.13","1.35","29.8 %","9.5 %","20.2 %",".216","1.20",".283","78.0 %","91","93","95","4.05","4.16","-0.11","4.20","3.61"
"Astros","11.51","3.57","3.22","1.59","29.6 %","9.2 %","20.4 %",".239","1.32",".309","86.6 %","71","95","80","3.18","4.27","-1.10","3.65","3.55"
"Royals","8.49","5.01","1.69","1.16","21.6 %","12.8 %","8.8 %",".273","1.59",".333","74.0 %","102","105","109","5.01","4.80","0.21","5.09","4.87"
"Pirates","6.68","5.01","1.33","0.84","16.0 %","12.0 %","4.0 %",".302","1.76",".353","71.7 %","110","110","133","4.73","4.88","-0.15","5.89","5.55"
"Cubs","7.71","3.86","2.00","1.40","18.8 %","9.4 %","9.4 %",".286","1.60",".329","76.9 %","104","111","122","4.56","4.93","-0.37","5.38","4.84"
"Giants","8.63","3.06","2.82","1.67","22.0 %","7.8 %","14.2 %",".244","1.30",".278","62.8 %","113","120","110","4.73","5.01","-0.28","4.87","4.27"
"Rays","6.83","5.20","1.31","0.98","17.1 %","13.0 %","4.1 %",".229","1.45",".259","76.7 %","95","114","114","4.23","5.06","-0.83","5.23","5.37"
"Dodgers","4.91","1.84","2.67","1.23","11.8 %","4.4 %","7.4 %",".306","1.50",".327","54.1 %","190","118","137","7.98","5.12","2.85","6.06","5.03"
"Rockies","7.91","2.79","2.83","1.86","20.7 %","7.3 %","13.4 %",".280","1.40",".315","71.4 %","92","112","97","4.66","5.23","-0.58","4.29","4.07"
"White Sox","7.25","4.03","1.80","1.61","17.5 %","9.7 %","7.8 %",".283","1.61",".314","76.4 %","107","116","129","4.84","5.41","-0.57","5.93","5.22"
"Athletics","6.75","4.37","1.55","1.59","18.3 %","11.8 %","6.5 %",".207","1.24",".213","89.3 %","68","120","130","3.18","5.46","-2.29","6.07","5.43"
"Mariners","9.56","3.38","2.83","2.25","23.3 %","8.2 %","15.1 %",".273","1.50",".311","72.2 %","101","126","91","4.50","5.65","-1.15","4.14","4.10"
"Angels","9.71","4.85","2.00","2.12","21.9 %","11.0 %","11.0 %",".287","1.79",".333","61.1 %","168","128","121","7.58","5.84","1.74","5.52","4.75"
"Phillies","9.12","5.11","1.79","2.19","22.7 %","12.7 %","10.0 %",".250","1.54",".277","74.3 %","124","134","114","5.47","6.05","-0.58","5.07","4.83"
"Orioles","8.77","4.56","1.92","2.81","21.2 %","11.0 %","10.2 %",".286","1.68",".306","66.0 %","149","143","108","7.01","6.84","0.18","4.96","4.65"
"Nationals","11.57","5.30","2.18","2.89","24.7 %","11.3 %","13.4 %",".329","2.04",".404","47.6 %","269","160","119","12.05","7.23","4.82","5.29","4.36"
"Tigers","5.33","3.55","1.50","2.84","14.3 %","9.5 %","4.8 %",".223","1.22",".183","72.1 %","91","160","134","4.26","7.44","-3.17","6.16","5.49"
"Blue Jays","9.58","4.06","2.36","4.06","21.2 %","9.0 %","12.2 %",".364","2.10",".398","69.6 %","202","183","105","9.29","8.50","0.79","4.82","4.43"
