"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","235","10.2 %","16.2 %","0.63",".322",".391",".644","1.035",".322","4.4",".314","-0.2","-0.2","-0.2","50","20.0",".418","168"
"Rockies","199","10.1 %","24.1 %","0.42",".280",".355",".520",".875",".240","6.9",".347","0.1","-0.1","0.3","32","7.4",".363","109"
"Red Sox","258","12.8 %","20.5 %","0.62",".268",".363",".468",".831",".200","2.6",".299","-0.2","-0.1","-1.1","40","7.1",".352","115"
"Twins","236","8.1 %","19.9 %","0.40",".275",".339",".483",".822",".209","1.7",".297","-0.3","0.1","-0.6","35","5.0",".345","115"
"Cubs","260","14.2 %","23.5 %","0.61",".248",".357",".468",".824",".220","3.9",".286","0.3","-0.2","-1.0","38","5.4",".344","112"
"Dodgers","274","10.9 %","19.7 %","0.56",".268",".357",".455",".812",".187","3.4",".301","0.1","0.2","0.2","40","5.4",".343","115"
"Royals","246","8.1 %","25.2 %","0.32",".265",".335",".479",".814",".215","6.7",".327","0.0","0.1","0.2","35","4.5",".341","110"
"Giants","246","9.3 %","24.4 %","0.38",".264",".335",".473",".807",".209","5.5",".313","-0.1","0.2","0.0","35","4.3",".340","114"
"Angels","195","7.7 %","14.9 %","0.52",".256",".313",".506",".819",".250","3.5",".245","-0.1","-0.3","-0.3","27","2.9",".337","113"
"Rays","206","10.7 %","20.9 %","0.51",".270",".359",".427",".786",".157","4.7",".331","0.4","0.1","0.3","29","2.9",".336","114"
"Reds","290","10.0 %","20.3 %","0.49",".228",".324",".472",".797",".244","5.5",".230","-0.5","-0.1","0.4","40","3.7",".335","103"
"Mariners","266","8.3 %","25.6 %","0.32",".250",".316",".488",".803",".238","3.0",".283","-0.3","0.3","-0.6","37","3.1",".333","111"
"Diamondbacks","292","9.2 %","22.9 %","0.40",".247",".325",".448",".773",".201","4.9",".286","0.4","-0.1","0.9","38","1.5",".326","101"
"Padres","216","6.9 %","25.0 %","0.28",".241",".298",".467",".764",".226","5.7",".271","-0.5","-0.3","0.7","26","-0.8",".316","96"
"Athletics","257","10.1 %","20.6 %","0.49",".249",".331",".380",".711",".131","4.6",".304","0.4","-0.3","0.3","30","-2.7",".308","94"
"Brewers","254","9.4 %","24.4 %","0.39",".249",".324",".391",".715",".142","3.9",".314","0.1","-0.1","0.4","29","-3.2",".305","85"
"Yankees","237","7.6 %","20.3 %","0.38",".248",".314",".402",".715",".154","4.5",".283","0.0","-0.3","0.3","27","-3.1",".305","89"
"Cardinals","265","10.6 %","18.9 %","0.56",".237",".328",".375",".703",".138","3.7",".273","0.1","0.0","-0.5","30","-3.6",".304","88"
"Pirates","238","6.7 %","18.9 %","0.36",".252",".308",".408",".716",".156","5.3",".287","-0.1","-0.1","0.2","26","-3.8",".302","86"
"Rangers","232","14.2 %","23.3 %","0.61",".203",".320",".381",".701",".178","6.1",".237","0.4","0.3","1.1","25","-3.9",".301","77"
"Phillies","226","8.0 %","20.8 %","0.38",".248",".309",".396",".705",".149","3.4",".296","0.2","0.2","-0.3","24","-4.0",".300","79"
"Indians","238","9.2 %","23.5 %","0.39",".239",".314",".357",".670",".117","1.9",".303","0.3","0.0","-0.6","24","-5.9",".291","75"
"Tigers","217","6.0 %","24.0 %","0.25",".224",".276",".363",".640",".139","4.1",".281","0.1","0.1","-0.1","19","-8.8",".273","66"
"White Sox","237","5.1 %","29.5 %","0.17",".229",".281",".353",".634",".124","3.6",".308","0.2","0.1","0.5","20","-9.6",".273","69"
"Nationals","262","6.1 %","27.1 %","0.23",".221",".282",".353",".635",".132","4.3",".277","0.1","0.1","-0.2","22","-10.9",".272","62"
"Braves","263","6.5 %","20.5 %","0.31",".220",".275",".361",".636",".141","3.8",".249","0.1","0.3","0.5","22","-11.6",".269","60"
"Mets","242","5.4 %","31.0 %","0.17",".204",".252",".310",".562",".106","3.5",".284","-0.4","-0.1","-0.4","14","-16.1",".243","51"
"Orioles","176","2.8 %","27.3 %","0.10",".198",".234",".311",".546",".114","3.6",".252","0.0","-0.1","0.3","9","-13.0",".234","39"
"Marlins","264","8.7 %","24.6 %","0.35",".179",".263",".218",".481",".038","3.8",".243","0.0","-0.3","0.9","11","-22.1",".223","37"
"Blue Jays","215","7.4 %","26.0 %","0.29",".189",".249",".255",".504",".066","1.4",".252","-0.2","-0.2","-0.1","9","-18.2",".222","33"
