"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Indians","170","11.2 %","18.2 %","0.61",".336",".411",".658","1.068",".322","5.2",".358","0.1","-0.1","-0.6","38","16.2",".430","167"
"Astros","163","11.7 %","16.6 %","0.70",".289",".380",".514",".894",".225","4.1",".315","-0.2","-0.1","0.5","29","8.1",".377","141"
"Cubs","159","10.1 %","23.9 %","0.42",".270",".352",".553",".905",".284","3.8",".316","0.2","-0.1","-0.1","27","7.3",".373","131"
"Nationals","196","11.7 %","16.8 %","0.70",".289",".387",".506",".893",".217","3.1",".317","0.1","-0.1","-0.2","34","8.9",".373","128"
"Pirates","200","7.0 %","19.5 %","0.36",".318",".367",".520",".886",".201","5.3",".365","-0.1","0.0","-0.1","33","8.1",".367","127"
"Braves","183","9.8 %","24.6 %","0.40",".274",".346",".561",".907",".287","3.3",".315","0.0","0.1","0.1","30","7.2",".366","124"
"Phillies","200","8.5 %","24.0 %","0.35",".291",".362",".475",".837",".184","5.0",".358","0.1","0.1","1.3","31","5.9",".354","117"
"Twins","215","7.0 %","20.0 %","0.35",".296",".350",".485",".835",".189","5.1",".351","-0.1","0.3","-0.4","33","5.8",".351","119"
"Red Sox","206","7.3 %","17.5 %","0.42",".299",".346",".492",".838",".193","6.1",".333","-0.2","0.1","0.3","31","5.0",".348","112"
"Angels","196","6.1 %","26.0 %","0.24",".279",".321",".514",".835",".235","3.4",".333","-0.3","-0.1","-0.3","29","4.4",".346","119"
"White Sox","199","7.0 %","24.1 %","0.29",".277",".332",".480",".812",".203","3.7",".325","0.3","0.3","0.3","28","3.3",".339","114"
"Diamondbacks","147","5.4 %","19.0 %","0.29",".290",".327",".478",".805",".188","5.4",".324","0.4","0.0","0.3","20","1.8",".334","106"
"Tigers","250","7.2 %","22.8 %","0.32",".272",".329",".461",".790",".189","5.3",".325","-0.2","0.1","0.3","34","2.8",".333","106"
"Cardinals","188","5.3 %","21.3 %","0.25",".285",".333",".459",".793",".174","5.1",".333","0.3","0.1","-0.1","26","2.1",".333","106"
"Yankees","198","8.1 %","28.3 %","0.29",".247",".308",".478",".786",".231","2.4",".296","0.1","0.2","-1.0","26","1.5",".329","105"
"Blue Jays","182","9.3 %","22.0 %","0.43",".233",".308",".479",".786",".245","6.0",".259","-0.1","0.1","0.5","24","1.1",".327","104"
"Rangers","196","7.7 %","31.6 %","0.24",".257",".311",".447",".758",".190","2.8",".342","0.0","0.3","-0.6","24","-0.3",".318","88"
"Rays","200","7.0 %","23.0 %","0.30",".257",".320",".404",".724",".148","3.7",".318","0.4","0.1","0.0","24","-1.5",".311","96"
"Orioles","154","9.1 %","20.8 %","0.44",".239",".309",".420",".730",".181","4.2",".270","0.0","0.0","-0.3","18","-1.3",".310","91"
"Athletics","198","9.1 %","19.2 %","0.47",".227",".303",".415",".718",".188","3.7",".237","0.2","0.0","0.3","22","-2.6",".305","92"
"Marlins","194","6.2 %","25.8 %","0.24",".261",".314",".367",".681",".106","0.3",".341","-0.4","-0.3","-0.1","20","-4.1",".295","84"
"Giants","140","6.4 %","24.3 %","0.26",".228",".286",".417",".703",".189","5.5",".258","0.0","0.0","0.1","15","-3.0",".295","84"
"Mariners","172","4.7 %","23.3 %","0.20",".236",".273",".422",".696",".186","4.1",".261","0.2","0.1","-1.2","17","-4.4",".290","82"
"Mets","144","4.2 %","19.4 %","0.21",".233",".287",".376",".663",".143","1.9",".267","-0.3","-0.1","-0.9","14","-4.4",".285","77"
"Brewers","185","7.0 %","24.3 %","0.29",".204",".277",".389",".666",".186","3.2",".228","0.0","0.2","0.3","17","-6.3",".280","70"
"Dodgers","179","3.9 %","24.6 %","0.16",".212",".258",".358",".616",".145","2.8",".248","0.1","0.1","0.1","14","-8.9",".262","62"
"Padres","174","3.4 %","29.9 %","0.12",".207",".244",".372",".616",".165","1.3",".250","0.0","-0.1","-0.1","13","-9.0",".260","58"
"Royals","190","6.3 %","26.8 %","0.24",".216",".270",".295",".565",".080","4.9",".298","-0.3","0.0","0.0","12","-12.2",".246","48"
"Reds","133","5.3 %","28.6 %","0.18",".203",".250",".293",".543",".089","0.6",".274","-0.2","0.0","-0.1","7","-10.0",".233","39"
"Rockies","138","6.5 %","29.0 %","0.23",".165",".221",".299",".520",".134","2.1",".205","0.1","0.0","0.2","6","-11.8",".221","15"
