"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","282","9.6 %","17.0 %","0.56",".329",".390",".647","1.037",".317","5.6",".330","-0.3","-0.2","-0.2","60","24.5",".421","170"
"Rockies","206","8.7 %","29.6 %","0.30",".306",".373",".568",".941",".262","4.8",".407","0.0","0.0","-0.3","38","11.6",".385","124"
"Mets","155","11.6 %","18.7 %","0.62",".291",".387",".500",".887",".209","3.0",".320","-0.3","0.0","0.1","27","7.7",".377","139"
"Red Sox","224","13.8 %","19.2 %","0.72",".280",".379",".513",".892",".233","3.5",".304","-0.1","0.0","-0.4","39","10.9",".376","132"
"Twins","283","9.9 %","20.1 %","0.49",".286",".364",".516",".880",".230","3.7",".317","-0.4","0.1","0.0","47","11.7",".368","130"
"Angels","276","7.6 %","16.7 %","0.46",".297",".354",".514",".868",".217","5.5",".318","-0.1","-0.3","0.6","45","10.2",".363","130"
"Cardinals","242","11.6 %","17.4 %","0.67",".270",".361",".408",".769",".137","2.4",".313","0.1","-0.1","-0.6","33","3.0",".334","108"
"Indians","261","9.2 %","22.2 %","0.41",".266",".337",".450",".787",".183","3.6",".307","0.4","0.1","-0.7","36","2.7",".332","103"
"Brewers","260","14.2 %","20.4 %","0.70",".253",".358",".416",".774",".163","3.7",".296","0.1","-0.1","-0.5","35","2.3",".330","102"
"Dodgers","219","10.0 %","18.7 %","0.54",".234",".329",".436",".765",".202","5.3",".246","0.1","0.2","0.7","27","-0.1",".319","97"
"Pirates","273","5.9 %","23.4 %","0.25",".278",".326",".431",".757",".153","4.3",".344","-0.1","-0.1","-0.2","34","-0.1",".319","98"
"Diamondbacks","284","9.2 %","23.9 %","0.38",".250",".326",".405",".731",".155","5.3",".315","0.4","-0.1","0.6","34","-1.5",".314","91"
"Giants","194","11.9 %","27.3 %","0.43",".218",".309",".394",".703",".176","4.5",".277","0.0","0.2","-0.1","21","-3.0",".302","88"
"Rays","202","10.9 %","32.7 %","0.33",".229",".317",".385",".702",".156","1.5",".321","0.2","0.0","-0.3","22","-3.4",".300","90"
"Mariners","257","8.6 %","24.1 %","0.35",".209",".284",".430",".714",".222","3.8",".228","-0.3","0.4","-1.2","28","-4.4",".300","89"
"Padres","181","4.4 %","24.9 %","0.18",".253",".289",".418",".707",".165","2.9",".303","-0.3","-0.2","-0.1","19","-3.5",".298","84"
"Athletics","285","11.6 %","22.8 %","0.51",".216",".310",".372",".682",".156","2.4",".251","0.3","-0.3","-0.6","30","-6.1",".295","86"
"Braves","221","5.4 %","21.7 %","0.25",".250",".300",".392",".692",".142","4.6",".303","0.2","0.2","-0.8","23","-4.8",".295","78"
"Rangers","222","9.5 %","32.9 %","0.29",".210",".288",".395",".683",".185","5.4",".286","0.2","0.2","0.5","22","-5.7",".290","69"
"White Sox","237","4.2 %","26.2 %","0.16",".243",".282",".401",".683",".158","3.8",".298","0.3","0.1","0.2","24","-6.3",".289","80"
"Cubs","240","10.4 %","20.4 %","0.51",".232",".315",".346",".661",".114","2.0",".278","0.5","-0.1","-1.0","23","-7.6",".283","71"
"Phillies","232","12.1 %","22.0 %","0.55",".220",".319",".310",".629",".090","4.6",".286","0.2","0.2","0.3","22","-7.6",".282","68"
"Reds","239","7.5 %","22.2 %","0.34",".225",".290",".362",".652",".138","5.1",".270","-0.5","-0.1","-0.4","22","-7.9",".281","68"
"Royals","179","7.3 %","22.9 %","0.32",".220",".302",".333",".635",".113","3.4",".276","-0.1","0.1","-1.0","16","-6.2",".280","69"
"Tigers","287","6.6 %","22.6 %","0.29",".211",".268",".395",".663",".184","5.4",".241","-0.2","0.2","0.3","26","-10.3",".278","69"
"Orioles","157","7.6 %","32.5 %","0.24",".196",".268",".378",".645",".182","3.2",".247","0.0","0.0","0.5","14","-6.0",".276","70"
"Blue Jays","176","10.8 %","24.4 %","0.44",".179",".273",".346",".619",".167","3.1",".206","-0.1","-0.1","-0.7","14","-7.7",".269","66"
"Yankees","176","5.7 %","24.4 %","0.23",".219",".274",".313",".587",".094","3.5",".282","0.0","-0.3","-0.1","12","-10.5",".251","53"
"Marlins","184","7.1 %","26.6 %","0.27",".201",".261",".231",".492",".030","3.3",".281","-0.1","-0.3","0.7","8","-15.4",".223","37"
"Nationals","208","4.8 %","27.9 %","0.17",".178",".228",".262",".490",".084","3.2",".235","0.0","0.0","-0.1","7","-18.9",".215","25"
