"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","227","7.5 %","18.9 %","0.40",".272",".329",".631",".960",".359","3.9",".245","0.1","0.2","0.3","42","13.0",".386","143"
"Pirates","252","9.5 %","18.7 %","0.51",".311",".390",".521",".910",".210","3.8",".356","-0.1","0.0","-0.6","44","12.8",".378","137"
"Mets","241","9.5 %","17.0 %","0.56",".292",".366",".491",".856",".198","3.2",".321","-0.4","0.1","-0.2","39","8.4",".360","129"
"Diamondbacks","233","7.7 %","22.7 %","0.34",".286",".351",".500",".851",".214","3.7",".340","0.6","0.0","-0.4","36","7.0",".355","118"
"Royals","229","10.0 %","21.0 %","0.48",".305",".374",".460",".834",".155","5.3",".365","0.0","0.0","0.3","35","6.6",".353","119"
"Rays","254","7.1 %","16.5 %","0.43",".269",".339",".476",".814",".207","6.4",".288","0.2","0.3","0.4","37","5.0",".343","118"
"Braves","216","14.4 %","26.4 %","0.54",".239",".356",".433",".790",".194","6.6",".299","0.2","0.2","0.8","31","3.3",".338","107"
"White Sox","278","9.7 %","21.9 %","0.44",".272",".351",".436",".788",".165","3.0",".333","0.1","0.1","-0.4","39","4.1",".337","112"
"Tigers","272","3.7 %","23.2 %","0.16",".299",".330",".465",".794",".165","3.9",".366","-0.3","-0.4","-0.2","37","3.1",".333","105"
"Nationals","257","5.8 %","20.2 %","0.29",".254",".310",".475",".784",".220","4.5",".275","-0.3","-0.2","0.5","34","2.0",".329","99"
"Twins","284","10.2 %","27.1 %","0.38",".252",".342",".400",".742",".148","2.1",".325","-0.4","0.2","-0.2","36","0.6",".322","99"
"Cardinals","332","8.4 %","19.6 %","0.43",".258",".324",".436",".760",".178","7.1",".301","0.4","0.1","0.8","42","0.6",".322","100"
"Angels","223","8.1 %","23.3 %","0.35",".243",".306",".465",".772",".223","5.0",".277","0.1","-0.1","0.3","28","0.2",".321","103"
"Indians","275","11.3 %","24.4 %","0.46",".250",".339",".411",".750",".161","5.0",".309","-0.4","-0.1","0.2","35","0.2",".321","96"
"Athletics","242","16.1 %","21.9 %","0.74",".199",".347",".388",".735",".189","5.8",".234","0.1","-0.3","0.3","30","-0.1",".320","102"
"Cubs","223","11.2 %","21.5 %","0.52",".232",".336",".405",".742",".174","4.4",".270","0.1","-0.2","0.2","28","-0.5",".317","94"
"Phillies","268","7.8 %","26.5 %","0.30",".236",".297",".471",".768",".236","6.2",".280","0.0","0.2","1.1","33","-0.9",".316","91"
"Mariners","250","10.8 %","25.6 %","0.42",".234",".332",".376",".708",".142","4.3",".295","0.6","0.4","0.8","29","-2.1",".310","96"
"Astros","240","10.0 %","22.5 %","0.44",".225",".317",".407",".723",".182","5.7",".262","-0.2","-0.2","0.2","28","-2.1",".310","95"
"Red Sox","219","11.0 %","21.5 %","0.51",".222",".315",".413",".728",".190","2.4",".252","-0.2","0.0","-0.3","25","-2.3",".308","86"
"Padres","228","8.8 %","22.8 %","0.38",".248",".320",".388",".709",".141","4.1",".304","-0.1","0.0","-0.6","26","-2.7",".306","90"
"Brewers","235","11.5 %","28.9 %","0.40",".225",".321",".387",".708",".162","3.5",".289","0.2","-0.1","0.4","27","-3.0",".305","85"
"Rockies","222","5.9 %","25.2 %","0.23",".238",".290",".441",".730",".203","4.8",".279","0.3","0.0","0.5","25","-2.9",".305","73"
"Yankees","209","8.6 %","28.7 %","0.30",".202",".278",".447",".724",".245","1.0",".209","0.1","0.1","-0.1","23","-3.1",".303","87"
"Reds","336","10.1 %","25.9 %","0.39",".204",".295",".398",".693",".194","2.7",".235","-0.2","-0.1","-0.4","35","-7.3",".295","77"
"Rangers","253","7.1 %","24.5 %","0.29",".234",".296",".390",".686",".156","2.9",".284","-0.2","-0.3","-0.8","26","-6.1",".292","71"
"Orioles","251","4.0 %","18.3 %","0.22",".249",".280",".401",".681",".152","3.4",".272","0.1","0.0","0.5","24","-7.2",".287","75"
"Marlins","226","7.5 %","27.4 %","0.27",".224",".289",".371",".660",".146","2.9",".290","-0.2","-0.2","-0.1","21","-7.5",".282","74"
"Giants","254","5.9 %","23.6 %","0.25",".214",".264",".340",".604",".126","0.8",".253","0.2","0.2","-0.1","18","-13.9",".257","59"
"Blue Jays","201","7.5 %","31.3 %","0.24",".168",".234",".337",".571",".168","5.0",".209","-0.2","0.0","0.3","12","-13.3",".243","48"
