"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rockies","230","8.7 %","19.6 %","0.44",".329",".389",".541",".930",".213","3.9",".387","0.2","0.0","-0.4","42","13.0",".385","124"
"Dodgers","263","8.0 %","21.3 %","0.38",".308",".360",".574",".934",".266","5.1",".351","0.0","0.2","-0.2","47","13.4",".379","138"
"Nationals","201","10.9 %","19.9 %","0.55",".276",".362",".511",".873",".236","6.2",".310","0.0","-0.1","0.3","33","7.7",".364","121"
"Brewers","221","9.0 %","24.9 %","0.36",".266",".339",".533",".872",".266","5.2",".311","0.0","0.0","0.3","35","7.2",".357","121"
"Red Sox","196","6.6 %","25.0 %","0.27",".291",".337",".516",".853",".225","4.1",".352","-0.2","0.1","-0.5","30","5.6",".353","116"
"Angels","298","10.7 %","15.1 %","0.71",".277",".370",".449",".820",".172","2.7",".297","-0.2","-0.1","-1.1","45","7.3",".348","120"
"Pirates","267","7.5 %","18.7 %","0.40",".312",".372",".447",".819",".135","3.6",".374","-0.1","0.0","0.0","40","5.9",".346","111"
"Yankees","185","8.1 %","27.6 %","0.29",".273",".335",".479",".814",".206","3.9",".333","-0.3","0.0","-0.6","27","3.3",".340","112"
"Marlins","236","5.9 %","18.2 %","0.33",".300",".343",".470",".813",".171","3.8",".341","-0.5","-0.5","-0.6","33","3.5",".337","111"
"Tigers","194","5.7 %","28.9 %","0.20",".269",".311",".511",".822",".242","6.7",".336","-0.1","0.1","0.1","27","2.8",".337","110"
"Indians","222","6.8 %","18.5 %","0.37",".259",".318",".483",".801",".224","4.3",".283","0.2","0.1","-0.5","30","2.4",".332","103"
"Giants","245","12.2 %","16.7 %","0.73",".258",".351",".431",".782",".172","4.0",".289","-0.1","0.2","-0.6","33","2.3",".331","107"
"Rays","244","8.6 %","20.9 %","0.41",".280",".354",".413",".767",".133","3.8",".342","0.2","0.4","0.0","33","1.9",".329","109"
"Orioles","183","7.7 %","20.8 %","0.37",".236",".306",".473",".779",".236","4.4",".239","0.0","-0.1","0.0","24","0.9",".326","101"
"Twins","189","4.8 %","22.8 %","0.21",".272",".324",".451",".775",".179","4.6",".333","-0.2","0.1","-0.6","25","0.9",".325","102"
"Rangers","233","8.2 %","24.0 %","0.34",".287",".343",".416",".760",".129","6.2",".362","0.1","0.2","0.9","30","0.8",".324","92"
"Braves","189","6.3 %","22.8 %","0.28",".254",".303",".474",".777",".220","7.7",".290","0.0","0.2","0.7","24","0.4",".322","96"
"White Sox","216","6.5 %","24.1 %","0.27",".268",".321",".418",".738",".149","3.6",".329","0.6","0.1","-1.7","26","-1.3",".313","96"
"Royals","224","4.9 %","27.2 %","0.18",".269",".308",".429",".737",".160","6.6",".352","0.0","0.0","1.1","27","-1.7",".311","91"
"Diamondbacks","266","5.6 %","24.1 %","0.23",".252",".297",".447",".744",".195","4.4",".297","0.4","-0.1","-0.1","31","-3.0",".307","86"
"Mets","231","4.8 %","23.4 %","0.20",".255",".297",".426",".723",".171","1.3",".301","-0.3","-0.2","-0.5","26","-2.9",".306","92"
"Phillies","259","8.5 %","21.2 %","0.40",".229",".305",".429",".733",".199","3.0",".255","0.3","0.2","-1.0","29","-3.6",".304","85"
"Blue Jays","194","9.8 %","20.6 %","0.48",".238",".314",".390",".704",".151","3.1",".273","-0.1","0.0","0.3","22","-2.9",".302","87"
"Astros","234","8.1 %","11.5 %","0.70",".234",".303",".402",".705",".167","5.4",".236","0.1","0.2","-0.3","25","-4.4",".298","89"
"Cardinals","211","7.6 %","26.1 %","0.29",".234",".294",".406",".700",".172","3.4",".277","0.0","0.2","0.5","22","-4.2",".297","84"
"Padres","215","9.3 %","28.8 %","0.32",".207",".285",".404",".689",".197","3.8",".242","-0.3","-0.2","0.5","22","-4.9",".294","80"
"Mariners","253","11.5 %","27.7 %","0.41",".197",".292",".386",".678",".188","5.1",".232","0.4","0.2","0.8","26","-6.1",".292","84"
"Cubs","215","9.8 %","26.0 %","0.38",".220",".293",".387",".680",".168","2.5",".262","0.2","-0.1","-0.5","21","-5.9",".288","75"
"Athletics","201","5.0 %","22.4 %","0.22",".220",".265",".425",".690",".204","1.8",".233","0.2","-0.2","-0.3","20","-5.7",".287","80"
"Reds","189","6.3 %","20.6 %","0.31",".250",".305",".366",".671",".116","3.4",".300","-0.3","0.0","0.3","18","-5.6",".285","75"
