"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Yankees","179","11.2 %","19.6 %","0.57",".372",".441",".654","1.095",".282","3.6",".425","0.0","0.2","-0.1","42","19.7",".447","186"
"Red Sox","171","5.8 %","14.0 %","0.42",".369",".406",".605","1.011",".236","2.2",".394","-0.3","0.0","-0.1","36","14.6",".418","162"
"Pirates","278","7.2 %","15.1 %","0.48",".323",".375",".591",".966",".268","3.4",".338","-0.2","0.0","-0.4","54","18.8",".398","150"
"Blue Jays","227","8.8 %","21.1 %","0.42",".299",".360",".564",".924",".265","4.1",".324","-0.1","0.0","0.1","41","12.2",".382","141"
"Padres","235","7.7 %","21.3 %","0.36",".270",".338",".559",".897",".289","5.7",".276","0.0","-0.1","0.6","40","10.1",".370","130"
"Orioles","235","8.1 %","25.5 %","0.32",".294",".359",".502",".861",".209","3.6",".371","-0.1","0.0","-0.8","38","8.5",".362","125"
"Giants","265","9.1 %","16.2 %","0.56",".279",".351",".498",".849",".219","4.1",".306","0.1","0.0","-1.4","41","7.9",".354","122"
"Dodgers","247","9.7 %","19.8 %","0.49",".269",".348",".500",".848",".231","5.3",".299","0.0","0.1","0.5","38","7.1",".353","120"
"Rockies","228","6.6 %","25.4 %","0.26",".284",".327",".514",".842",".231","6.2",".347","0.1","0.0","0.1","33","4.8",".344","96"
"Phillies","238","9.7 %","24.8 %","0.39",".246",".331",".469",".799",".222","3.1",".283","0.1","0.1","-0.4","33","2.8",".333","104"
"Cubs","266","9.0 %","22.9 %","0.39",".259",".331",".460",".791",".201","3.8",".308","0.3","-0.2","-0.6","36","2.9",".332","105"
"Athletics","224","7.6 %","24.6 %","0.31",".235",".304",".475",".779",".240","3.9",".263","0.2","0.0","-1.0","29","1.1",".326","106"
"Royals","233","7.3 %","27.5 %","0.27",".273",".338",".421",".759",".148","2.4",".369","-0.3","-0.1","-0.8","30","0.7",".323","99"
"Braves","228","7.9 %","26.3 %","0.30",".244",".316",".449",".765",".205","4.9",".294","0.0","0.2","0.9","29","0.3",".321","96"
"White Sox","184","2.7 %","30.4 %","0.09",".279",".313",".436",".749",".157","3.6",".378","0.2","0.2","-0.5","23","-0.6",".316","98"
"Mets","238","6.3 %","20.6 %","0.31",".263",".319",".410",".729",".147","3.8",".302","-0.5","-0.2","0.4","28","-1.7",".311","96"
"Twins","254","5.9 %","22.0 %","0.27",".263",".311",".428",".739",".165","3.4",".304","-0.4","0.1","-0.8","30","-1.8",".311","92"
"Reds","219","7.8 %","21.9 %","0.35",".251",".326",".395",".721",".144","4.0",".298","-0.2","0.0","0.6","26","-1.6",".311","87"
"Astros","229","7.0 %","17.0 %","0.41",".269",".322",".404",".725",".135","2.8",".307","-0.2","-0.1","-0.4","26","-2.7",".306","93"
"Nationals","230","8.3 %","20.4 %","0.40",".233",".306",".408",".713",".175","4.8",".258","0.2","-0.1","0.4","26","-3.0",".305","84"
"Marlins","219","5.5 %","26.5 %","0.21",".254",".301",".405",".706",".151","5.5",".336","-0.5","-0.4","0.1","24","-3.7",".300","87"
"Brewers","254","9.8 %","25.2 %","0.39",".223",".303",".411",".714",".188","2.8",".270","-0.1","0.1","-1.2","27","-4.9",".298","79"
"Indians","180","5.0 %","21.1 %","0.24",".249",".289",".402",".691",".154","2.2",".286","0.1","-0.3","-0.1","18","-4.3",".293","76"
"Mariners","234","10.7 %","26.5 %","0.40",".210",".299",".376",".674",".166","4.8",".270","0.2","0.2","-0.8","24","-5.8",".291","83"
"Diamondbacks","227","6.2 %","21.1 %","0.29",".254",".301",".373",".674",".120","5.8",".313","0.4","0.0","0.9","22","-6.2",".288","74"
"Angels","213","7.0 %","19.7 %","0.36",".241",".296",".379",".675",".138","2.1",".265","-0.1","-0.1","-0.3","21","-6.0",".287","79"
"Rangers","214","6.5 %","28.5 %","0.23",".219",".270",".385",".656",".167","3.4",".273","0.0","0.2","-1.4","18","-8.5",".274","59"
"Rays","279","6.8 %","26.9 %","0.25",".198",".269",".361",".630",".163","5.5",".241","0.3","0.3","0.5","23","-12.0",".270","68"
"Tigers","214","6.5 %","26.6 %","0.25",".221",".280",".333",".614",".113","2.6",".287","-0.1","0.1","-0.3","17","-10.0",".266","62"
"Cardinals","194","7.2 %","24.7 %","0.29",".213",".275",".292",".567",".079","3.8",".281","0.3","0.0","0.1","12","-12.1",".248","53"
