"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","244","10.2 %","20.1 %","0.51",".304",".381",".617",".998",".313","4.5",".320","-0.2","0.2","0.0","49","18.7",".409","157"
"Rockies","246","8.5 %","20.7 %","0.41",".332",".388",".555",".943",".223","4.4",".394","0.3","0.0","-1.0","47","15.6",".393","132"
"Athletics","231","7.8 %","18.2 %","0.43",".279",".355",".554",".909",".275","4.6",".291","0.3","-0.2","0.5","40","11.2",".376","140"
"Dodgers","216","11.6 %","12.5 %","0.93",".304",".394",".486",".881",".182","5.5",".329","0.1","0.1","0.5","37","9.7",".372","132"
"Reds","207","8.7 %","20.8 %","0.42",".313",".382",".500",".882",".187","3.8",".366","-0.4","-0.1","-1.7","35","9.2",".371","127"
"Yankees","292","11.0 %","18.2 %","0.60",".292",".370",".514",".883",".222","4.9",".314","-0.5","0.0","0.4","50","12.8",".371","133"
"Padres","226","8.0 %","23.5 %","0.34",".294",".362",".527",".889",".234","3.0",".338","-0.3","-0.2","-1.3","38","9.9",".370","129"
"Cubs","281","11.7 %","20.6 %","0.57",".280",".373",".502",".875",".222","3.5",".320","0.1","-0.2","-0.4","47","11.4",".367","126"
"Orioles","283","7.1 %","20.1 %","0.35",".292",".354",".518",".871",".225","5.0",".337","0.0","-0.1","-0.6","46","10.6",".363","126"
"Nationals","270","9.6 %","19.3 %","0.50",".283",".362",".489",".851",".207","5.0",".328","0.0","-0.1","0.0","42","8.3",".356","117"
"Brewers","184","8.7 %","27.7 %","0.31",".261",".332",".509",".841",".248","3.7",".308","-0.1","0.0","-0.2","28","4.8",".350","115"
"Red Sox","295","9.2 %","21.7 %","0.42",".267",".342",".485",".827",".218","4.1",".297","-0.1","-0.1","0.8","44","7.1",".348","113"
"Rays","232","5.2 %","27.2 %","0.19",".282",".333",".502",".836",".221","5.0",".350","0.0","0.2","1.3","35","5.6",".348","121"
"Rangers","224","8.5 %","24.6 %","0.35",".249",".321",".488",".809",".239","4.0",".292","0.1","0.2","0.3","31","3.2",".336","101"
"Mets","265","7.9 %","22.6 %","0.35",".238",".317",".481",".798",".243","3.5",".253","-0.3","-0.2","-0.2","36","2.2",".330","108"
"Marlins","241","7.5 %","18.7 %","0.40",".266",".329",".440",".770",".174","2.3",".297","-0.5","-0.4","-0.8","31","0.5",".322","101"
"Diamondbacks","238","4.6 %","21.8 %","0.21",".278",".326",".440",".766",".162","4.8",".327","0.5","-0.1","0.1","30","0.5",".322","99"
"Phillies","276","7.6 %","24.6 %","0.31",".254",".309",".452",".761",".198","5.2",".307","0.3","0.3","0.8","34","-0.5",".318","93"
"Pirates","225","4.9 %","16.9 %","0.29",".267",".313",".438",".751",".171","3.0",".297","-0.1","0.0","0.1","28","-0.8",".316","95"
"Angels","228","11.0 %","19.3 %","0.57",".248",".329",".401",".730",".153","2.3",".278","-0.1","-0.1","0.1","27","-1.4",".313","96"
"Royals","193","7.3 %","22.3 %","0.33",".259",".313",".431",".744",".172","5.7",".299","-0.1","0.1","0.5","23","-1.5",".311","90"
"Braves","286","9.1 %","22.4 %","0.41",".245",".318",".405",".723",".160","2.3",".284","0.0","0.2","-0.6","33","-3.1",".308","87"
"Mariners","225","7.6 %","25.8 %","0.29",".249",".307",".410",".716",".161","2.3",".310","0.1","0.3","0.1","25","-3.0",".304","92"
"Blue Jays","263","4.9 %","28.1 %","0.18",".219",".266",".453",".720",".235","2.0",".242","-0.2","0.0","-0.1","28","-5.1",".298","84"
"Astros","247","8.9 %","16.2 %","0.55",".245",".321",".352",".673",".106","1.3",".274","-0.3","0.0","-0.6","26","-5.6",".294","84"
"Cardinals","189","8.5 %","20.6 %","0.41",".216",".312",".358",".670",".142","6.4",".246","0.1","0.1","0.9","20","-4.3",".294","80"
"Tigers","251","6.8 %","26.7 %","0.25",".263",".311",".373",".684",".110","4.0",".342","-0.4","0.1","0.6","24","-7.3",".286","76"
"Indians","258","12.4 %","22.5 %","0.55",".193",".300",".332",".631",".139","1.9",".223","0.4","0.2","-0.2","24","-8.9",".280","67"
"Giants","267","7.9 %","25.1 %","0.31",".203",".274",".307",".581",".104","2.7",".263","-0.1","0.1","0.3","19","-14.8",".256","57"
"White Sox","251","4.4 %","34.3 %","0.13",".205",".256",".325",".581",".120","2.5",".291","0.5","0.2","-0.1","17","-14.9",".251","55"
