"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Phillies","164","15.2 %","22.6 %","0.68",".279",".396",".529",".926",".250","4.4",".333","0.1","0.1","-0.3","29","8.1",".377","140"
"Braves","200","15.5 %","20.0 %","0.78",".285",".397",".467",".864",".182","4.2",".339","0.1","0.2","-0.8","33","8.0",".366","125"
"Rangers","228","13.2 %","26.3 %","0.50",".268",".373",".490",".862",".222","6.2",".336","0.2","0.2","-0.2","38","8.9",".365","120"
"Dodgers","256","13.3 %","19.1 %","0.69",".280",".387",".474",".861",".194","2.7",".316","0.1","0.2","-0.4","42","9.9",".365","127"
"Cubs","204","11.3 %","19.1 %","0.59",".298",".379",".444",".823",".146","2.6",".351","0.0","-0.2","-0.2","32","6.0",".354","118"
"Diamondbacks","255","7.5 %","20.8 %","0.36",".281",".333",".519",".852",".238","5.7",".316","0.2","-0.2","1.1","39","6.9",".351","116"
"Twins","162","9.9 %","22.8 %","0.43",".290",".383",".435",".817",".145","4.1",".382","-0.2","0.0","-0.3","25","4.2",".350","119"
"Mariners","192","10.9 %","22.9 %","0.48",".269",".349",".479",".828",".210","5.4",".314","-0.2","0.2","1.3","29","4.6",".348","121"
"Nationals","193","8.3 %","28.5 %","0.29",".259",".333",".465",".798",".206","5.0",".330","0.1","0.0","0.7","27","2.7",".336","106"
"White Sox","159","9.4 %","25.8 %","0.37",".261",".335",".444",".779",".183","4.1",".326","0.1","-0.1","0.3","22","1.7",".332","108"
"Cardinals","211","10.0 %","28.9 %","0.34",".234",".325",".440",".766",".207","5.1",".298","0.2","0.0","0.3","27","0.8",".324","102"
"Pirates","168","13.1 %","15.5 %","0.85",".241",".353",".355",".708",".113","5.6",".281","0.1","-0.1","0.9","20","-1.1",".312","94"
"Brewers","226","13.3 %","24.8 %","0.54",".233",".341",".394",".734",".161","3.3",".290","0.1","-0.1","0.2","27","-1.7",".311","90"
"Yankees","230","11.3 %","27.8 %","0.41",".235",".330",".385",".715",".150","2.4",".302","0.1","-0.3","-0.4","27","-2.0",".310","92"
"Mets","246","7.7 %","26.8 %","0.29",".269",".335",".381",".716",".112","5.9",".370","-0.3","-0.2","0.5","28","-2.6",".308","93"
"Marlins","221","5.4 %","22.6 %","0.24",".271",".323",".384",".707",".113","2.6",".340","-0.3","-0.4","-0.6","25","-2.9",".305","89"
"Orioles","224","8.0 %","27.7 %","0.29",".243",".313",".396",".709",".153","4.6",".313","0.0","-0.1","0.0","25","-3.4",".302","84"
"Athletics","249","9.2 %","17.7 %","0.52",".230",".313",".392",".705",".162","2.9",".244","0.2","-0.4","0.3","27","-3.9",".302","90"
"Royals","189","6.3 %","19.6 %","0.32",".250",".303",".401",".704",".151","6.8",".293","-0.1","0.1","0.1","20","-3.5",".299","83"
"Red Sox","268","9.0 %","21.3 %","0.42",".232",".307",".386",".693",".154","4.6",".273","-0.1","-0.1","0.4","28","-5.3",".297","78"
"Padres","213","8.5 %","22.1 %","0.38",".240",".305",".385",".691",".146","3.9",".284","0.3","-0.1","0.7","22","-5.1",".292","81"
"Blue Jays","252","9.5 %","23.8 %","0.40",".208",".299",".362",".661",".154","3.1",".252","-0.2","0.1","-0.6","25","-7.1",".287","78"
"Astros","214","8.9 %","19.6 %","0.45",".225",".300",".314",".615",".089","2.3",".272","-0.3","-0.2","-0.9","18","-8.9",".272","70"
"Rays","219","8.7 %","30.6 %","0.28",".223",".294",".325",".618",".102","4.9",".315","0.1","0.1","1.5","18","-9.6",".269","69"
"Giants","212","4.7 %","25.9 %","0.18",".209",".269",".352",".621",".143","2.2",".265","-0.3","0.0","-0.3","17","-9.6",".268","67"
"Indians","179","11.2 %","29.1 %","0.38",".194",".281",".265",".545",".071","1.5",".269","0.1","0.0","-0.1","10","-12.2",".241","42"
"Angels","217","7.4 %","16.6 %","0.44",".197",".263",".288",".551",".091","2.6",".225","-0.2","-0.4","0.1","12","-15.2",".239","48"
"Tigers","259","10.8 %","28.6 %","0.38",".172",".266",".256",".522",".084","4.5",".247","-0.9","0.3","0.7","14","-19.1",".235","40"
"Rockies","211","4.7 %","30.8 %","0.15",".188",".233",".249",".482",".061","2.7",".273","0.2","0.0","-0.8","7","-19.5",".213","11"
"Reds","175","9.1 %","26.9 %","0.34",".158",".240",".222",".462",".063","0.3",".218","-0.4","-0.3","-0.1","5","-16.8",".209","22"
