"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","273","8.4 %","20.1 %","0.42",".303",".377",".566",".943",".262","4.2",".335","-0.3","-0.1","0.6","52","17.2",".393","151"
"Diamondbacks","289","11.4 %","19.0 %","0.60",".302",".385",".528",".914",".226","7.6",".351","0.6","0.0","1.0","51","14.7",".379","133"
"Yankees","264","11.0 %","21.2 %","0.52",".286",".367",".534",".902",".248","3.8",".319","-0.1","0.1","0.3","46","12.8",".376","137"
"Orioles","227","6.2 %","21.1 %","0.29",".307",".358",".541",".900",".234","4.2",".345","0.0","0.0","-0.8","39","10.4",".373","132"
"Dodgers","235","12.3 %","23.4 %","0.53",".252",".353",".540",".893",".287","4.3",".260","0.1","0.2","0.5","40","10.1",".369","132"
"Twins","267","10.9 %","14.6 %","0.74",".267",".355",".530",".885",".263","2.3",".258","-0.4","0.2","-1.0","44","10.7",".366","129"
"Brewers","276","11.6 %","23.2 %","0.50",".276",".364",".527",".891",".251","6.2",".327","0.0","0.1","-0.4","46","11.0",".366","125"
"Royals","228","9.2 %","17.5 %","0.53",".307",".376",".490",".866",".183","5.2",".353","-0.3","-0.1","-0.2","38","8.9",".365","126"
"Red Sox","276","10.1 %","17.8 %","0.57",".273",".355",".506",".861",".233","3.6",".295","-0.3","0.1","0.1","44","9.7",".361","121"
"Indians","262","8.4 %","14.5 %","0.58",".296",".354",".511",".865",".215","5.1",".316","0.3","-0.1","0.0","42","8.7",".358","120"
"Padres","237","9.7 %","24.1 %","0.40",".267",".342",".481",".822",".214","3.0",".317","0.0","-0.1","-0.4","35","5.1",".345","113"
"Athletics","266","7.9 %","22.9 %","0.34",".259",".327",".498",".825",".238","4.7",".293","0.2","-0.1","0.0","39","5.5",".344","118"
"Reds","274","6.9 %","22.6 %","0.31",".284",".359",".440",".799",".156","3.1",".351","-0.9","0.0","-0.2","40","5.2",".342","108"
"Mariners","221","7.2 %","22.6 %","0.32",".270",".329",".435",".764",".165","5.2",".331","0.7","0.2","0.0","29","0.8",".324","105"
"Blue Jays","266","8.6 %","23.7 %","0.37",".243",".320",".439",".759",".197","4.2",".285","-0.2","0.1","-0.8","34","0.6",".322","101"
"Braves","232","11.6 %","25.4 %","0.46",".255",".345",".397",".742",".142","5.3",".331","0.1","0.2","1.2","29","0.2",".321","96"
"Nationals","236","7.6 %","19.9 %","0.38",".272",".335",".418",".753",".146","6.4",".325","0.2","-0.1","1.5","30","0.0",".320","94"
"Rockies","195","7.2 %","24.6 %","0.29",".249",".311",".452",".763",".203","5.9",".303","0.1","-0.1","0.5","24","-0.1",".319","81"
"Giants","308","6.8 %","22.4 %","0.30",".278",".333",".420",".753",".142","3.3",".348","0.1","0.0","-0.8","39","-0.1",".319","100"
"White Sox","262","4.6 %","30.2 %","0.15",".265",".299",".438",".737",".173","5.7",".354","0.0","0.1","0.7","31","-2.3",".310","94"
"Mets","266","5.3 %","23.3 %","0.23",".243",".291",".429",".720",".186","3.9",".284","-0.5","-0.2","-0.8","29","-4.7",".300","87"
"Cardinals","259","8.5 %","25.9 %","0.33",".229",".297",".416",".713",".186","5.9",".272","0.4","0.0","0.4","28","-4.6",".299","86"
"Cubs","209","6.2 %","27.3 %","0.23",".231",".282",".436",".718",".205","4.7",".273","0.3","-0.2","0.3","22","-4.0",".297","81"
"Angels","218","6.9 %","24.3 %","0.28",".230",".284",".410",".694",".180","6.9",".280","-0.1","-0.1","0.7","22","-5.3",".292","83"
"Pirates","237","7.6 %","20.7 %","0.37",".255",".328",".344",".672",".090","2.1",".323","-0.1","0.0","-1.5","23","-6.6",".288","77"
"Phillies","233","9.0 %","24.0 %","0.38",".215",".300",".346",".647",".132","2.6",".262","0.4","0.2","-0.4","22","-7.8",".281","70"
"Rays","257","10.1 %","26.8 %","0.38",".196",".280",".339",".619",".143","3.0",".252","0.4","0.2","-0.1","21","-11.1",".270","68"
"Marlins","252","6.0 %","28.6 %","0.21",".208",".264",".342",".606",".134","5.1",".273","-0.7","-0.4","0.5","19","-12.9",".261","60"
"Rangers","213","5.6 %","31.5 %","0.18",".196",".244",".372",".616",".176","2.5",".236","0.3","0.3","0.3","16","-11.1",".260","50"
"Tigers","210","3.3 %","33.3 %","0.10",".213",".243",".366",".609",".153","2.1",".288","-0.2","0.1","0.1","15","-11.9",".255","54"
