"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cubs","292","9.6 %","21.2 %","0.45",".315",".395",".610","1.005",".295","5.8",".345","0.3","-0.1","0.2","60","23.0",".411","155"
"Athletics","299","9.4 %","25.1 %","0.37",".302",".368",".608",".976",".306","5.1",".345","0.6","-0.3","0.2","58","20.1",".398","155"
"Rockies","274","10.9 %","20.8 %","0.53",".300",".382",".561",".944",".262","5.1",".339","0.3","0.0","0.2","51","16.1",".388","126"
"Yankees","262","9.9 %","20.6 %","0.48",".283",".363",".567",".929",".283","5.4",".307","0.1","0.1","-0.6","47","14.4",".384","142"
"Astros","248","13.7 %","18.5 %","0.74",".276",".375",".514",".889",".238","4.5",".292","0.0","-0.2","0.4","42","11.1",".372","137"
"Mariners","238","14.3 %","24.4 %","0.59",".270",".380",".450",".830",".180","3.6",".331","0.7","0.5","-0.3","37","7.4",".356","126"
"Blue Jays","236","9.3 %","25.4 %","0.37",".275",".346",".478",".824",".203","4.4",".340","-0.3","0.0","0.3","35","5.0",".345","114"
"Tigers","290","9.3 %","20.3 %","0.46",".296",".363",".447",".811",".152","3.9",".356","-0.5","-0.2","-0.4","42","5.8",".343","113"
"Rays","242","9.9 %","19.8 %","0.50",".271",".343",".444",".787",".173","4.7",".311","0.0","0.3","-0.8","33","2.9",".334","112"
"White Sox","270","6.7 %","25.9 %","0.26",".278",".325",".473",".798",".196","3.4",".335","0.2","0.1","-0.8","37","3.1",".333","109"
"Indians","193","8.8 %","18.1 %","0.49",".244",".337",".417",".753",".173","3.2",".268","-0.2","-0.2","-0.1","25","0.8",".325","98"
"Twins","264","6.8 %","22.0 %","0.31",".264",".316",".467",".783",".202","1.5",".299","-0.1","0.3","-0.1","34","1.1",".325","101"
"Padres","276","14.9 %","24.3 %","0.61",".227",".353",".397",".750",".170","5.1",".288","-0.1","-0.1","-0.6","36","1.2",".325","101"
"Phillies","183","10.9 %","28.4 %","0.38",".224",".317",".447",".764",".224","3.9",".263","0.2","0.1","0.7","23","0.4",".322","98"
"Royals","263","4.9 %","28.5 %","0.17",".260",".298",".476",".773",".215","4.2",".323","-0.1","-0.1","-0.4","33","0.2",".321","97"
"Cardinals","261","11.1 %","26.1 %","0.43",".215",".314",".439",".753",".224","5.0",".243","0.3","0.0","1.2","32","-0.5",".318","100"
"Braves","235","11.1 %","25.1 %","0.44",".262",".340",".408",".748",".146","2.5",".333","0.0","0.2","-0.6","29","-1.0",".315","92"
"Pirates","233","5.6 %","18.5 %","0.30",".278",".322",".415",".737",".137","5.9",".335","0.1","0.1","-0.2","28","-1.7",".312","94"
"Mets","246","8.1 %","21.5 %","0.38",".212",".289",".459",".748",".248","4.8",".213","-0.4","-0.1","0.3","29","-1.8",".312","97"
"Orioles","273","8.4 %","24.2 %","0.35",".241",".319",".396",".715",".155","5.5",".294","0.3","0.0","0.6","32","-2.7",".308","89"
"Nationals","251","9.6 %","17.1 %","0.56",".221",".305",".392",".697",".171","4.4",".240","-0.2","-0.1","-0.2","27","-4.3",".300","80"
"Rangers","234","8.5 %","23.5 %","0.36",".237",".308",".384",".692",".147","5.8",".287","-0.3","-0.2","1.5","25","-4.5",".298","75"
"Brewers","257","8.9 %","24.9 %","0.36",".215",".293",".399",".692",".184","4.5",".250","0.0","-0.1","0.3","26","-5.9",".293","78"
"Reds","257","11.3 %","22.6 %","0.50",".197",".292",".381",".673",".184","5.0",".215","-0.3","-0.1","-0.2","25","-7.0",".289","74"
"Angels","176","6.8 %","22.2 %","0.31",".224",".286",".379",".665",".155","4.4",".265","0.0","-0.2","0.1","17","-5.4",".285","76"
"Dodgers","225","5.8 %","24.4 %","0.24",".231",".289",".370",".659",".139","4.9",".286","0.1","0.3","0.9","21","-7.4",".282","75"
"Giants","208","4.8 %","26.9 %","0.18",".227",".275",".330",".605",".103","2.7",".304","0.0","0.3","-0.1","15","-10.7",".260","61"
"Red Sox","184","7.6 %","23.4 %","0.33",".206",".273",".303",".576",".097","4.2",".256","-0.2","0.0","0.3","13","-10.6",".253","49"
"Marlins","243","6.2 %","23.0 %","0.27",".210",".261",".317",".578",".107","4.4",".256","-0.2","-0.3","-1.1","16","-14.6",".250","56"
"Diamondbacks","246","8.1 %","22.0 %","0.37",".193",".273",".266",".540",".073","3.5",".244","0.4","-0.1","0.7","15","-16.4",".243","45"
