"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cubs","226","10.2 %","25.2 %","0.40",".264",".350",".534",".883",".269","3.7",".302","0.2","-0.1","-0.4","36","7.7",".359","122"
"Phillies","179","8.4 %","24.6 %","0.34",".274",".360",".459",".818",".185","4.5",".346","0.1","0.1","-0.3","27","4.6",".350","116"
"Rangers","231","9.5 %","22.9 %","0.42",".266",".338",".483",".821",".217","4.0",".306","0.5","0.3","0.0","33","4.4",".342","105"
"Rockies","281","10.3 %","21.4 %","0.48",".245",".327",".490",".817",".245","6.1",".266","0.1","0.1","0.7","41","5.1",".341","96"
"Yankees","186","9.7 %","21.5 %","0.45",".259",".348",".414",".761",".154","3.4",".310","0.1","0.1","-0.1","25","1.6",".330","105"
"Red Sox","270","12.2 %","20.7 %","0.59",".259",".353",".417",".770",".158","3.7",".298","0.0","0.0","0.4","36","1.9",".328","99"
"Braves","262","8.4 %","17.6 %","0.48",".260",".322",".451",".773",".191","3.8",".280","0.2","0.2","-0.4","34","0.8",".323","97"
"Angels","185","9.7 %","15.1 %","0.64",".259",".339",".414",".752",".154","5.8",".285","0.0","-0.4","0.5","23","-0.1",".319","101"
"Brewers","253","8.3 %","21.7 %","0.38",".263",".324",".427",".751",".164","4.1",".305","0.0","-0.1","0.6","32","-0.2",".319","96"
"Twins","242","9.5 %","23.1 %","0.41",".204",".286",".441",".727",".237","6.0",".216","-0.3","0.1","0.5","27","-3.5",".303","87"
"Rays","260","10.0 %","20.4 %","0.49",".235",".315",".387",".702",".152","5.3",".277","0.4","0.0","0.0","28","-4.3",".301","89"
"Giants","228","5.7 %","20.6 %","0.28",".264",".304",".401",".705",".137","2.8",".311","0.0","0.1","-0.1","25","-4.1",".299","85"
"White Sox","227","8.4 %","29.1 %","0.29",".240",".323",".370",".693",".130","3.3",".331","0.1","0.0","-1.0","24","-4.1",".299","87"
"Marlins","188","7.4 %","21.3 %","0.35",".271",".341",".331",".672",".060","1.8",".344","-0.1","-0.2","-0.6","20","-3.5",".298","86"
"Diamondbacks","201","9.0 %","23.9 %","0.38",".210",".284",".425",".709",".215","3.9",".232","0.3","0.0","0.1","22","-3.8",".298","82"
"Dodgers","222","7.2 %","22.1 %","0.33",".249",".303",".393",".696",".144","6.2",".295","0.1","0.2","0.7","23","-4.6",".296","86"
"Padres","271","6.3 %","28.0 %","0.22",".236",".287",".415",".702",".179","4.6",".290","-0.2","-0.4","0.3","28","-5.7",".295","81"
"Royals","252","7.5 %","23.8 %","0.32",".233",".298",".392",".690",".159","6.9",".295","-0.1","0.1","0.0","26","-5.9",".293","78"
"Astros","224","7.6 %","23.2 %","0.33",".229",".291",".378",".670",".149","3.3",".269","-0.2","-0.2","0.3","21","-6.9",".284","78"
"Mets","252","9.1 %","29.0 %","0.32",".231",".307",".342",".649",".111","3.2",".322","-0.4","0.0","-0.6","23","-8.5",".281","75"
"Cardinals","256","8.2 %","23.4 %","0.35",".245",".315",".323",".638",".079","3.2",".321","0.1","0.0","-0.6","24","-8.7",".280","72"
"Athletics","243","12.3 %","22.6 %","0.55",".211",".317",".311",".628",".100","2.3",".270","0.3","-0.4","-0.8","22","-8.3",".280","75"
"Pirates","201","6.5 %","23.4 %","0.28",".234",".288",".353",".641",".120","3.0",".293","0.0","0.0","0.1","18","-7.5",".277","68"
"Reds","277","9.4 %","23.8 %","0.39",".218",".302",".333",".635",".115","4.0",".272","-0.6","-0.3","0.8","24","-10.8",".275","64"
"Blue Jays","243","7.4 %","27.6 %","0.27",".231",".288",".353",".640",".122","1.1",".307","-0.2","-0.1","-0.1","21","-9.5",".274","70"
"Nationals","270","8.9 %","26.7 %","0.33",".206",".283",".333",".616",".128","3.3",".253","0.0","0.1","0.3","22","-12.2",".268","59"
"Orioles","223","5.4 %","28.7 %","0.19",".233",".281",".340",".620",".107","4.4",".317","0.0","0.1","0.5","18","-10.4",".266","61"
"Tigers","146","8.9 %","33.6 %","0.27",".220",".295",".311",".605",".091","3.3",".333","0.1","0.1","-0.7","11","-6.9",".265","61"
"Indians","181","6.6 %","24.9 %","0.27",".215",".264",".337",".601",".123","3.6",".259","0.3","0.1","0.3","13","-9.8",".257","52"
"Mariners","175","8.6 %","33.1 %","0.26",".171",".251",".278",".530",".108","1.9",".247","-0.2","0.2","0.1","9","-12.7",".236","47"
