"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","193","8.8 %","24.4 %","0.36",".281",".361",".563",".924",".281","5.8",".318","0.1","0.3","0.3","35","10.2",".381","138"
"White Sox","205","3.9 %","26.8 %","0.15",".340",".366",".518",".884",".178","3.9",".449","0.1","0.1","-0.4","35","8.8",".369","134"
"Athletics","202","10.9 %","25.7 %","0.42",".295",".378",".494",".872",".199","2.8",".381","0.4","-0.2","0.1","34","8.6",".369","136"
"Brewers","233","12.4 %","24.5 %","0.51",".267",".372",".487",".859",".221","5.2",".323","-0.1","0.0","0.0","38","8.8",".364","123"
"Astros","187","7.5 %","13.9 %","0.54",".256",".326",".542",".868",".286","4.1",".237","-0.1","-0.2","0.3","30","6.2",".358","128"
"Twins","232","11.2 %","19.0 %","0.59",".265",".349",".505",".854",".240","4.6",".291","-0.2","0.3","-0.6","36","6.9",".354","122"
"Royals","246","8.1 %","26.0 %","0.31",".304",".373",".439",".812",".136","6.3",".411","-0.1","-0.2","1.0","37","5.8",".347","115"
"Braves","229","11.8 %","22.3 %","0.53",".258",".346",".444",".791",".187","3.0",".305","-0.1","0.3","-0.1","32","3.3",".337","105"
"Nationals","271","12.5 %","22.1 %","0.57",".266",".357",".437",".794",".170","3.5",".311","-0.3","-0.1","0.2","38","3.7",".336","104"
"Indians","226","10.2 %","22.6 %","0.45",".256",".335",".447",".782",".191","5.7",".300","-0.1","-0.2","1.1","31","2.1",".331","102"
"Mets","245","9.4 %","22.9 %","0.41",".243",".328",".458",".786",".215","3.8",".280","-0.4","0.0","0.3","32","1.2",".326","105"
"Rangers","186","5.9 %","23.1 %","0.26",".256",".312",".470",".782",".214","4.6",".286","-0.1","-0.2","-0.1","24","0.9",".326","94"
"Rockies","217","8.3 %","26.7 %","0.31",".233",".312",".456",".768",".223","3.7",".262","0.3","0.0","0.9","28","0.8",".324","87"
"Cardinals","317","9.8 %","29.0 %","0.34",".240",".326",".436",".762",".196","5.3",".309","0.0","0.1","-0.4","41","0.8",".323","101"
"Red Sox","299","8.4 %","25.8 %","0.32",".264",".328",".431",".759",".167","3.9",".330","-0.2","0.2","-0.6","38","0.2",".321","95"
"Orioles","308","8.4 %","20.5 %","0.41",".238",".320",".425",".745",".187","4.2",".264","0.5","0.0","-0.2","38","-0.3",".319","96"
"Rays","233","8.2 %","30.9 %","0.26",".242",".313",".436",".749",".194","2.2",".313","0.1","0.3","-2.3","29","-0.3",".318","101"
"Blue Jays","279","6.8 %","26.5 %","0.26",".224",".297",".456",".753",".232","3.8",".252","-0.3","0.0","0.1","34","-1.3",".314","95"
"Cubs","227","8.8 %","20.3 %","0.43",".240",".313",".392",".705",".152","1.8",".281","0.1","-0.1","-0.1","25","-3.3",".303","86"
"Marlins","234","7.3 %","22.2 %","0.33",".241",".305",".415",".720",".175","6.4",".290","-0.1","-0.2","0.9","26","-3.6",".302","88"
"Diamondbacks","276","11.2 %","27.2 %","0.41",".229",".318",".367",".684",".138","5.7",".309","1.0","0.0","0.0","28","-6.4",".293","77"
"Angels","221","6.8 %","25.8 %","0.26",".241",".299",".379",".678",".138","5.2",".310","0.0","-0.6","0.3","22","-6.0",".289","80"
"Yankees","218","7.8 %","31.7 %","0.25",".202",".271",".414",".685",".212","3.5",".244","0.1","0.1","-0.1","21","-6.0",".288","78"
"Reds","182","8.2 %","24.7 %","0.33",".212",".280",".321",".601",".109","3.7",".265","-0.4","0.0","0.9","14","-8.9",".263","58"
"Phillies","282","4.3 %","24.5 %","0.17",".215",".250",".377",".627",".162","4.4",".258","0.3","0.1","0.5","21","-14.2",".262","57"
"Tigers","208","2.9 %","25.0 %","0.12",".234",".255",".348",".603",".114","3.1",".295","-0.3","-0.1","0.1","15","-11.6",".255","54"
"Padres","224","9.8 %","34.4 %","0.29",".178",".274",".279",".553",".102","2.2",".267","0.2","-0.1","-0.1","14","-14.1",".247","51"
"Pirates","220","4.5 %","22.7 %","0.20",".220",".255",".306",".561",".086","4.8",".278","0.1","0.1","0.1","13","-14.9",".242","46"
"Giants","241","7.1 %","23.2 %","0.30",".195",".251",".277",".528",".082","3.2",".241","0.3","0.3","0.0","11","-19.1",".228","38"
"Mariners","231","5.6 %","26.0 %","0.22",".190",".239",".273",".512",".083","3.0",".248","0.7","0.4","-0.8","10","-19.0",".225","38"
