"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rangers","235","7.7 %","22.1 %","0.35",".281",".345",".557",".902",".276","5.9",".301","-0.1","-0.3","0.8","40","10.3",".371","124"
"White Sox","196","6.1 %","26.0 %","0.24",".321",".362",".511",".873",".190","3.7",".413","0.1","0.1","-1.0","33","7.9",".367","132"
"Royals","192","6.8 %","26.6 %","0.25",".318",".372",".500",".872",".182","7.0",".425","-0.1","-0.1","0.5","32","7.4",".364","126"
"Brewers","239","12.6 %","24.3 %","0.52",".269",".376",".478",".853",".209","3.8",".328","0.0","0.1","0.0","39","9.0",".363","123"
"Twins","239","9.6 %","19.7 %","0.49",".293",".364",".502",".866",".209","6.2",".335","0.0","0.3","0.3","39","8.7",".362","128"
"Nationals","312","13.5 %","23.7 %","0.57",".285",".377",".469",".847",".185","4.0",".346","-0.3","-0.2","0.6","49","9.5",".355","117"
"Yankees","195","8.2 %","29.2 %","0.28",".250",".318",".494",".812",".244","3.4",".303","0.1","0.1","0.1","28","3.1",".338","112"
"Athletics","240","10.4 %","23.3 %","0.45",".267",".351",".438",".790",".171","2.3",".327","0.4","-0.2","0.1","34","3.8",".338","114"
"Astros","241","11.6 %","17.0 %","0.68",".236",".336",".462",".798",".226","3.9",".237","0.0","-0.2","0.7","34","3.8",".338","114"
"Rays","229","7.9 %","31.4 %","0.25",".255",".323",".481",".804",".226","2.1",".325","0.1","0.3","-2.3","32","3.5",".338","115"
"Dodgers","222","8.1 %","27.5 %","0.30",".241",".312",".503",".815",".261","5.2",".278","0.1","0.3","-0.1","31","3.1",".336","110"
"Cardinals","278","9.4 %","29.1 %","0.32",".251",".331",".453",".784",".202","5.6",".318","0.0","0.1","0.2","38","2.5",".330","106"
"Red Sox","286","7.7 %","26.2 %","0.29",".271",".332",".438",".770",".167","3.7",".341","-0.2","0.1","-0.7","37","1.4",".325","98"
"Cubs","234","10.3 %","24.8 %","0.41",".245",".335",".426",".761",".181","2.4",".307","0.2","-0.2","-0.1","30","0.9",".324","98"
"Rockies","259","9.3 %","26.6 %","0.35",".239",".323",".438",".761",".199","5.4",".290","0.3","0.0","1.1","34","0.9",".324","82"
"Orioles","275","10.2 %","19.6 %","0.52",".230",".326",".414",".740",".184","4.2",".253","0.4","0.0","-0.2","34","-0.3",".319","96"
"Braves","198","10.1 %","25.3 %","0.40",".254",".340",".393",".733",".139","5.2",".333","-0.2","0.2","0.3","25","-0.3",".318","93"
"Mets","273","9.2 %","24.2 %","0.38",".236",".324",".426",".750",".190","3.5",".285","-0.4","0.0","0.0","33","-1.1",".315","99"
"Diamondbacks","270","10.7 %","25.9 %","0.41",".229",".316",".381",".697",".153","5.1",".296","1.0","0.0","-0.2","29","-5.4",".297","79"
"Marlins","290","5.2 %","24.5 %","0.21",".240",".289",".416",".705",".176","5.8",".293","-0.1","-0.2","0.4","30","-6.3",".295","84"
"Blue Jays","238","6.7 %","28.2 %","0.24",".202",".277",".408",".686",".207","3.7",".228","-0.3","0.0","0.5","24","-6.1",".290","80"
"Reds","230","10.9 %","25.2 %","0.43",".218",".309",".337",".645",".119","3.2",".284","-0.3","0.0","0.5","22","-7.4",".283","70"
"Pirates","216","3.2 %","21.3 %","0.15",".267",".293",".369",".662",".102","5.6",".329","0.1","0.1","-0.1","20","-7.0",".282","75"
"Giants","250","8.4 %","20.0 %","0.42",".233",".298",".368",".666",".135","4.8",".271","0.3","0.3","0.6","23","-8.3",".281","73"
"Tigers","178","2.2 %","25.3 %","0.09",".254",".270",".393",".663",".139","5.5",".320","-0.3","-0.2","0.3","16","-6.5",".278","70"
"Angels","231","8.2 %","22.5 %","0.37",".221",".290",".337",".627",".115","5.6",".277","0.0","-0.8","0.5","19","-9.9",".270","68"
"Phillies","305","6.2 %","26.9 %","0.23",".206",".259",".383",".642",".177","4.2",".250","0.3","0.0","0.5","24","-14.2",".266","61"
"Indians","216","6.9 %","27.8 %","0.25",".198",".257",".360",".617",".162","4.6",".238","0.0","-0.1","0.3","17","-10.6",".263","57"
"Padres","224","8.5 %","31.7 %","0.27",".186",".269",".296",".566",".111","3.8",".264","0.2","-0.2","0.1","14","-13.8",".249","52"
"Mariners","216","5.6 %","28.7 %","0.19",".177",".227",".261",".488",".084","3.4",".245","0.7","0.4","-0.6","7","-19.8",".214","32"
