"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Mariners","260","8.8 %","22.3 %","0.40",".333",".395",".605","1.001",".272","5.2",".376","-0.3","0.3","0.8","53","20.6",".411","164"
"Astros","234","12.0 %","20.1 %","0.60",".335",".410",".576",".987",".241","4.6",".385","-0.2","-0.3","0.4","47","17.8",".408","161"
"Yankees","242","9.9 %","19.4 %","0.51",".286",".364",".592",".955",".305","2.5",".287","-0.1","0.1","-0.4","46","15.1",".392","147"
"Mets","195","11.8 %","27.2 %","0.43",".255",".366",".503",".869",".248","3.2",".307","-0.4","-0.1","-0.6","33","8.0",".367","132"
"Rays","257","10.9 %","21.0 %","0.52",".302",".377",".489",".866",".187","5.4",".358","0.1","0.1","1.0","43","10.2",".366","133"
"Twins","193","4.7 %","18.1 %","0.26",".282",".319",".564",".883",".282","6.1",".286","-0.1","0.1","-0.1","31","6.8",".361","123"
"Brewers","234","8.1 %","21.8 %","0.37",".283",".352",".512",".864",".229","3.3",".315","0.1","-0.2","-0.2","38","8.1",".360","120"
"Dodgers","241","12.9 %","18.7 %","0.69",".270",".376",".485",".860",".214","4.2",".304","0.2","0.2","-0.6","39","8.2",".359","125"
"Athletics","278","7.2 %","14.7 %","0.49",".295",".353",".500",".853",".205","3.7",".308","0.2","-0.4","-0.2","44","8.9",".357","127"
"Nationals","252","12.3 %","21.4 %","0.57",".272",".364",".474",".838",".202","5.0",".314","0.1","-0.1","-0.2","39","7.1",".352","114"
"Angels","256","12.1 %","18.8 %","0.65",".251",".355",".461",".817",".210","3.9",".264","-0.2","-0.5","0.2","38","5.4",".344","120"
"Diamondbacks","185","5.9 %","22.2 %","0.27",".278",".333",".485",".819",".207","2.3",".325","0.3","0.0","-0.5","27","3.6",".342","108"
"Braves","232","10.8 %","18.1 %","0.60",".271",".358",".437",".795",".166","3.2",".309","0.2","0.2","-0.6","32","2.9",".334","104"
"Cubs","242","9.9 %","26.0 %","0.38",".236",".324",".439",".762",".203","5.2",".275","-0.1","-0.2","0.7","31","0.6",".323","98"
"Padres","226","10.6 %","22.6 %","0.47",".224",".317",".439",".756",".214","3.6",".250","0.1","-0.2","-0.4","29","0.1",".321","98"
"Tigers","185","10.8 %","22.2 %","0.49",".253",".341",".401",".742",".148","4.8",".319","-0.6","0.2","0.3","23","0.1",".320","98"
"Rockies","192","10.9 %","19.3 %","0.57",".242",".328",".418",".746",".176","3.7",".270","0.2","0.0","-0.1","24","-0.5",".317","80"
"Pirates","216","5.1 %","22.7 %","0.22",".275",".322",".415",".737",".140","4.9",".342","0.3","-0.1","0.5","25","-1.9",".310","91"
"Phillies","227","13.2 %","20.3 %","0.65",".228",".335",".383",".718",".155","3.0",".261","0.2","0.2","-0.4","27","-2.1",".309","89"
"Reds","216","8.3 %","25.0 %","0.33",".221",".293",".456",".749",".236","2.2",".240","-0.4","-0.3","-0.8","25","-2.0",".309","87"
"Cardinals","211","8.5 %","21.3 %","0.40",".234",".301",".426",".727",".191","4.3",".268","0.1","0.0","-0.1","24","-2.4",".307","89"
"Rangers","228","7.9 %","29.4 %","0.27",".244",".321",".378",".700",".134","3.8",".341","0.3","0.2","0.2","26","-3.1",".304","78"
"Red Sox","190","10.0 %","18.9 %","0.53",".244",".319",".387",".706",".143","2.2",".276","0.1","-0.1","-0.3","20","-3.5",".298","80"
"Orioles","226","7.5 %","18.6 %","0.40",".240",".302",".392",".694",".152","5.6",".272","0.0","-0.1","-0.1","24","-4.7",".296","82"
"White Sox","226","7.1 %","28.3 %","0.25",".244",".301",".383",".684",".139","4.4",".324","0.0","-0.1","0.9","23","-5.1",".294","83"
"Royals","223","7.2 %","22.4 %","0.32",".241",".296",".404",".700",".163","6.4",".287","-0.2","0.2","0.0","23","-5.4",".292","78"
"Indians","211","11.4 %","26.5 %","0.43",".209",".300",".379",".679",".170","4.5",".260","0.1","0.0","0.5","21","-5.5",".290","74"
"Giants","213","7.0 %","25.4 %","0.28",".208",".270",".313",".583",".104","4.2",".270","0.0","0.0","0.5","14","-12.5",".252","54"
"Blue Jays","183","8.7 %","36.1 %","0.24",".180",".269",".280",".549",".099","3.9",".287","-0.1","0.0","0.5","11","-12.1",".243","47"
"Marlins","166","9.6 %","28.3 %","0.34",".167",".247",".293",".540",".127","1.6",".204","-0.3","-0.4","-0.5","9","-11.7",".238","47"
