"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","205","11.2 %","19.5 %","0.58",".263",".356",".537",".893",".274","4.9",".270","-0.1","-0.2","0.3","35","8.8",".369","136"
"Rangers","224","11.2 %","20.5 %","0.54",".275",".360",".528",".889",".254","7.2",".309","0.4","0.1","0.0","38","9.6",".369","123"
"Angels","277","9.7 %","14.8 %","0.66",".289",".365",".512",".877",".223","3.3",".304","-0.1","-0.4","0.0","46","10.8",".365","131"
"Rockies","243","8.2 %","26.3 %","0.31",".292",".353",".528",".880",".236","6.2",".366","0.1","0.2","-0.9","40","9.1",".363","112"
"Twins","271","8.5 %","17.7 %","0.48",".265",".332",".547",".879",".282","2.9",".265","-0.3","0.0","0.1","44","10.0",".363","126"
"Cardinals","241","10.4 %","18.7 %","0.56",".294",".370",".479",".848",".185","2.9",".335","0.2","0.0","-0.6","38","8.1",".359","122"
"Yankees","226","8.8 %","20.4 %","0.43",".271",".344",".503",".846",".231","3.9",".299","0.0","-0.1","0.3","35","6.6",".354","120"
"Nationals","224","9.8 %","29.0 %","0.34",".265",".347",".490",".837",".224","2.6",".344","0.1","0.0","-0.8","34","5.9",".350","112"
"Rays","233","9.4 %","28.3 %","0.33",".256",".335",".502",".837",".246","5.1",".326","0.1","0.0","-1.7","35","5.5",".347","121"
"Mariners","278","12.9 %","24.1 %","0.54",".229",".335",".492",".826",".263","2.5",".244","-0.3","0.3","-0.4","42","6.5",".347","121"
"Brewers","257","9.3 %","31.5 %","0.30",".251",".327",".506",".833",".255","4.2",".313","0.1","-0.2","0.0","38","5.6",".345","113"
"Blue Jays","271","6.6 %","23.6 %","0.28",".291",".338",".457",".796",".166","3.7",".356","0.0","0.0","-0.2","38","3.7",".335","108"
"Phillies","298","9.7 %","21.1 %","0.46",".275",".351",".435",".786",".160","2.1",".328","0.2","0.2","-0.4","42","4.0",".335","106"
"Braves","243","9.1 %","25.9 %","0.35",".262",".340",".449",".789",".187","3.2",".333","0.2","0.3","-1.0","34","3.0",".334","105"
"White Sox","234","9.0 %","21.8 %","0.41",".257",".333",".438",".771",".181","4.2",".295","0.2","0.0","0.4","31","1.9",".329","107"
"Orioles","275","7.3 %","20.0 %","0.36",".270",".327",".452",".780",".183","5.2",".309","0.1","-0.2","1.3","36","1.6",".327","102"
"Indians","238","10.9 %","25.2 %","0.43",".262",".359",".364",".723",".102","4.4",".348","0.4","0.1","0.6","30","-0.2",".319","94"
"Tigers","185","3.2 %","21.6 %","0.15",".269",".308",".444",".753",".175","5.5",".323","-0.5","0.2","0.3","22","-1.1",".313","92"
"Mets","240","8.8 %","20.4 %","0.43",".242",".321",".412",".733",".171","3.4",".273","-0.5","-0.2","-0.2","29","-1.5",".313","95"
"Diamondbacks","239","9.2 %","25.5 %","0.36",".244",".329",".397",".726",".153","3.7",".310","0.3","-0.1","0.4","28","-2.2",".309","94"
"Cubs","225","11.1 %","19.1 %","0.58",".226",".342",".358",".700",".132","3.3",".276","0.2","-0.2","-0.1","26","-2.5",".307","87"
"Royals","267","11.6 %","28.8 %","0.40",".216",".307",".401",".708",".185","4.4",".270","-0.5","0.1","-0.3","29","-4.7",".300","84"
"Dodgers","254","12.6 %","24.0 %","0.52",".211",".313",".381",".694",".170","3.3",".248","0.1","0.1","-0.6","27","-5.2",".296","84"
"Giants","208","7.7 %","23.1 %","0.33",".237",".303",".389",".692",".153","3.3",".287","-0.2","0.1","-0.2","22","-4.4",".295","84"
"Red Sox","221","9.0 %","24.9 %","0.36",".209",".286",".357",".644",".148","3.4",".250","0.1","-0.2","0.3","19","-8.7",".274","65"
"Padres","210","6.7 %","30.0 %","0.22",".201",".262",".340",".602",".139","3.6",".264","0.0","-0.5","-0.4","16","-10.9",".260","60"
"Pirates","167","7.2 %","25.7 %","0.28",".193",".256",".320",".576",".127","2.7",".233","0.3","-0.1","-0.3","11","-10.5",".247","47"
"Marlins","214","8.4 %","29.9 %","0.28",".198",".276",".266",".541",".068","3.4",".283","-0.3","-0.3","0.5","13","-14.1",".244","51"
"Athletics","170","8.8 %","18.2 %","0.48",".181",".265",".242",".506",".060","0.7",".217","0.2","-0.3","-0.1","8","-13.2",".230","41"
"Reds","242","4.5 %","25.2 %","0.18",".171",".211",".316",".527",".145","2.5",".188","-0.3","-0.3","-1.0","10","-20.3",".223","30"
