"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Yankees","284","10.9 %","19.4 %","0.56",".313",".391",".544",".934",".230","4.2",".359","-0.1","0.1","0.4","53","17.7",".392","147"
"Twins","283","11.3 %","14.8 %","0.76",".284",".374",".576",".950",".292","2.5",".272","-0.3","0.3","-0.6","53","17.4",".391","145"
"Orioles","229","5.7 %","24.9 %","0.23",".324",".364",".576",".940",".252","4.5",".380","0.0","0.0","-0.8","42","13.3",".387","141"
"Astros","272","8.1 %","19.5 %","0.42",".279",".349",".553",".903",".275","4.5",".291","-0.3","-0.1","0.7","47","12.7",".374","138"
"Reds","279","7.5 %","23.7 %","0.32",".315",".381",".504",".885",".190","4.5",".391","-0.8","0.0","-0.2","48","12.7",".373","128"
"Diamondbacks","281","12.1 %","18.5 %","0.65",".292",".382",".496",".878",".204","6.8",".339","0.6","0.0","0.8","47","11.6",".368","126"
"Dodgers","240","14.2 %","22.1 %","0.64",".264",".371",".483",".853",".219","3.9",".295","0.1","0.2","0.5","38","8.2",".360","126"
"Red Sox","274","8.4 %","18.2 %","0.46",".275",".347",".494",".841",".219","3.4",".299","-0.3","0.1","-0.4","42","7.5",".351","115"
"Royals","224","10.7 %","20.1 %","0.53",".270",".356",".444",".800",".173","4.0",".319","-0.3","-0.1","-0.4","32","4.1",".341","110"
"Braves","241","11.2 %","26.6 %","0.42",".276",".369",".414",".784",".138","5.3",".376","0.1","0.2","1.0","34","4.0",".339","107"
"Brewers","269","9.7 %","24.9 %","0.39",".264",".336",".481",".817",".218","5.8",".323","0.0","0.1","-0.6","38","4.2",".338","107"
"Nationals","236","7.6 %","18.6 %","0.41",".294",".352",".439",".791",".145","6.8",".351","0.1","-0.1","1.3","33","3.1",".335","104"
"Indians","265","8.3 %","17.7 %","0.47",".281",".342",".455",".798",".174","4.8",".319","0.3","0.0","-0.2","37","3.4",".335","104"
"Padres","234","11.5 %","24.8 %","0.47",".246",".333",".432",".765",".186","3.3",".299","0.1","-0.1","-0.2","30","1.0",".325","100"
"Rockies","193","8.3 %","25.4 %","0.33",".253",".319",".443",".762",".190","5.6",".325","0.1","-0.1","0.5","24","0.1",".321","82"
"Mets","266","5.6 %","22.9 %","0.25",".248",".302",".467",".769",".220","3.8",".279","-0.5","-0.2","-0.8","33","-0.2",".319","100"
"Athletics","272","8.5 %","22.4 %","0.38",".238",".309",".447",".756",".209","3.9",".266","0.2","-0.1","-0.2","34","-0.5",".318","101"
"Mariners","223","7.6 %","25.6 %","0.30",".274",".335",".403",".738",".129","5.2",".362","0.7","0.2","0.0","28","-0.5",".317","101"
"Cardinals","262","8.0 %","28.2 %","0.28",".234",".298",".438",".736",".204","6.0",".281","0.4","0.0","0.6","30","-3.0",".307","91"
"Giants","312","7.1 %","23.7 %","0.30",".255",".316",".411",".727",".156","3.3",".320","0.0","0.0","-0.4","36","-3.7",".306","91"
"White Sox","261","5.0 %","31.4 %","0.16",".255",".292",".429",".721",".174","5.9",".346","0.0","0.1","0.7","29","-3.7",".303","90"
"Angels","223","6.3 %","25.6 %","0.25",".233",".283",".427",".710",".194","5.2",".280","-0.2","-0.1","0.3","24","-4.5",".297","86"
"Blue Jays","263","9.1 %","26.2 %","0.35",".220",".300",".381",".682",".161","2.0",".268","-0.2","0.1","-1.0","27","-5.8",".294","82"
"Pirates","237","7.2 %","20.3 %","0.35",".257",".323",".364",".688",".107","2.2",".319","-0.1","0.0","-0.6","24","-5.5",".293","80"
"Rangers","216","3.7 %","31.5 %","0.12",".214",".245",".427",".673",".214","3.4",".246","0.2","0.3","0.5","19","-7.7",".278","61"
"Cubs","221","6.3 %","29.0 %","0.22",".220",".276",".380",".657",".161","5.7",".284","0.3","-0.2","0.7","19","-8.4",".276","67"
"Tigers","238","4.2 %","32.8 %","0.13",".219",".265",".371",".635",".152","2.0",".302","-0.3","0.1","0.1","19","-10.9",".267","62"
"Rays","260","11.5 %","26.9 %","0.43",".188",".285",".314",".599",".127","3.1",".247","0.3","0.2","-0.2","20","-12.3",".265","65"
"Phillies","253","8.3 %","25.7 %","0.32",".201",".282",".304",".585",".103","3.1",".261","0.4","0.1","-0.4","18","-14.1",".256","54"
"Marlins","243","4.1 %","31.3 %","0.13",".175",".219",".303",".522",".127","3.4",".231","-0.7","-0.4","0.3","10","-20.3",".223","36"
