"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","294","11.2 %","17.0 %","0.66",".300",".379",".628","1.007",".328","2.8",".286","-0.2","0.4","-0.6","59","22.3",".408","157"
"Red Sox","283","6.4 %","20.8 %","0.31",".313",".364",".622",".986",".309","5.0",".349","-0.2","0.1","-0.4","56","20.4",".403","150"
"Yankees","292","8.6 %","20.9 %","0.41",".326",".384",".561",".944",".235","4.6",".383","0.1","0.0","-0.2","55","18.3",".392","148"
"Reds","228","6.1 %","25.9 %","0.24",".288",".344",".486",".829",".197","4.9",".362","-0.7","0.0","0.2","34","5.4",".347","114"
"Astros","227","7.9 %","22.9 %","0.35",".255",".323",".495",".818",".240","3.7",".284","-0.1","-0.1","0.3","33","4.2",".341","116"
"Mets","232","8.2 %","22.0 %","0.37",".256",".329",".493",".822",".237","3.8",".278","-0.4","-0.2","-0.8","33","4.2",".341","115"
"Orioles","299","6.4 %","27.8 %","0.23",".274",".326",".489",".815",".215","5.3",".333","0.0","0.1","1.0","43","5.3",".340","110"
"Cardinals","269","8.2 %","24.5 %","0.33",".241",".306",".519",".825",".278","6.0",".259","0.4","0.0","0.9","38","4.0",".337","110"
"Nationals","269","10.0 %","18.2 %","0.55",".274",".356",".430",".786",".156","5.3",".320","0.1","-0.2","1.4","38","3.7",".336","105"
"Dodgers","190","13.2 %","19.5 %","0.68",".245",".342",".423",".765",".178","3.2",".267","0.1","0.2","0.1","25","1.3",".328","105"
"Rockies","274","9.5 %","24.1 %","0.39",".259",".332",".440",".772",".181","4.6",".324","0.1","-0.1","-0.2","36","1.6",".327","85"
"Brewers","235","13.2 %","25.5 %","0.52",".234",".352",".396",".748",".162","4.3",".300","0.0","0.1","-0.2","30","0.5",".323","96"
"Mariners","259","8.5 %","25.9 %","0.33",".262",".336",".415",".751",".153","4.3",".340","1.0","0.2","-0.6","33","0.3",".321","104"
"Angels","259","9.7 %","20.8 %","0.46",".231",".309",".459",".767",".227","6.1",".251","-0.1","-0.2","0.9","33","0.2",".321","102"
"Braves","194","9.8 %","24.7 %","0.40",".256",".347",".363",".710",".107","4.9",".333","0.1","0.2","1.0","23","-1.1",".313","90"
"Indians","296","9.8 %","17.6 %","0.56",".256",".332",".411",".743",".155","4.8",".296","0.3","0.1","0.2","35","-1.8",".313","88"
"Diamondbacks","225","11.6 %","22.7 %","0.51",".249",".335",".381",".716",".132","6.2",".319","0.4","-0.1","0.4","26","-2.5",".307","87"
"Pirates","277","7.2 %","20.6 %","0.35",".252",".321",".374",".695",".122","2.0",".314","-0.1","0.0","-1.0","30","-5.2",".298","84"
"Rangers","257","4.7 %","24.5 %","0.19",".232",".272",".407",".679",".174","3.8",".266","0.2","0.4","-0.3","25","-7.7",".285","66"
"Padres","232","10.8 %","23.7 %","0.45",".225",".309",".350",".659",".125","2.7",".278","0.1","-0.2","-0.6","22","-7.0",".285","75"
"Rays","223","12.1 %","24.2 %","0.50",".209",".305",".332",".637",".122","3.5",".268","0.1","0.1","-0.1","20","-7.8",".279","74"
"Giants","244","6.1 %","24.2 %","0.25",".219",".279",".362",".640",".143","2.3",".269","0.0","-0.2","0.1","21","-10.2",".272","68"
"Cubs","223","4.5 %","29.1 %","0.15",".223",".265",".374",".639",".152","4.4",".288","0.3","-0.2","0.1","18","-9.7",".269","63"
"Royals","240","8.3 %","20.4 %","0.41",".204",".279",".319",".599",".116","1.3",".235","-0.4","-0.1","-0.6","18","-11.8",".263","60"
"Phillies","211","5.7 %","25.1 %","0.23",".206",".267",".340",".607",".134","3.6",".257","0.4","0.1","0.1","16","-10.9",".260","57"
"Tigers","235","5.1 %","30.2 %","0.17",".201",".255",".352",".607",".151","3.6",".262","-0.2","0.2","0.3","17","-13.0",".256","55"
"Blue Jays","207","6.8 %","23.7 %","0.29",".183",".246",".325",".571",".141","1.7",".213","-0.2","0.0","-0.9","13","-13.1",".247","50"
"Athletics","264","10.2 %","29.2 %","0.35",".183",".273",".274",".547",".091","2.8",".248","0.2","-0.1","-0.2","16","-17.1",".245","52"
"White Sox","247","4.9 %","29.1 %","0.17",".196",".241",".322",".563",".126","5.0",".250","0.2","0.1","0.9","14","-16.8",".241","48"
"Marlins","202","3.0 %","28.7 %","0.10",".181",".214",".309",".522",".128","1.7",".225","-0.6","-0.3","-0.1","8","-17.3",".221","35"
