"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Pirates","248","8.9 %","14.1 %","0.63",".323",".381",".553",".934",".230","4.5",".341","-0.2","-0.1","-0.2","45","13.8",".384","140"
"Yankees","222","8.1 %","25.2 %","0.32",".299",".357",".542",".900",".244","3.6",".353","-0.2","0.2","-0.1","38","10.1",".372","134"
"Indians","220","6.4 %","22.3 %","0.29",".295",".344",".530",".874",".235","5.7",".338","0.2","-0.2","0.0","36","8.1",".362","124"
"Mariners","247","12.1 %","21.1 %","0.58",".275",".367",".474",".841",".199","6.6",".331","0.2","0.2","0.2","39","7.7",".356","127"
"Padres","213","10.8 %","23.5 %","0.46",".265",".354",".497",".851",".232","4.6",".304","0.0","-0.1","0.7","33","6.4",".355","121"
"Mets","278","8.3 %","18.7 %","0.44",".274",".338",".516",".854",".242","3.1",".286","-0.6","-0.2","0.0","43","8.2",".354","124"
"Red Sox","243","7.4 %","21.0 %","0.35",".305",".362",".486",".849",".182","4.7",".370","-0.4","0.1","-0.2","38","7.0",".353","117"
"Rangers","224","6.3 %","25.9 %","0.24",".289",".330",".527",".858",".239","3.2",".338","-0.1","0.2","-0.6","34","5.9",".351","109"
"Phillies","275","10.9 %","22.2 %","0.49",".259",".344",".502",".846",".243","5.3",".289","0.2","0.2","0.9","41","6.8",".349","115"
"Astros","231","8.2 %","18.2 %","0.45",".286",".343",".471",".815",".186","1.0",".319","-0.4","-0.1","-0.6","34","4.5",".342","117"
"Blue Jays","247","8.5 %","27.5 %","0.31",".293",".354",".459",".813",".167","3.9",".381","-0.1","0.1","0.2","36","4.7",".342","114"
"Dodgers","276","7.2 %","21.0 %","0.34",".258",".319",".504",".823",".246","3.7",".277","0.1","0.2","0.5","39","3.9",".336","108"
"Orioles","195","8.7 %","25.1 %","0.35",".273",".335",".455",".790",".182","5.2",".344","-0.2","0.0","0.1","27","2.0",".332","105"
"Brewers","227","11.5 %","26.0 %","0.44",".241",".327",".452",".780",".211","4.6",".290","0.0","0.0","1.1","30","1.6",".328","100"
"Nationals","237","7.6 %","21.5 %","0.35",".258",".332",".445",".777",".187","7.1",".298","0.0","-0.1","0.4","31","1.3",".326","97"
"Angels","223","9.0 %","21.5 %","0.42",".279",".345",".413",".758",".134","1.9",".329","-0.1","-0.1","-0.8","29","1.0",".325","104"
"Cubs","248","8.5 %","22.6 %","0.38",".258",".324",".427",".751",".169","5.7",".311","0.3","-0.2","0.2","31","-0.3",".318","94"
"White Sox","234","5.1 %","27.4 %","0.19",".277",".326",".423",".749",".146","3.3",".368","0.3","0.2","-0.2","29","-0.5",".318","99"
"Braves","268","9.0 %","24.6 %","0.36",".227",".302",".438",".740",".211","4.5",".258","0.0","0.2","0.7","32","-1.6",".313","90"
"Twins","264","5.3 %","23.1 %","0.23",".266",".318",".398",".716",".131","2.3",".324","-0.4","0.0","-0.4","30","-3.2",".306","88"
"Reds","186","7.5 %","28.5 %","0.26",".228",".306",".407",".714",".180","6.0",".290","-0.2","0.0","-0.2","21","-2.3",".306","85"
"Royals","231","6.1 %","22.1 %","0.27",".245",".314",".399",".713",".154","4.1",".298","-0.3","-0.1","-0.2","26","-3.2",".304","86"
"Athletics","215","5.1 %","19.1 %","0.27",".235",".288",".440",".728",".205","3.0",".248","0.2","0.0","0.3","24","-3.2",".303","91"
"Diamondbacks","262","8.0 %","18.7 %","0.43",".250",".312",".386",".697",".136","6.2",".290","0.5","0.0","1.7","28","-5.1",".298","80"
"Giants","256","8.6 %","19.5 %","0.44",".217",".290",".404",".695",".187","4.3",".247","0.1","0.0","-0.8","26","-6.3",".291","81"
"Rays","260","6.5 %","20.8 %","0.31",".224",".300",".371",".671",".147","4.0",".260","0.3","0.3","-0.4","26","-6.8",".290","82"
"Marlins","218","6.0 %","26.6 %","0.22",".238",".294",".371",".665",".134","3.5",".309","-0.5","-0.4","-0.3","21","-6.7",".284","76"
"Tigers","215","6.0 %","22.3 %","0.27",".230",".279",".365",".644",".135","2.9",".277","-0.1","0.0","0.1","19","-8.3",".275","68"
"Cardinals","183","8.2 %","19.1 %","0.43",".228",".291",".335",".627",".108","5.8",".271","0.2","0.0","0.7","16","-7.4",".273","70"
"Rockies","261","5.7 %","31.8 %","0.18",".214",".258",".374",".632",".160","5.5",".286","0.2","0.0","-0.4","20","-12.5",".265","46"
