"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","281","9.6 %","14.9 %","0.64",".332",".401",".582",".983",".250","3.2",".346","0.1","0.2","-0.6","56","20.4",".404","153"
"Rockies","284","11.6 %","19.0 %","0.61",".331",".409",".535",".944",".204","4.8",".395","0.2","0.1","-0.2","54","18.3",".395","132"
"Brewers","256","8.6 %","25.0 %","0.34",".278",".344",".626",".970",".348","6.8",".302","0.0","-0.1","0.7","48","15.3",".389","140"
"Reds","278","7.9 %","18.0 %","0.44",".327",".378",".531",".909",".204","3.5",".363","-0.4","-0.1","-0.4","48","13.3",".375","129"
"Angels","297","11.8 %","16.8 %","0.70",".294",".385",".459",".844",".165","2.9",".330","-0.1","-0.1","-1.3","47","9.6",".357","126"
"Nationals","243","9.1 %","18.1 %","0.50",".288",".361",".481",".842",".193","6.3",".325","0.0","-0.1","0.5","37","6.7",".352","114"
"Mets","275","6.5 %","21.8 %","0.30",".286",".338",".500",".838",".214","4.0",".337","-0.3","-0.2","-0.6","42","7.4",".351","122"
"Pirates","343","7.0 %","21.3 %","0.33",".310",".368",".461",".829",".152","4.1",".377","-0.2","0.0","0.0","52","9.1",".350","118"
"Rays","283","9.5 %","20.8 %","0.46",".285",".364",".446",".810",".161","4.5",".346","0.1","0.3","0.6","41","5.6",".343","119"
"Indians","283","9.9 %","17.0 %","0.58",".266",".355",".447",".802",".180","6.2",".302","0.3","0.2","0.4","40","4.6",".339","107"
"Red Sox","235","6.8 %","25.5 %","0.27",".273",".328",".486",".814",".213","5.5",".333","-0.2","0.1","0.7","33","3.6",".337","105"
"Yankees","223","6.7 %","26.0 %","0.26",".270",".327",".466",".793",".196","4.2",".324","-0.5","0.0","-0.2","31","2.7",".334","108"
"Diamondbacks","289","5.9 %","21.1 %","0.28",".284",".331",".471",".802",".188","6.0",".328","0.5","-0.1","0.6","39","3.1",".332","101"
"Blue Jays","234","9.0 %","22.6 %","0.40",".257",".321",".462",".782",".205","2.9",".293","0.0","0.0","0.1","31","1.6",".328","104"
"Marlins","267","7.9 %","18.7 %","0.42",".280",".340",".414",".754",".134","3.2",".328","-0.7","-0.5","-0.8","33","-0.4",".318","98"
"Athletics","224","7.1 %","19.2 %","0.37",".229",".287",".478",".765",".249","2.9",".227","0.4","-0.1","0.1","28","-0.5",".317","101"
"Twins","226","6.2 %","23.5 %","0.26",".269",".321",".428",".749",".159","4.8",".336","-0.3","0.2","0.1","28","-0.6",".317","97"
"Cubs","227","8.8 %","32.2 %","0.27",".224",".295",".459",".754",".234","1.9",".269","0.2","-0.1","-0.5","28","-0.9",".315","93"
"Royals","262","4.6 %","24.8 %","0.18",".258",".298",".423",".721",".165","6.0",".316","-0.1","0.0","0.6","29","-3.5",".304","86"
"Rangers","268","7.8 %","28.0 %","0.28",".244",".306",".417",".723",".174","6.2",".311","0.2","0.3","0.9","30","-3.9",".303","79"
"White Sox","253","6.7 %","23.7 %","0.28",".279",".329",".381",".710",".102","3.1",".351","0.6","0.2","-0.9","28","-3.7",".303","89"
"Mariners","253","9.1 %","28.9 %","0.32",".236",".308",".397",".706",".162","5.6",".306","0.3","0.3","1.2","28","-3.7",".303","91"
"Astros","215","7.4 %","17.7 %","0.42",".233",".302",".409",".712",".176","4.9",".258","-0.1","0.2","-0.2","24","-3.3",".302","90"
"Giants","227","11.0 %","16.7 %","0.66",".230",".317",".367",".685",".138","3.3",".259","-0.1","0.2","-0.4","24","-5.0",".295","83"
"Tigers","224","4.9 %","30.4 %","0.16",".236",".274",".434",".708",".198","6.7",".309","-0.2","0.2","0.9","23","-5.1",".293","83"
"Orioles","218","6.9 %","20.2 %","0.34",".227",".293",".387",".680",".160","5.2",".255","0.0","-0.2","0.0","22","-5.6",".290","76"
"Cardinals","224","8.0 %","23.2 %","0.35",".210",".286",".385",".671",".175","4.1",".229","0.0","0.2","0.7","22","-6.4",".287","78"
"Braves","188","6.4 %","28.7 %","0.22",".240",".294",".363",".657",".123","5.8",".316","0.0","0.2","0.5","17","-6.8",".278","67"
"Phillies","210","7.1 %","27.6 %","0.26",".209",".274",".387",".661",".178","3.0",".256","0.2","0.2","-0.1","18","-8.0",".276","67"
"Padres","214","7.5 %","29.4 %","0.25",".219",".285",".347",".632",".128","3.5",".291","-0.3","-0.3","0.7","19","-8.4",".274","69"
