"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rangers","283","8.1 %","20.8 %","0.39",".325",".389",".623","1.012",".298","3.6",".360","-0.1","0.4","0.0","59","22.9",".414","153"
"Athletics","245","7.8 %","18.8 %","0.41",".288",".359",".571",".930",".283","4.8",".302","0.3","-0.2","-0.4","44","13.3",".383","144"
"Twins","291","7.6 %","18.2 %","0.42",".313",".368",".553",".921",".240","3.9",".335","-0.3","0.3","-0.8","52","15.4",".381","139"
"Braves","273","10.6 %","18.3 %","0.58",".283",".358",".502",".860",".219","2.9",".299","0.0","0.2","-0.4","43","8.8",".357","121"
"Nationals","268","10.1 %","17.5 %","0.57",".292",".370",".479",".849",".186","3.1",".333","0.0","-0.1","-0.7","42","8.6",".357","116"
"Red Sox","237","10.1 %","17.7 %","0.57",".288",".359",".495",".854",".208","4.7",".317","-0.1","-0.1","0.7","37","7.5",".356","119"
"Yankees","270","8.5 %","23.3 %","0.37",".260",".322",".496",".818",".236","4.6",".286","-0.5","0.0","-0.2","38","4.3",".338","112"
"Indians","234","14.1 %","16.2 %","0.87",".237",".350",".434",".785",".197","3.9",".250","0.4","0.1","-0.2","33","3.2",".336","106"
"Cubs","281","8.9 %","21.0 %","0.42",".265",".339",".453",".792",".188","3.0",".303","0.2","-0.1","-0.2","39","3.4",".334","104"
"Astros","226","12.8 %","15.0 %","0.85",".249",".344",".439",".783",".190","3.7",".261","-0.2","0.0","-0.8","31","2.2",".331","110"
"Brewers","250","11.2 %","24.4 %","0.46",".248",".349",".402",".751",".154","3.6",".308","-0.1","-0.1","0.0","32","0.9",".324","98"
"Angels","229","8.7 %","20.1 %","0.43",".266",".341",".389",".730",".123","2.6",".318","0.0","-0.2","-0.2","28","-0.7",".316","99"
"Dodgers","198","10.1 %","22.2 %","0.45",".243",".330",".399",".729",".156","3.9",".290","0.1","0.1","0.5","23","-1.9",".309","94"
"Mariners","221","4.5 %","29.4 %","0.15",".255",".290",".442",".732",".188","2.8",".319","-0.2","0.3","-0.3","25","-2.7",".306","93"
"Rockies","193","5.2 %","24.4 %","0.21",".237",".288",".412",".700",".175","4.1",".288","0.1","0.0","-1.0","20","-4.1",".296","65"
"Blue Jays","244","9.4 %","20.1 %","0.47",".216",".292",".404",".696",".188","3.3",".226","-0.2","0.0","-0.1","25","-5.3",".295","83"
"Phillies","254","9.4 %","20.1 %","0.47",".224",".299",".382",".681",".158","4.6",".257","0.2","0.3","0.0","26","-6.4",".291","77"
"Diamondbacks","223","9.0 %","24.2 %","0.37",".205",".291",".390",".681",".185","5.8",".239","0.4","0.0","0.7","22","-5.8",".290","76"
"Rays","192","6.3 %","25.0 %","0.25",".226",".286",".384",".671",".158","1.5",".276","0.1","0.1","-0.8","19","-5.5",".287","80"
"Orioles","288","5.2 %","25.3 %","0.21",".228",".274",".403",".677",".175","3.9",".273","0.1","-0.1","0.0","28","-8.7",".285","73"
"Giants","218","7.3 %","24.3 %","0.30",".221",".281",".382",".663",".161","5.4",".270","-0.1","0.1","0.3","20","-7.1",".282","77"
"Cardinals","192","10.9 %","18.8 %","0.58",".208",".298",".345",".644",".137","3.1",".234","0.1","0.0","0.3","18","-6.4",".282","73"
"Pirates","224","5.8 %","18.8 %","0.31",".236",".284",".370",".654",".135","3.2",".264","-0.1","0.0","0.3","21","-7.7",".280","72"
"Marlins","184","7.1 %","23.9 %","0.30",".229",".284",".386",".670",".157","4.0",".275","-0.3","-0.2","0.5","17","-6.5",".279","72"
"Royals","189","9.0 %","22.2 %","0.40",".246",".321",".299",".620",".054","3.5",".325","-0.1","0.0","0.2","17","-6.9",".278","68"
"Mets","246","8.1 %","26.0 %","0.31",".208",".282",".367",".648",".158","2.2",".253","-0.4","-0.2","-0.1","22","-9.5",".275","72"
"Reds","212","5.7 %","26.4 %","0.21",".236",".280",".362",".641",".126","4.9",".299","-0.3","-0.1","0.5","18","-8.6",".273","62"
"White Sox","194","5.7 %","27.3 %","0.21",".209",".269",".277",".546",".068","3.4",".285","0.3","0.1","-1.0","11","-13.3",".240","48"
"Padres","233","6.9 %","33.5 %","0.21",".183",".247",".305",".552",".122","2.3",".250","-0.4","-0.2","0.1","13","-16.3",".239","45"
"Tigers","207","5.3 %","31.9 %","0.17",".145",".193",".269",".463",".124","4.4",".192","-0.4","0.2","-0.5","4","-22.2",".196","14"
