"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Braves","240","8.8 %","20.0 %","0.44",".305",".377",".549",".926",".244","2.2",".340","0.0","0.2","-0.1","43","13.2",".384","136"
"Athletics","269","8.2 %","16.4 %","0.50",".288",".357",".568",".925",".280","4.3",".303","0.2","-0.1","0.1","48","14.3",".381","143"
"Rockies","246","7.3 %","23.6 %","0.31",".333",".381",".536",".917",".203","4.0",".411","0.1","-0.1","-1.0","44","12.8",".380","120"
"Yankees","269","10.8 %","22.7 %","0.48",".297",".375",".534",".909",".237","4.1",".340","-0.2","0.3","0.0","48","13.7",".379","139"
"Nationals","219","8.2 %","17.8 %","0.46",".284",".352",".572",".924",".289","6.6",".289","0.0","-0.1","0.3","38","10.6",".376","128"
"Indians","281","9.3 %","18.5 %","0.50",".297",".362",".530",".892",".233","6.5",".323","0.4","0.0","1.6","47","12.1",".370","128"
"Reds","272","9.9 %","21.7 %","0.46",".266",".368",".493",".861",".227","6.6",".306","-0.4","-0.1","0.2","44","10.0",".363","121"
"Padres","236","9.7 %","23.7 %","0.41",".300",".370",".495",".865",".195","6.6",".378","-0.1","-0.1","0.2","38","8.3",".360","124"
"Dodgers","262","8.0 %","21.0 %","0.38",".282",".344",".517",".861",".235","3.7",".311","0.0","0.1","0.5","41","8.1",".356","121"
"Angels","283","7.4 %","18.4 %","0.40",".286",".340",".510",".850",".224","2.6",".306","-0.1","0.0","-0.6","44","8.1",".353","123"
"Diamondbacks","252","8.7 %","19.4 %","0.45",".286",".360",".477",".837",".191","5.2",".327","0.5","0.0","0.7","38","6.7",".351","113"
"Mets","270","10.0 %","20.7 %","0.48",".273",".356",".466",".822",".193","4.7",".318","-0.5","-0.2","1.5","40","6.3",".347","119"
"Red Sox","283","8.1 %","22.6 %","0.36",".299",".358",".449",".807",".150","6.1",".374","-0.3","0.2","0.4","41","5.3",".341","108"
"Blue Jays","274","9.9 %","24.8 %","0.40",".247",".321",".486",".807",".239","4.3",".272","0.0","0.1","0.0","38","3.5",".335","109"
"Mariners","268","9.7 %","26.5 %","0.37",".262",".340",".447",".787",".186","4.4",".329","0.2","0.2","-0.2","37","3.3",".334","112"
"Astros","262","11.1 %","20.2 %","0.55",".251",".340",".429",".768",".177","0.5",".294","-0.1","0.0","-0.1","35","2.2",".330","109"
"White Sox","191","4.2 %","28.3 %","0.15",".268",".311",".441",".752",".173","3.9",".347","0.2","0.1","-0.3","24","-0.4",".317","99"
"Brewers","266","10.5 %","20.7 %","0.51",".227",".321",".406",".727",".179","4.1",".247","0.0","-0.1","1.1","32","-1.8",".312","89"
"Pirates","181","5.5 %","17.1 %","0.32",".262",".311",".435",".746",".173","5.4",".306","-0.2","0.0","-0.3","21","-1.5",".311","93"
"Twins","301","7.6 %","21.9 %","0.35",".253",".320",".410",".730",".158","2.0",".299","-0.5","0.1","0.0","35","-2.7",".309","90"
"Royals","269","5.9 %","18.2 %","0.33",".261",".308",".424",".733",".163","5.2",".289","-0.5","0.0","0.8","31","-2.5",".309","88"
"Rangers","255","7.8 %","28.2 %","0.28",".227",".291",".438",".729",".210","4.7",".280","-0.2","0.2","0.0","29","-2.9",".307","80"
"Giants","262","9.5 %","24.4 %","0.39",".229",".305",".385",".691",".156","4.9",".289","0.1","0.2","-0.6","27","-6.0",".293","82"
"Cardinals","275","9.5 %","21.8 %","0.43",".226",".307",".354",".660",".128","4.8",".266","0.1","0.0","1.6","27","-7.9",".287","77"
"Phillies","221","10.4 %","24.9 %","0.42",".216",".306",".335",".641",".119","4.2",".281","0.2","0.2","0.5","20","-7.5",".281","69"
"Tigers","179","4.5 %","30.2 %","0.15",".231",".270",".385",".654",".154","4.6",".315","-0.2","0.0","-0.5","16","-6.7",".277","71"
"Cubs","211","6.6 %","25.6 %","0.26",".223",".278",".373",".651",".150","5.4",".271","0.2","-0.1","0.7","18","-8.1",".276","68"
"Marlins","263","4.6 %","25.1 %","0.18",".233",".282",".359",".642",".127","2.2",".295","-0.4","-0.5","-1.2","23","-10.3",".275","71"
"Orioles","262","7.6 %","24.8 %","0.31",".218",".280",".290",".570",".071","4.8",".285","-0.1","0.0","0.2","17","-15.8",".250","50"
"Rays","243","5.3 %","26.7 %","0.20",".198",".244",".326",".570",".128","4.8",".253","0.3","0.3","-0.4","15","-16.0",".244","51"
