"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Giants","249","8.0 %","21.7 %","0.37",".320",".379",".581",".960",".261","5.3",".371","0.1","0.0","0.1","47","16.0",".394","148"
"Red Sox","253","6.3 %","17.4 %","0.36",".332",".371",".569",".939",".237","5.6",".363","-0.3","0.1","0.3","47","14.9",".388","139"
"Pirates","278","6.5 %","16.9 %","0.38",".333",".378",".560",".937",".226","4.0",".364","-0.1","0.0","-0.6","51","16.2",".387","142"
"Cubs","242","9.5 %","25.6 %","0.37",".282",".360",".519",".878",".236","3.3",".354","0.3","-0.1","-0.1","40","9.7",".366","127"
"Indians","206","10.7 %","14.1 %","0.76",".302",".380",".497",".878",".196","4.2",".324","0.1","-0.2","-0.4","34","8.1",".365","125"
"Twins","242","5.4 %","21.1 %","0.25",".293",".336",".516",".852",".222","4.2",".339","-0.2","0.3","-0.6","38","7.2",".354","121"
"Blue Jays","267","9.7 %","18.4 %","0.53",".266",".338",".515",".853",".249","4.9",".282","-0.1","0.1","0.3","42","7.9",".354","122"
"Cardinals","237","6.8 %","22.8 %","0.30",".284",".340",".488",".829",".205","3.9",".331","0.3","0.1","-0.8","35","5.4",".346","116"
"Nationals","238","11.3 %","17.2 %","0.66",".270",".364",".456",".820",".186","4.3",".301","0.1","-0.1","0.0","35","5.4",".346","111"
"Astros","189","9.0 %","17.5 %","0.52",".271",".339",".488",".827",".218","5.4",".298","-0.2","-0.1","0.5","28","4.0",".345","119"
"Phillies","242","9.1 %","21.1 %","0.43",".292",".361",".440",".801",".148","4.6",".352","0.1","0.1","0.8","35","4.9",".343","110"
"Yankees","250","10.4 %","24.8 %","0.42",".267",".343",".471",".813",".204","3.1",".322","0.1","0.2","-0.8","36","4.8",".342","112"
"White Sox","198","6.6 %","23.7 %","0.28",".287",".337",".472",".809",".185","3.8",".341","0.2","0.3","0.3","28","3.3",".339","114"
"Braves","217","8.3 %","25.8 %","0.32",".253",".315",".505",".820",".253","3.8",".298","-0.1","0.2","0.1","30","2.6",".334","103"
"Athletics","239","10.5 %","20.5 %","0.51",".244",".331",".450",".780",".206","4.4",".270","0.3","0.0","0.1","32","2.1",".330","109"
"Mets","182","3.8 %","19.8 %","0.19",".298",".343",".423",".765",".125","2.6",".357","-0.4","-0.1","-1.0","24","0.9",".326","104"
"Tigers","246","6.1 %","24.0 %","0.25",".269",".318",".454",".772",".185","5.3",".325","-0.2","0.1","0.3","32","1.1",".325","101"
"Rays","274","8.4 %","22.3 %","0.38",".260",".332",".423",".755",".163","5.5",".315","0.5","0.2","0.8","35","0.7",".323","104"
"Angels","234","9.0 %","24.8 %","0.36",".248",".321",".433",".754",".186","1.9",".294","-0.3","-0.1","-0.4","30","0.1",".320","101"
"Diamondbacks","189","6.9 %","22.2 %","0.31",".277",".328",".428",".756",".150","4.9",".331","0.4","0.0","0.3","23","-0.5",".317","93"
"Dodgers","233","8.6 %","21.5 %","0.40",".240",".320",".377",".698",".137","2.8",".291","0.1","0.1","-0.1","26","-3.5",".302","88"
"Reds","214","4.2 %","23.8 %","0.18",".250",".291",".410",".701",".160","4.7",".296","-0.3","0.0","0.1","22","-4.7",".295","78"
"Marlins","229","5.7 %","28.8 %","0.20",".258",".306",".376",".681",".117","2.0",".354","-0.5","-0.4","-0.6","23","-5.4",".293","82"
"Rangers","216","6.0 %","33.8 %","0.18",".234",".279",".421",".700",".188","4.6",".311","0.0","0.2","0.2","22","-5.2",".292","71"
"Brewers","269","9.3 %","24.5 %","0.38",".208",".296",".403",".698",".195","2.9",".233","0.0","0.2","0.0","27","-6.6",".291","78"
"Orioles","224","8.0 %","30.4 %","0.26",".230",".293",".377",".670",".147","3.5",".310","0.0","0.0","-1.2","22","-6.2",".288","75"
"Royals","269","7.1 %","23.4 %","0.30",".247",".302",".356",".659",".109","4.6",".315","-0.3","-0.1","-0.6","25","-8.5",".283","72"
"Rockies","188","8.0 %","27.7 %","0.29",".228",".290",".363",".653",".135","4.6",".304","0.1","0.0","0.3","17","-6.6",".279","55"
"Mariners","206","7.8 %","29.6 %","0.26",".219",".282",".374",".656",".155","2.7",".269","0.3","0.1","-1.0","19","-7.4",".278","75"
"Padres","256","4.7 %","26.2 %","0.18",".210",".252",".345",".597",".134","3.9",".255","0.0","-0.1","0.3","18","-14.6",".254","54"
