"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"White Sox","259","3.5 %","28.6 %","0.12",".341",".360",".553",".913",".211","4.5",".442","0.2","0.1","-0.2","45","12.5",".376","139"
"Astros","189","8.5 %","18.0 %","0.47",".266",".339",".556",".895",".290","5.1",".260","-0.1","-0.2","0.1","32","7.9",".368","135"
"Rockies","228","8.3 %","21.9 %","0.38",".285",".346",".512",".859",".227","4.9",".313","0.3","0.1","1.4","36","7.4",".358","106"
"Blue Jays","234","8.5 %","30.8 %","0.28",".275",".339",".517",".856",".242","5.4",".364","-0.3","0.1","-0.1","36","7.0",".354","122"
"Twins","273","9.5 %","16.8 %","0.57",".269",".338",".479",".818",".211","3.4",".287","-0.1","0.3","-0.6","39","5.0",".341","112"
"Cubs","273","9.2 %","20.5 %","0.45",".260",".330",".483",".813",".223","3.5",".291","0.3","-0.2","-0.1","39","4.4",".339","109"
"Orioles","295","7.1 %","19.3 %","0.37",".264",".332",".460",".792",".195","5.5",".299","0.2","0.0","-0.2","41","3.5",".334","107"
"Athletics","240","13.8 %","24.6 %","0.56",".240",".350",".431",".781",".191","4.6",".297","0.4","-0.2","0.3","33","2.7",".333","110"
"Mariners","264","11.4 %","21.6 %","0.53",".268",".354",".420",".774",".152","2.2",".319","0.8","0.4","-0.8","36","2.8",".332","110"
"Nationals","236","10.2 %","14.0 %","0.73",".285",".359",".420",".779",".135","5.6",".312","-0.3","-0.1","1.1","32","2.5",".332","101"
"Marlins","240","8.8 %","17.5 %","0.50",".268",".342",".427",".769",".160","4.6",".313","-0.2","-0.3","0.0","32","1.7",".328","104"
"Brewers","256","9.8 %","28.9 %","0.34",".243",".331",".441",".772",".198","6.7",".319","-0.1","0.0","0.7","34","1.8",".328","99"
"Yankees","220","9.5 %","28.2 %","0.34",".239",".318",".462",".780",".223","4.1",".296","0.1","0.0","0.1","29","1.4",".327","103"
"Cardinals","267","11.6 %","29.6 %","0.39",".223",".325",".428",".752",".205","5.5",".286","0.4","0.1","-0.2","34","0.4",".321","100"
"Indians","225","9.3 %","20.4 %","0.46",".276",".347",".407",".754",".131","5.5",".340","0.1","-0.2","0.2","28","0.0",".320","94"
"Mets","226","9.7 %","19.0 %","0.51",".230",".316",".425",".741",".195","2.6",".245","-0.3","0.0","-0.1","27","-1.4",".313","98"
"Diamondbacks","228","7.0 %","23.2 %","0.30",".246",".316",".394",".710",".148","7.0",".313","0.7","-0.1","0.5","26","-3.0",".305","83"
"Royals","278","7.2 %","28.1 %","0.26",".266",".327",".387",".714",".121","4.8",".367","0.0","-0.1","-0.2","31","-3.7",".305","86"
"Dodgers","197","6.1 %","26.9 %","0.23",".260",".318",".401",".719",".141","7.1",".350","0.2","0.3","0.9","22","-2.9",".303","88"
"Angels","223","7.2 %","28.3 %","0.25",".255",".318",".353",".671",".098","4.1",".346","0.1","-0.5","0.9","23","-5.0",".294","83"
"Phillies","221","5.0 %","22.6 %","0.22",".234",".277",".424",".702",".190","5.3",".264","0.3","0.1","0.5","23","-5.1",".293","78"
"Rays","208","8.2 %","28.8 %","0.28",".237",".298",".376",".674",".140","3.8",".306","0.0","0.2","-0.6","20","-5.7",".288","82"
"Red Sox","265","9.1 %","25.3 %","0.36",".211",".288",".384",".672",".173","4.0",".248","-0.3","0.2","0.1","26","-7.7",".286","71"
"Braves","214","11.2 %","22.4 %","0.50",".203",".291",".369",".660",".166","3.7",".226","0.0","0.2","0.1","20","-6.6",".284","71"
"Reds","225","9.3 %","27.1 %","0.34",".226",".304",".337",".640",".111","3.3",".291","-0.4","0.0","0.2","21","-7.6",".281","68"
"Giants","248","7.7 %","29.8 %","0.26",".239",".294",".332",".626",".093","3.0",".331","0.2","0.4","-0.4","20","-11.0",".269","67"
"Tigers","249","5.2 %","22.5 %","0.23",".234",".278",".325",".603",".091","3.9",".297","-0.3","-0.2","0.1","19","-12.8",".261","58"
"Pirates","224","5.4 %","16.1 %","0.33",".241",".281",".316",".597",".075","2.9",".286","0.1","0.0","-1.0","17","-11.7",".260","58"
"Rangers","165","5.5 %","28.5 %","0.19",".182",".236",".299",".535",".117","1.3",".225","-0.2","-0.2","-0.3","8","-12.4",".233","32"
"Padres","244","9.4 %","33.2 %","0.28",".161",".244",".275",".519",".115","0.7",".215","0.1","0.0","-1.0","12","-18.7",".231","40"
