"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Reds","164","4.9 %","18.9 %","0.26",".327",".364",".633",".998",".307","6.9",".363","-0.1","0.0","-0.1","33","12.0",".404","146"
"Angels","160","13.1 %","20.0 %","0.66",".304",".396",".578",".974",".274","6.9",".340","-0.2","-0.2","0.5","31","11.3",".402","156"
"Athletics","115","10.4 %","16.5 %","0.63",".327",".400",".564",".964",".238","6.4",".359","0.2","0.0","0.1","23","8.1",".401","157"
"Cubs","155","12.9 %","25.8 %","0.50",".313",".400",".542",".942",".229","1.6",".391","0.2","-0.1","-0.1","29","9.2",".388","140"
"Dodgers","187","9.6 %","24.6 %","0.39",".294",".378",".556",".935",".263","5.7",".349","0.1","0.1","0.3","34","10.7",".386","141"
"Rays","199","6.5 %","18.6 %","0.35",".297",".347",".593",".940",".297","5.3",".301","0.5","0.1","0.7","36","11.1",".384","146"
"Giants","210","8.6 %","22.9 %","0.38",".296",".357",".554",".911",".258","3.4",".336","0.0","0.1","-0.8","36","10.0",".375","132"
"Astros","216","12.5 %","20.8 %","0.60",".273",".370",".464",".835",".191","4.0",".311","-0.2","-0.1","0.1","33","6.2",".353","124"
"Tigers","158","5.7 %","22.2 %","0.26",".295",".342",".500",".842",".205","5.7",".355","-0.3","0.1","0.3","24","4.3",".352","119"
"Royals","144","8.3 %","18.1 %","0.46",".289",".352",".477",".829",".188","6.0",".333","-0.2","-0.1","0.1","22","3.6",".349","116"
"Red Sox","165","10.9 %","24.8 %","0.44",".262",".341",".483",".824",".221","3.9",".316","-0.1","0.1","0.1","24","2.8",".340","108"
"Brewers","162","6.2 %","26.5 %","0.23",".289",".340",".470",".809",".181","7.3",".385","0.0","0.0","1.1","23","2.5",".338","107"
"Rockies","183","6.0 %","26.2 %","0.23",".282",".326",".471",".797",".188","5.1",".357","0.1","0.0","0.1","25","2.4",".335","91"
"Yankees","148","8.1 %","22.3 %","0.36",".271",".345",".421",".766",".150","2.7",".333","0.0","0.1","-1.0","20","1.2",".330","105"
"Mets","118","11.0 %","25.4 %","0.43",".245",".339",".422",".761",".176","2.4",".294","-0.3","-0.1","-0.3","16","0.7",".327","106"
"Marlins","109","6.4 %","22.0 %","0.29",".255",".321",".449",".770",".194","5.8",".296","-0.3","-0.2","0.1","14","0.4",".324","103"
"Indians","141","6.4 %","26.2 %","0.24",".246",".305",".446",".751",".200","4.4",".291","0.1","-0.1","0.5","17","-0.3",".317","93"
"Twins","119","6.7 %","31.9 %","0.21",".245",".314",".434",".748",".189","3.4",".328","0.0","0.1","0.1","15","-0.3",".317","94"
"Rangers","161","10.6 %","29.2 %","0.36",".225",".311",".437",".747",".211","5.4",".273","0.0","0.2","0.9","20","-0.5",".316","87"
"Braves","157","8.3 %","21.7 %","0.38",".246",".312",".415",".728",".169","4.3",".275","0.0","0.1","0.5","18","-1.4",".310","89"
"Padres","121","13.2 %","23.1 %","0.57",".238",".350",".356",".706",".119","2.2",".286","0.0","-0.1","-0.1","14","-1.3",".307","91"
"Cardinals","142","8.5 %","25.4 %","0.33",".228",".302",".382",".684",".154","2.6",".274","0.1","0.1","-0.9","15","-3.2",".294","85"
"Nationals","118","11.0 %","19.5 %","0.57",".250",".336",".330",".666",".080","2.3",".308","0.1","0.0","-0.3","12","-2.9",".292","75"
"Diamondbacks","110","9.1 %","25.5 %","0.36",".188",".291",".344",".635",".156","0.6",".219","0.3","0.0","-0.1","10","-3.8",".280","72"
"Pirates","139","2.9 %","17.3 %","0.17",".248",".268",".383",".652",".135","0.7",".274","-0.1","0.0","-0.1","12","-5.5",".274","70"
"Phillies","145","6.2 %","26.2 %","0.24",".220",".271",".386",".657",".167","3.9",".272","0.1","0.0","-0.1","12","-5.8",".274","69"
"White Sox","147","7.5 %","21.8 %","0.34",".237",".295",".311",".606",".074","0.7",".297","0.2","0.2","-0.5","12","-6.8",".267","65"
"Blue Jays","147","2.0 %","21.1 %","0.10",".232",".252",".324",".576",".092","3.7",".275","-0.1","0.0","0.3","9","-9.5",".245","49"
"Mariners","100","6.0 %","32.0 %","0.19",".174",".230",".304",".534",".130","6.1",".237","0.1","0.1","-0.1","5","-7.8",".229","42"
"Orioles","135","3.0 %","31.1 %","0.10",".192",".215",".300",".515",".108","4.8",".256","0.0","0.0","0.2","5","-11.9",".218","31"
