"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cubs","299","8.7 %","22.1 %","0.39",".323",".394",".619","1.013",".296","6.3",".360","0.3","-0.1","0.2","62","24.3",".414","156"
"Astros","289","12.5 %","16.6 %","0.75",".300",".388",".593",".980",".292","5.2",".299","0.0","-0.3","0.4","57","20.9",".403","158"
"Rockies","234","11.5 %","22.2 %","0.52",".290",".379",".565",".944",".275","5.4",".333","0.3","0.0","0.3","43","13.5",".387","126"
"Yankees","304","9.5 %","21.7 %","0.44",".288",".362",".572",".934",".284","5.2",".319","0.1","0.1","-0.7","55","17.0",".384","142"
"Athletics","289","8.7 %","27.3 %","0.32",".284",".346",".571",".917",".287","3.5",".329","0.5","-0.3","0.1","50","14.0",".376","140"
"Mariners","238","14.3 %","24.4 %","0.59",".270",".380",".450",".830",".180","3.6",".331","0.7","0.5","-0.3","37","7.4",".356","126"
"Tigers","256","9.4 %","21.1 %","0.44",".303",".369",".447",".816",".145","3.6",".371","-0.4","-0.2","-0.4","38","5.7",".346","115"
"Blue Jays","236","9.3 %","25.4 %","0.37",".275",".346",".478",".824",".203","4.4",".340","-0.3","0.0","0.3","35","5.0",".345","114"
"White Sox","236","6.8 %","25.4 %","0.27",".290",".338",".481",".819",".192","3.6",".354","0.2","0.1","-0.8","34","4.6",".343","115"
"Rays","242","9.9 %","19.8 %","0.50",".271",".343",".444",".787",".173","4.7",".311","0.0","0.3","-0.8","33","2.9",".334","112"
"Padres","282","13.8 %","23.0 %","0.60",".250",".363",".411",".774",".161","4.5",".313","-0.1","-0.1","-1.1","39","3.3",".333","107"
"Indians","232","9.5 %","19.0 %","0.50",".248",".341",".421",".761",".173","2.8",".273","-0.3","-0.2","-0.6","31","1.6",".328","100"
"Twins","229","7.0 %","23.1 %","0.30",".257",".311",".476",".788",".219","1.3",".288","-0.1","0.2","-0.1","30","1.2",".326","102"
"Cardinals","226","10.2 %","25.2 %","0.40",".222",".314",".459",".773",".237","4.6",".244","0.3","0.0","0.4","29","0.7",".323","103"
"Braves","274","11.7 %","24.8 %","0.47",".259",".343",".418",".761",".159","2.9",".325","0.1","0.3","-0.4","35","0.3",".321","96"
"Mets","239","7.9 %","21.3 %","0.37",".219",".297",".474",".771",".256","4.8",".220","-0.3","-0.1","0.3","30","0.2",".321","102"
"Nationals","218","10.1 %","19.3 %","0.52",".229",".318",".411",".729",".182","4.8",".259","-0.2","-0.1","-0.1","26","-1.3",".313","89"
"Pirates","274","5.8 %","17.5 %","0.33",".277",".321",".418",".739",".141","5.8",".327","0.1","0.1","-0.2","33","-1.9",".312","94"
"Orioles","235","9.4 %","24.3 %","0.39",".239",".323",".392",".716",".153","5.3",".292","0.3","0.0","0.7","28","-2.0",".310","90"
"Brewers","271","10.7 %","23.2 %","0.46",".227",".320",".408",".727",".180","4.4",".264","0.0","-0.2","0.3","32","-2.6",".309","89"
"Royals","223","4.9 %","26.9 %","0.18",".254",".288",".455",".743",".201","4.0",".305","-0.1","-0.1","0.1","26","-2.2",".309","89"
"Phillies","215","9.3 %","27.9 %","0.33",".212",".293",".430",".723",".218","3.6",".240","0.1","0.1","0.7","24","-2.9",".304","86"
"Rangers","234","8.5 %","23.5 %","0.36",".237",".308",".384",".692",".147","5.8",".287","-0.3","-0.2","1.5","25","-4.5",".298","75"
"Reds","217","10.1 %","22.6 %","0.45",".198",".281",".406",".687",".208","5.5",".207","-0.2","-0.1","0.0","22","-5.5",".291","75"
"Dodgers","225","5.8 %","24.4 %","0.24",".231",".289",".370",".659",".139","4.9",".286","0.1","0.3","0.9","21","-7.4",".282","75"
"Angels","211","6.2 %","23.7 %","0.26",".221",".276",".379",".656",".159","3.8",".261","0.0","-0.2","0.1","19","-7.3",".280","73"
"Giants","246","5.3 %","26.8 %","0.20",".233",".287",".330",".617",".097","4.1",".316","0.0","0.3","-0.2","20","-11.2",".267","66"
"Marlins","249","6.8 %","23.7 %","0.29",".215",".271",".311",".583",".096","4.6",".271","-0.3","-0.3","-0.7","17","-14.2",".254","58"
"Red Sox","221","7.7 %","24.0 %","0.32",".206",".273",".291",".564",".085","3.6",".262","-0.2","0.0","0.3","14","-13.5",".249","47"
"Diamondbacks","238","7.6 %","25.6 %","0.30",".167",".236",".233",".469",".065","3.1",".221","0.3","-0.1","0.7","8","-22.3",".211","25"
