"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Mariners","205","9.3 %","22.0 %","0.42",".304",".374",".619",".993",".315","4.9",".322","-0.2","0.2","0.3","41","15.4",".407","161"
"Diamondbacks","190","5.8 %","21.6 %","0.27",".299",".340",".559",".900",".260","3.4",".341","0.2","-0.1","-0.1","32","8.3",".370","127"
"Dodgers","238","12.6 %","16.0 %","0.79",".284",".380",".515",".896",".232","4.9",".305","0.2","0.2","-0.6","40","10.3",".370","133"
"Yankees","237","9.7 %","21.5 %","0.45",".273",".354",".536",".890",".263","3.0",".292","0.0","0.1","-0.4","40","10.1",".369","132"
"Astros","229","10.9 %","18.3 %","0.60",".295",".373",".460",".833",".165","3.3",".340","-0.2","-0.2","0.2","35","6.7",".354","124"
"Cubs","246","11.0 %","24.8 %","0.44",".263",".355",".460",".815",".197","4.2",".312","-0.1","-0.2","0.0","37","5.6",".346","113"
"Phillies","236","12.3 %","19.9 %","0.62",".275",".364",".451",".815",".176","2.5",".322","0.2","0.2","-0.4","34","3.9",".339","108"
"Braves","233","14.2 %","19.3 %","0.73",".260",".372",".422",".794",".161","3.4",".301","0.2","0.1","-0.4","33","3.5",".337","106"
"Padres","231","11.7 %","23.4 %","0.50",".235",".330",".465",".795",".230","3.3",".259","0.2","-0.1","0.2","32","3.2",".336","108"
"Brewers","230","10.9 %","24.3 %","0.45",".253",".339",".449",".789",".197","4.7",".293","0.1","-0.2","1.1","31","2.4",".332","103"
"Twins","202","8.4 %","18.8 %","0.45",".268",".347",".430",".777",".162","3.9",".309","-0.2","0.1","-0.2","27","2.0",".331","105"
"Mets","196","7.1 %","26.5 %","0.27",".256",".332",".455",".786",".199","4.4",".319","-0.2","-0.1","-0.6","26","1.8",".330","109"
"Nationals","231","13.0 %","25.1 %","0.52",".236",".341",".431",".771",".195","3.8",".279","0.1","-0.1","0.0","31","1.7",".329","99"
"White Sox","197","6.6 %","24.9 %","0.27",".279",".330",".437",".767",".158","4.2",".352","0.1","-0.1","0.5","26","1.1",".326","105"
"Rangers","220","9.5 %","28.6 %","0.33",".245",".338",".406",".744",".161","5.0",".333","0.2","0.2","0.2","28","0.5",".322","91"
"Angels","216","11.6 %","15.7 %","0.74",".225",".329",".428",".757",".203","3.1",".218","-0.2","-0.4","0.0","27","0.3",".321","104"
"Orioles","228","7.0 %","21.9 %","0.32",".262",".322",".417",".739",".155","5.1",".320","0.1","-0.1","-0.4","27","-1.5",".312","91"
"Pirates","223","7.2 %","22.0 %","0.33",".266",".326",".414",".740",".148","5.5",".333","0.2","-0.1","0.5","26","-1.7",".311","92"
"Marlins","184","7.6 %","22.3 %","0.34",".246",".311",".389",".701",".144","2.4",".298","-0.3","-0.4","0.1","20","-2.9",".302","87"
"Athletics","260","8.8 %","15.0 %","0.59",".240",".319",".378",".697",".137","3.2",".258","0.2","-0.4","0.0","29","-4.1",".302","89"
"Rays","249","10.8 %","24.5 %","0.44",".252",".337",".344",".681",".092","5.4",".333","0.2","0.1","1.6","27","-4.5",".299","88"
"Tigers","181","11.6 %","22.1 %","0.53",".224",".320",".365",".686",".141","5.9",".284","-0.7","0.2","0.7","19","-3.3",".299","83"
"Royals","225","5.8 %","22.7 %","0.25",".240",".289",".399",".688",".159","5.9",".283","-0.2","0.1","-0.4","23","-5.6",".291","77"
"Red Sox","225","8.4 %","20.0 %","0.42",".243",".309",".371",".681",".129","4.5",".288","0.0","0.0","0.3","22","-6.1",".289","74"
"Cardinals","181","8.8 %","19.3 %","0.46",".216",".283",".395",".678",".179","3.7",".236","0.1","0.0","-0.3","18","-5.1",".287","78"
"Rockies","224","9.8 %","24.1 %","0.41",".209",".290",".367",".658",".158","3.9",".245","0.2","0.0","-1.0","21","-7.4",".282","57"
"Blue Jays","211","9.5 %","31.3 %","0.30",".186",".275",".324",".599",".138","0.8",".256","-0.2","0.0","-0.5","16","-10.7",".261","59"
"Giants","214","6.5 %","23.4 %","0.28",".210",".272",".318",".590",".108","4.0",".255","-0.2","0.1","0.5","15","-11.9",".256","57"
"Indians","172","9.3 %","30.2 %","0.31",".196",".269",".307",".576",".111","5.1",".270","0.1","0.0","0.7","11","-10.5",".250","47"
"Reds","208","6.3 %","27.9 %","0.22",".160",".216",".294",".510",".134","1.7",".192","-0.3","-0.3","-0.7","7","-18.7",".216","26"
