"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Braves","248","9.7 %","19.4 %","0.50",".324",".397",".571",".968",".247","3.7",".365","0.0","0.2","0.0","49","17.6",".402","148"
"Nationals","224","10.3 %","18.3 %","0.56",".290",".376",".560",".935",".269","7.2",".307","0.0","-0.1","0.4","40","12.1",".383","132"
"Dodgers","276","8.0 %","18.8 %","0.42",".306",".365",".559",".924",".253","3.2",".333","0.0","0.1","0.3","49","14.5",".381","136"
"Indians","270","8.5 %","20.0 %","0.43",".295",".358",".539",".898",".245","6.2",".326","0.4","0.0","0.4","46","12.0",".371","130"
"Yankees","262","9.9 %","25.2 %","0.39",".289",".364",".522",".886",".233","3.8",".342","-0.2","0.2","-0.2","45","11.6",".371","133"
"Athletics","263","8.4 %","16.7 %","0.50",".271",".346",".547",".893",".275","4.5",".281","0.3","-0.1","0.3","44","10.6",".367","133"
"Reds","273","8.8 %","22.7 %","0.39",".272",".367",".509",".875",".237","6.8",".319","-0.5","-0.1","0.2","45","11.0",".366","124"
"Mets","271","10.3 %","19.6 %","0.53",".278",".356",".485",".841",".207","4.6",".316","-0.5","-0.2","1.3","42","7.8",".353","123"
"Blue Jays","282","10.6 %","24.8 %","0.43",".257",".337",".514",".851",".257","4.0",".282","-0.1","0.1","-0.2","43","8.0",".353","121"
"Padres","232","10.8 %","24.6 %","0.44",".277",".357",".485",".842",".208","6.3",".345","0.0","-0.1","0.2","35","5.6",".348","115"
"Angels","281","7.5 %","17.1 %","0.44",".285",".339",".486",".825",".202","2.5",".301","-0.1","-0.1","-0.6","41","6.1",".345","118"
"Red Sox","280","8.6 %","21.4 %","0.40",".291",".355",".454",".809",".163","6.2",".358","-0.3","0.2","0.4","41","5.3",".342","109"
"Mariners","271","10.0 %","25.1 %","0.40",".264",".343",".464",".808",".201","4.4",".321","0.2","0.2","-0.2","39","5.0",".341","117"
"Rangers","256","8.6 %","26.6 %","0.32",".254",".322",".496",".817",".241","4.5",".305","-0.2","0.2","0.0","37","4.7",".341","103"
"Pirates","184","7.6 %","15.2 %","0.50",".279",".341",".467",".807",".188","5.8",".313","-0.2","0.0","0.1","26","2.5",".336","109"
"Rockies","242","6.2 %","26.0 %","0.24",".280",".324",".458",".781",".178","2.9",".351","0.1","-0.2","-1.4","32","1.3",".326","86"
"Astros","269","12.3 %","19.7 %","0.62",".243",".338",".400",".738",".157","0.4",".282","-0.3","0.0","-0.2","34","-0.2",".319","101"
"White Sox","190","4.7 %","24.2 %","0.20",".254",".302",".446",".748",".192","4.1",".306","0.3","0.1","-0.3","23","-0.9",".314","97"
"Twins","308","7.1 %","21.8 %","0.33",".254",".319",".414",".734",".161","1.9",".297","-0.5","0.1","0.0","37","-2.2",".312","92"
"Diamondbacks","246","9.3 %","20.3 %","0.46",".262",".344",".369",".713",".107","5.1",".321","0.5","0.0","1.0","29","-1.9",".311","88"
"Brewers","262","11.5 %","21.8 %","0.53",".217",".322",".389",".711",".173","4.1",".245","0.1","-0.1","1.1","31","-2.4",".309","87"
"Royals","271","6.6 %","17.3 %","0.38",".258",".317",".410",".727",".152","5.3",".292","-0.6","0.0","1.0","32","-2.6",".309","88"
"Cubs","214","7.9 %","24.8 %","0.32",".233",".294",".373",".667",".140","5.2",".289","0.2","-0.1","0.7","20","-6.6",".284","73"
"Phillies","219","11.0 %","24.7 %","0.44",".212",".303",".337",".640",".124","4.1",".269","0.1","0.2","0.9","20","-7.6",".280","68"
"Tigers","182","5.5 %","26.9 %","0.20",".229",".276",".376",".653",".147","4.2",".299","-0.2","0.0","-0.5","16","-6.6",".278","72"
"Giants","259","9.3 %","23.2 %","0.40",".208",".286",".359",".645",".152","4.0",".251","0.1","0.2","-0.5","23","-9.7",".276","71"
"Marlins","261","4.6 %","25.3 %","0.18",".220",".265",".363",".629",".143","2.2",".273","-0.3","-0.5","-1.4","21","-12.0",".267","66"
"Orioles","265","9.1 %","22.3 %","0.41",".220",".293",".318",".611",".097","5.5",".270","-0.2","0.0","0.4","21","-12.5",".265","60"
"Cardinals","265","9.1 %","21.5 %","0.42",".202",".280",".328",".608",".126","3.8",".231","0.1","0.0","0.4","21","-12.6",".265","62"
"Rays","247","6.1 %","27.9 %","0.22",".200",".260",".342",".602",".142","5.8",".261","0.4","0.3","-0.2","18","-13.2",".258","61"
