"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","277","7.2 %","18.8 %","0.38",".302",".357",".565",".921",".262","3.5",".324","0.0","0.1","0.3","49","14.0",".378","134"
"Braves","241","10.0 %","19.5 %","0.51",".274",".353",".507",".860",".233","3.2",".297","0.0","0.2","0.1","39","8.6",".361","122"
"Mariners","277","10.5 %","22.4 %","0.47",".283",".368",".483",".852",".200","3.9",".331","0.2","0.2","0.2","45","9.6",".360","129"
"Rangers","256","7.8 %","25.4 %","0.31",".276",".335",".530",".865",".254","5.1",".329","-0.2","0.2","0.0","41","8.5",".358","115"
"Indians","261","7.3 %","21.5 %","0.34",".283",".340",".519",".859",".236","6.7",".315","0.4","-0.1","0.6","41","8.4",".357","120"
"Mets","269","10.4 %","20.1 %","0.52",".270",".350",".506",".856",".236","4.4",".300","-0.5","-0.2","1.1","42","8.5",".357","125"
"Athletics","262","8.8 %","15.6 %","0.56",".265",".344",".513",".856",".248","4.6",".276","0.3","-0.1","0.3","41","7.8",".354","125"
"Angels","287","8.4 %","17.8 %","0.47",".295",".357",".481",".837",".186","2.4",".325","-0.2","-0.1","-0.6","44","8.3",".353","123"
"Yankees","251","8.8 %","27.5 %","0.32",".270",".336",".509",".845",".239","5.2",".322","-0.2","0.3","0.3","39","7.0",".352","120"
"Astros","272","10.7 %","18.8 %","0.57",".264",".346",".471",".817",".207","0.8",".291","-0.4","-0.1","-0.1","40","5.8",".345","119"
"Pirates","199","8.0 %","15.1 %","0.53",".299",".362",".460",".822",".161","4.4",".336","-0.2","0.0","-0.1","29","4.2",".344","113"
"Reds","264","8.0 %","26.5 %","0.30",".254",".342",".461",".803",".207","6.4",".318","-0.4","-0.1","-0.2","38","4.6",".340","106"
"Nationals","221","9.0 %","17.6 %","0.51",".263",".339",".485",".824",".222","6.9",".281","0.0","-0.1","0.9","32","3.7",".340","105"
"Blue Jays","278","11.2 %","25.2 %","0.44",".245",".331",".453",".784",".208","2.8",".284","-0.1","0.1","-0.2","37","2.4",".330","106"
"Padres","240","11.3 %","26.3 %","0.43",".258",".345",".416",".761",".158","4.8",".340","-0.1","-0.1","0.2","31","0.6",".323","99"
"Royals","263","5.7 %","17.1 %","0.33",".271",".322",".442",".764",".171","5.4",".302","-0.5","0.0","1.2","33","0.3",".321","97"
"Red Sox","268","7.5 %","23.9 %","0.31",".273",".333",".405",".738",".132","5.6",".352","-0.3","0.2","0.2","33","-1.1",".315","91"
"Brewers","259","12.4 %","23.6 %","0.52",".217",".326",".398",".724",".181","4.2",".252","0.1","-0.1","1.1","31","-1.4",".313","90"
"Cubs","212","8.5 %","25.5 %","0.33",".250",".314",".417",".731",".167","5.5",".313","0.2","-0.1","0.7","25","-1.9",".310","89"
"White Sox","190","5.3 %","22.6 %","0.23",".261",".307",".420",".727",".159","4.1",".318","0.3","0.1","-0.3","22","-2.0",".308","93"
"Tigers","186","6.5 %","24.2 %","0.27",".250",".303",".395",".698",".145","2.9",".311","-0.2","0.0","-0.6","20","-3.4",".298","85"
"Diamondbacks","241","10.4 %","19.9 %","0.52",".249",".336",".340",".676",".091","5.1",".308","0.4","0.0","1.1","25","-4.9",".296","78"
"Rockies","233","6.4 %","25.3 %","0.25",".250",".297",".403",".700",".153","2.7",".307","0.2","-0.1","-1.0","24","-4.9",".296","67"
"Marlins","266","4.9 %","23.7 %","0.21",".245",".291",".414",".704",".169","1.8",".294","-0.4","-0.5","-1.0","28","-5.7",".295","84"
"Twins","299","6.0 %","21.4 %","0.28",".237",".299",".387",".686",".150","1.7",".275","-0.5","0.1","0.1","31","-6.9",".293","80"
"Cardinals","268","7.8 %","20.5 %","0.38",".225",".292",".348",".640",".123","4.4",".264","0.2","0.0","0.4","24","-10.0",".277","70"
"Phillies","219","11.0 %","25.1 %","0.44",".204",".294",".330",".623",".126","4.5",".256","0.1","0.2","0.9","18","-9.1",".272","64"
"Rays","256","6.6 %","24.2 %","0.27",".219",".282",".330",".613",".112","4.4",".280","0.3","0.3","-0.2","21","-11.7",".267","66"
"Giants","257","8.2 %","24.5 %","0.33",".193",".265",".352",".617",".159","3.7",".232","0.1","0.2","-0.5","19","-13.0",".262","62"
"Orioles","255","9.4 %","22.7 %","0.41",".208",".285",".301",".585",".093","4.1",".259","-0.2","0.0","0.0","18","-14.2",".256","54"
