"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","150","14.0 %","14.0 %","1.00",".347",".459",".711","1.170",".364","3.1",".333","0.0","0.1","-0.3","39","20.1",".475","195"
"Cubs","88","17.0 %","13.6 %","1.25",".310",".432",".563",".995",".254","3.4",".321","0.1","-0.1","-0.3","18","7.3",".416","158"
"Mariners","121","9.9 %","24.0 %","0.41",".288",".364",".625",".989",".337","7.3",".304","-0.1","0.1","0.5","23","8.2",".398","155"
"Phillies","73","15.1 %","24.7 %","0.61",".258",".370",".613",".983",".355","6.6",".263","0.1","0.1","-0.3","14","4.3",".389","149"
"Yankees","80","17.5 %","21.3 %","0.82",".297",".425",".469",".894",".172","1.0",".356","0.0","-0.3","-0.1","15","4.5",".385","143"
"Rangers","78","17.9 %","25.6 %","0.70",".250",".385",".484",".869",".234","2.4",".300","0.1","0.1","-0.9","13","3.4",".370","125"
"Braves","76","13.2 %","23.7 %","0.56",".258",".355",".470",".825",".212","5.9",".311","0.1","0.1","-0.1","12","2.0",".350","115"
"Brewers","105","8.6 %","21.0 %","0.41",".245",".314",".511",".825",".266","1.7",".231","0.1","-0.1","-0.5","15","1.6",".338","108"
"Cardinals","118","8.5 %","27.1 %","0.31",".248",".319",".467",".786",".219","3.3",".299","0.1","0.0","0.1","16","0.8",".328","105"
"Mets","80","10.0 %","28.8 %","0.35",".268",".342",".394",".736",".127","5.3",".383","-0.1","0.0","-0.5","10","-0.1",".319","99"
"Reds","34","8.8 %","23.5 %","0.38",".194",".265",".484",".749",".290","3.8",".190","-0.1","-0.1","-0.4","4","-0.4",".308","90"
"Astros","109","8.3 %","22.9 %","0.36",".242",".312",".404",".716",".162","1.7",".286","-0.1","-0.1","-1.2","13","-1.2",".307","94"
"Royals","75","10.7 %","14.7 %","0.73",".238",".338",".365",".703",".127","8.9",".283","0.0","0.0","0.6","9","-0.8",".307","91"
"Red Sox","119","5.9 %","22.7 %","0.26",".255",".303",".409",".712",".155","5.1",".300","0.0","0.0","0.5","13","-1.9",".302","82"
"Diamondbacks","126","7.1 %","25.4 %","0.28",".226",".278",".470",".747",".243","3.2",".244","0.2","0.0","0.2","14","-2.0",".301","85"
"Rockies","117","6.0 %","22.2 %","0.27",".259",".308",".389",".697",".130","5.5",".329","0.1","-0.1","0.1","12","-2.3",".297","68"
"Athletics","102","6.9 %","14.7 %","0.47",".226",".284",".398",".682",".172","4.9",".227","0.1","-0.1","0.2","10","-2.8",".289","82"
"Padres","97","5.2 %","27.8 %","0.19",".244",".289",".378",".666",".133","3.9",".323","0.1","0.0","0.1","9","-3.0",".284","76"
"Marlins","105","4.8 %","18.1 %","0.26",".227",".276",".392",".668",".165","2.4",".240","-0.2","-0.2","-0.9","10","-3.4",".283","76"
"Pirates","39","17.9 %","28.2 %","0.64",".161",".316",".258",".574",".097","0.7",".211","0.0","0.0","0.0","3","-1.7",".270","62"
"Nationals","75","5.3 %","33.3 %","0.16",".209",".280",".328",".608",".119","6.5",".310","0.1","0.0","0.8","6","-3.5",".265","62"
"White Sox","74","8.1 %","20.3 %","0.40",".209",".284",".313",".597",".104","4.3",".240","0.1","0.0","0.2","6","-3.6",".264","63"
"Giants","107","5.6 %","24.3 %","0.23",".206",".280",".309",".590",".103","2.4",".271","-0.2","-0.1","0.2","8","-5.5",".261","62"
"Orioles","72","2.8 %","25.0 %","0.11",".243",".264",".286",".550",".043","5.1",".327","0.0","0.0","0.4","4","-5.0",".239","45"
"Angels","108","9.3 %","12.0 %","0.77",".198",".278",".250",".528",".052","1.2",".226","-0.1","-0.2","-0.1","6","-7.9",".235","46"
"Rays","98","3.1 %","38.8 %","0.08",".185",".227",".293",".520",".109","5.7",".288","0.1","0.1","0.8","4","-8.0",".225","40"
"Blue Jays","102","7.8 %","24.5 %","0.32",".165",".248",".242",".489",".077","3.5",".215","-0.1","0.1","0.0","4","-8.6",".222","36"
"Tigers","104","9.6 %","35.6 %","0.27",".120",".221",".196",".417",".076","2.9",".185","-0.4","0.2","-0.5","2","-11.2",".195","16"
"Twins","63","6.3 %","25.4 %","0.25",".107",".206",".196",".403",".089","3.9",".150","-0.1","0.0","0.0","0","-7.6",".180","7"
"Indians","64","6.3 %","40.6 %","0.15",".102",".156",".169",".326",".068","0.2",".152","0.0","0.0","0.0","-2","-9.6",".147","-10"
