"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","233","6.0 %","24.0 %","0.25",".272",".330",".554",".884",".282","3.9",".306","-0.3","0.1","-1.0","38","8.7",".363","127"
"Braves","238","8.4 %","21.0 %","0.40",".272",".336",".535",".871",".263","6.4",".303","0.0","0.2","0.5","38","8.3",".360","120"
"Pirates","247","6.1 %","21.9 %","0.28",".296",".347",".511",".858",".215","5.6",".358","-0.1","0.0","0.5","38","7.3",".354","118"
"Brewers","248","8.5 %","23.0 %","0.37",".275",".341",".495",".837",".221","5.3",".318","0.0","0.0","0.9","38","6.6",".351","114"
"Marlins","244","7.0 %","24.2 %","0.29",".284",".340",".468",".809",".185","3.3",".354","-0.5","-0.5","-0.8","35","4.1",".339","113"
"Rays","236","7.6 %","20.8 %","0.37",".274",".342",".448",".790",".175","3.3",".318","0.2","0.3","-1.9","33","3.1",".335","112"
"Red Sox","237","9.3 %","21.5 %","0.43",".274",".342",".448",".790",".175","6.1",".331","-0.2","0.1","0.0","32","2.7",".333","103"
"Rangers","242","7.4 %","19.8 %","0.38",".290",".347",".406",".753",".115","5.2",".349","0.2","0.2","0.2","31","0.6",".323","91"
"Angels","276","9.1 %","14.9 %","0.61",".251",".330",".440",".770",".189","3.9",".258","-0.1","0.0","0.2","35","0.7",".323","104"
"Mariners","294","12.9 %","26.2 %","0.49",".221",".330",".419",".749",".198","4.5",".255","0.5","0.2","1.2","38","0.7",".323","104"
"Nationals","224","8.5 %","21.0 %","0.40",".246",".317",".447",".764",".201","3.9",".283","0.0","-0.1","-0.3","28","0.2",".321","93"
"Mets","225","6.2 %","19.6 %","0.32",".252",".308",".451",".759",".199","2.2",".265","-0.4","-0.1","0.1","28","0.0",".320","100"
"Athletics","245","7.3 %","27.3 %","0.27",".256",".310",".430",".741",".175","2.7",".320","0.2","-0.2","-0.6","29","-1.6",".312","97"
"Yankees","227","8.8 %","23.3 %","0.38",".245",".313",".412",".725",".167","1.8",".285","-0.5","0.1","-0.6","26","-2.2",".309","92"
"Padres","256","11.3 %","25.4 %","0.45",".220",".311",".413",".724",".193","4.9",".252","-0.2","-0.2","0.5","30","-2.7",".308","90"
"Astros","303","9.6 %","11.2 %","0.85",".238",".311",".415",".726",".177","6.1",".233","0.2","0.2","1.0","34","-4.0",".305","91"
"Indians","206","6.3 %","18.4 %","0.34",".219",".270",".476",".746",".257","4.5",".201","0.2","0.0","-0.1","23","-2.9",".304","84"
"Dodgers","226","8.0 %","25.2 %","0.32",".245",".304",".426",".730",".181","4.0",".298","0.0","0.2","-0.1","25","-3.4",".303","89"
"Cubs","244","9.4 %","26.6 %","0.35",".231",".309",".398",".707",".167","3.5",".290","0.3","-0.1","-0.4","26","-4.3",".299","82"
"Tigers","225","4.9 %","23.6 %","0.21",".264",".302",".392",".694",".127","5.4",".333","-0.2","0.1","0.5","23","-5.1",".293","80"
"Rockies","216","5.1 %","22.7 %","0.22",".249",".288",".408",".696",".159","4.7",".302","0.2","0.1","-0.1","22","-5.4",".291","62"
"Phillies","215","4.7 %","20.9 %","0.22",".229",".276",".423",".699",".194","4.2",".257","0.2","0.1","-0.9","21","-5.6",".290","75"
"Giants","225","8.0 %","20.0 %","0.40",".236",".298",".389",".687",".153","2.9",".271","0.0","0.3","-0.3","22","-6.0",".289","80"
"White Sox","179","7.8 %","26.8 %","0.29",".235",".296",".377",".673",".142","2.1",".297","0.3","0.1","-1.2","18","-4.9",".288","80"
"Blue Jays","215","7.9 %","17.2 %","0.46",".209",".279",".378",".657",".168","4.0",".213","-0.2","0.0","0.7","20","-7.1",".282","73"
"Royals","215","2.8 %","29.8 %","0.09",".251",".276",".391",".667",".140","4.8",".341","0.0","-0.1","0.7","20","-7.1",".282","71"
"Orioles","234","5.1 %","27.4 %","0.19",".213",".266",".375",".641",".162","3.8",".252","-0.1","-0.2","0.5","20","-9.5",".273","65"
"Cardinals","165","5.5 %","30.3 %","0.18",".227",".268",".370",".638",".143","4.5",".293","0.1","0.1","1.1","13","-7.3",".269","65"
"Diamondbacks","224","6.7 %","22.8 %","0.29",".206",".266",".368",".633",".162","4.9",".238","0.4","0.0","0.1","17","-10.8",".264","57"
"Reds","185","8.6 %","24.3 %","0.36",".193",".266",".307",".574",".114","3.2",".244","-0.4","-0.1","0.5","11","-12.1",".244","50"
