"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rockies","204","9.3 %","23.5 %","0.40",".333",".401",".622","1.023",".289","5.7",".407","0.1","0.0","-0.3","43","17.0",".417","144"
"Astros","270","9.3 %","17.0 %","0.54",".314",".378",".598",".976",".285","4.1",".315","-0.2","-0.2","-0.2","53","18.7",".400","156"
"Mets","160","11.3 %","22.5 %","0.50",".314",".406",".526",".932",".212","3.0",".379","-0.3","0.0","0.1","30","10.2",".394","150"
"Red Sox","219","16.0 %","20.1 %","0.80",".287",".404",".530",".934",".243","3.1",".317","-0.1","0.0","-1.1","41","13.9",".393","143"
"Twins","285","9.8 %","20.0 %","0.49",".287",".361",".510",".871",".223","3.2",".317","-0.3","0.1","-0.2","47","11.0",".365","128"
"Angels","280","8.2 %","15.4 %","0.53",".288",".349",".508",".857",".220","5.3",".299","-0.1","-0.3","0.4","44","9.0",".357","127"
"Giants","202","10.9 %","23.8 %","0.46",".270",".351",".483",".835",".213","5.1",".325","0.0","0.1","-0.3","31","5.5",".351","120"
"Dodgers","223","10.8 %","18.4 %","0.59",".249",".345",".460",".806",".212","5.3",".259","0.0","0.2","0.7","31","3.0",".335","109"
"Diamondbacks","289","9.0 %","24.2 %","0.37",".258",".334",".430",".764",".172","5.5",".324","0.4","-0.2","0.8","38","1.6",".326","98"
"Pirates","268","6.3 %","22.0 %","0.29",".275",".332",".417",".749",".142","5.1",".341","-0.1","-0.1","-0.4","34","-0.1",".319","98"
"Padres","190","5.8 %","24.7 %","0.23",".273",".317",".432",".749",".159","4.1",".333","-0.3","-0.3","0.5","23","-0.8",".315","95"
"Brewers","256","14.5 %","23.4 %","0.62",".241",".352",".380",".731",".139","4.4",".303","0.1","-0.1","0.4","31","-1.2",".315","92"
"Rays","198","8.6 %","28.3 %","0.30",".250",".318",".422",".740",".172","3.4",".325","0.3","0.1","0.5","24","-1.0",".314","98"
"Phillies","239","11.3 %","19.2 %","0.59",".245",".333",".370",".704",".125","4.5",".296","0.2","0.2","0.1","27","-2.6",".307","85"
"White Sox","240","5.4 %","26.3 %","0.21",".249",".297",".421",".717",".172","3.9",".309","0.3","0.1","0.2","27","-3.3",".304","90"
"Athletics","279","11.1 %","23.3 %","0.48",".215",".306",".386",".692",".171","3.2",".247","0.3","-0.3","0.0","30","-5.4",".297","87"
"Indians","255","9.4 %","22.4 %","0.42",".246",".317",".371",".688",".125","3.3",".299","0.4","0.1","-0.7","27","-5.3",".296","79"
"Cubs","239","12.1 %","20.9 %","0.58",".221",".322",".373",".695",".152","2.8",".257","0.4","-0.1","-1.0","25","-5.2",".294","78"
"Mariners","263","8.0 %","22.1 %","0.36",".216",".285",".411",".696",".195","4.3",".240","-0.3","0.4","-0.6","27","-6.0",".294","86"
"Rangers","222","11.7 %","32.9 %","0.36",".192",".294",".373",".667",".181","4.2",".252","0.3","0.2","0.7","22","-6.2",".288","68"
"Braves","216","2.8 %","19.9 %","0.14",".251",".282",".396",".679",".145","4.5",".296","0.1","0.2","-0.8","21","-6.2",".287","73"
"Cardinals","229","10.0 %","21.0 %","0.48",".233",".320",".322",".642",".089","2.0",".291","0.1","-0.1","-0.6","22","-6.7",".286","76"
"Royals","181","7.2 %","23.8 %","0.30",".210",".287",".377",".664",".167","5.5",".246","-0.1","0.1","-0.6","17","-5.4",".285","73"
"Orioles","193","7.3 %","29.0 %","0.25",".203",".269",".395",".665",".192","3.3",".241","0.1","-0.1","0.5","18","-6.3",".282","73"
"Reds","237","8.0 %","21.9 %","0.37",".214",".284",".340",".623",".126","5.2",".259","-0.5","-0.1","-0.4","20","-10.0",".271","62"
"Tigers","284","5.6 %","23.6 %","0.24",".202",".254",".374",".628",".172","5.4",".237","-0.2","0.2","0.3","22","-13.7",".264","60"
"Yankees","213","6.1 %","23.0 %","0.27",".228",".288",".326",".614",".098","3.8",".287","-0.1","-0.3","0.1","17","-10.3",".264","61"
"Marlins","190","6.8 %","27.9 %","0.25",".211",".268",".251",".520",".040","3.4",".301","-0.2","-0.3","0.7","10","-14.2",".233","43"
"Blue Jays","166","7.8 %","24.7 %","0.32",".157",".223",".281",".504",".124","2.1",".185","-0.1","-0.1","-0.5","7","-14.3",".220","33"
"Nationals","212","5.7 %","27.8 %","0.20",".176",".233",".238",".472",".062","2.9",".239","0.1","0.0","-0.1","7","-20.0",".211","22"
