"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Pirates","296","5.4 %","15.2 %","0.36",".351",".392",".578",".970",".228","5.0",".383","-0.2","0.0","-1.3","58","20.8",".401","148"
"Astros","253","14.2 %","19.0 %","0.75",".311",".414",".541",".955",".230","3.9",".357","-0.1","-0.2","-1.0","49","17.0",".398","155"
"Twins","248","10.1 %","25.8 %","0.39",".298",".375",".573",".948",".275","2.2",".345","-0.3","0.1","-0.1","46","15.0",".390","145"
"Cardinals","240","10.4 %","19.2 %","0.54",".310",".389",".529",".918",".219","5.6",".359","0.4","0.1","-0.5","44","13.6",".385","141"
"Athletics","304","10.5 %","19.4 %","0.54",".291",".386",".510",".896",".218","4.4",".335","0.0","-0.4","-0.7","53","15.1",".378","141"
"Orioles","196","6.1 %","21.9 %","0.28",".316",".362",".503",".865",".186","4.8",".369","0.0","0.0","0.4","31","6.7",".360","125"
"Indians","232","9.1 %","18.1 %","0.50",".260",".335",".515",".849",".255","4.3",".265","-0.5","-0.2","-0.2","35","6.0",".350","115"
"Phillies","237","6.3 %","22.8 %","0.28",".294",".339",".505",".844",".211","6.1",".350","0.0","0.2","0.2","36","6.1",".350","115"
"Braves","236","12.7 %","23.3 %","0.55",".265",".366",".445",".811",".180","5.4",".333","0.3","0.3","0.7","35","5.0",".344","110"
"Diamondbacks","231","7.4 %","21.6 %","0.34",".274",".338",".481",".818",".207","6.0",".318","0.4","0.0","0.9","34","4.7",".343","108"
"Nationals","194","6.7 %","15.5 %","0.43",".276",".340",".466",".806",".190","6.8",".304","-0.3","-0.2","0.7","28","3.2",".339","104"
"Rockies","269","6.7 %","25.7 %","0.26",".285",".332",".480",".812",".195","4.0",".353","0.4","-0.1","-0.6","38","4.5",".339","94"
"Rays","225","6.7 %","26.2 %","0.25",".277",".329",".476",".805",".199","4.0",".338","0.0","0.2","0.1","31","3.0",".336","112"
"Cubs","226","5.3 %","27.0 %","0.20",".254",".304",".502",".806",".249","2.5",".296","0.5","-0.2","-0.8","31","2.9",".335","109"
"Yankees","230","6.1 %","24.3 %","0.25",".239",".296",".512",".807",".272","4.8",".248","0.1","0.0","0.5","32","2.7",".334","108"
"Mets","238","7.1 %","17.6 %","0.40",".265",".333",".437",".771",".172","2.8",".297","-0.4","0.0","-0.6","32","1.8",".329","106"
"Blue Jays","187","11.2 %","20.3 %","0.55",".261",".344",".418",".762",".158","2.2",".306","-0.3","-0.1","0.1","25","1.4",".328","106"
"Red Sox","216","9.3 %","18.1 %","0.51",".229",".313",".468",".781",".239","3.6",".229","-0.2","0.0","-0.3","29","1.3",".327","99"
"Dodgers","279","10.4 %","23.3 %","0.45",".255",".341",".440",".781",".185","3.8",".312","0.1","0.2","-0.2","37","1.7",".327","105"
"Royals","271","7.7 %","21.4 %","0.36",".260",".326",".434",".760",".174","2.7",".299","-0.1","0.0","-1.0","34","0.2",".321","97"
"Reds","277","7.2 %","23.8 %","0.30",".225",".297",".454",".751",".229","5.9",".243","-0.3","-0.1","0.4","33","-1.5",".314","89"
"Giants","228","6.1 %","21.1 %","0.29",".251",".307",".377",".684",".126","2.2",".299","-0.3","0.0","-0.4","24","-5.2",".294","83"
"Angels","205","12.7 %","22.4 %","0.57",".203",".312",".350",".662",".147","3.0",".240","0.0","-0.2","-0.1","20","-6.0",".286","79"
"White Sox","227","4.8 %","26.0 %","0.19",".252",".313",".330",".643",".078","1.6",".345","0.2","0.1","-0.1","21","-7.2",".283","74"
"Brewers","222","9.0 %","24.8 %","0.36",".226",".297",".357",".654",".131","4.4",".294","0.0","0.0","0.7","20","-7.5",".281","70"
"Tigers","210","2.4 %","30.5 %","0.08",".248",".267",".396",".663",".149","4.3",".333","-0.1","-0.4","-0.1","19","-7.8",".277","68"
"Padres","241","7.1 %","25.3 %","0.28",".202",".268",".358",".626",".156","5.5",".250","-0.1","-0.2","-0.4","20","-10.8",".268","63"
"Marlins","249","8.0 %","34.5 %","0.23",".194",".259",".348",".607",".154","3.1",".265","-0.3","-0.2","-0.6","18","-13.1",".259","60"
"Mariners","243","8.2 %","23.5 %","0.35",".183",".256",".284",".541",".101","4.0",".226","0.6","0.4","-1.0","14","-17.1",".239","47"
"Rangers","213","8.5 %","24.9 %","0.34",".177",".250",".281",".531",".104","3.4",".226","0.0","-0.2","0.3","10","-16.5",".230","29"
