"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Royals","231","10.0 %","21.2 %","0.47",".306",".378",".451",".830",".146","5.3",".377","0.0","-0.1","0.3","36","7.0",".355","120"
"Dodgers","224","7.6 %","19.2 %","0.40",".246",".311",".562",".872",".315","3.8",".220","0.1","0.2","0.3","35","6.7",".355","123"
"Mets","232","9.9 %","18.1 %","0.55",".270",".345",".461",".806",".191","3.4",".294","-0.4","0.1","0.0","33","4.1",".340","117"
"Athletics","232","14.2 %","20.7 %","0.69",".223",".349",".451",".800",".228","6.1",".248","0.2","-0.2","0.1","33","4.0",".340","116"
"Pirates","236","9.7 %","20.3 %","0.48",".272",".359",".447",".806",".175","4.8",".325","-0.1","0.0","-0.4","34","3.9",".339","112"
"Braves","207","14.5 %","27.1 %","0.54",".213",".333",".454",".787",".241","6.4",".241","0.2","0.2","1.1","28","2.3",".332","104"
"Diamondbacks","237","8.9 %","24.1 %","0.37",".272",".343",".437",".780",".164","4.6",".342","0.7","0.0","0.0","32","2.1",".330","102"
"White Sox","273","9.9 %","26.0 %","0.38",".255",".337",".439",".776",".184","4.1",".325","0.1","0.1","-0.2","37","2.3",".330","108"
"Cubs","223","12.6 %","23.8 %","0.53",".225",".341",".417",".758",".193","4.5",".266","0.1","-0.2","0.2","29","0.7",".323","99"
"Rays","251","7.6 %","18.7 %","0.40",".261",".335",".423",".758",".162","6.4",".302","0.1","0.2","0.4","32","0.5",".322","104"
"Cardinals","303","8.9 %","19.5 %","0.46",".253",".326",".428",".753",".175","7.5",".294","0.3","0.1","1.4","38","0.0",".320","99"
"Yankees","215","11.2 %","24.7 %","0.45",".218",".312",".441",".753",".223","2.5",".240","0.1","0.1","0.1","27","-0.2",".319","98"
"Angels","229","10.0 %","22.7 %","0.44",".232",".311",".448",".760",".217","4.6",".255","0.1","-0.1","0.3","29","-0.3",".319","102"
"Nationals","259","7.7 %","22.8 %","0.34",".243",".310",".430",".740",".187","4.2",".283","-0.4","-0.2","0.5","31","-1.3",".314","90"
"Phillies","269","7.1 %","26.0 %","0.27",".241",".296",".465",".761",".224","5.6",".285","0.0","0.2","0.9","32","-1.4",".314","90"
"Rangers","260","6.5 %","25.0 %","0.26",".253",".315",".418",".733",".165","3.2",".311","-0.2","-0.2","-0.8","31","-1.6",".313","84"
"Twins","279","10.8 %","24.4 %","0.44",".246",".341",".361",".701",".115","2.7",".318","-0.4","0.2","-0.2","33","-2.5",".309","90"
"Brewers","235","12.3 %","28.9 %","0.43",".223",".325",".391",".716",".168","3.9",".280","0.2","-0.1","0.8","27","-2.2",".309","87"
"Mariners","246","10.6 %","27.6 %","0.38",".223",".321",".377",".698",".153","5.6",".288","0.6","0.4","1.2","28","-3.3",".305","92"
"Astros","233","7.7 %","22.7 %","0.34",".225",".296",".426",".722",".201","5.7",".255","-0.2","-0.2","0.3","26","-3.1",".304","91"
"Tigers","267","3.4 %","26.6 %","0.13",".279",".309",".402",".712",".124","2.2",".364","-0.3","-0.3","-0.4","30","-4.0",".303","85"
"Indians","274","11.3 %","27.0 %","0.42",".234",".326",".370",".696",".136","5.3",".308","-0.4","-0.1","0.4","30","-4.4",".301","82"
"Padres","222","9.9 %","23.0 %","0.43",".232",".315",".379",".694",".146","4.0",".279","-0.1","0.0","0.0","24","-3.6",".301","87"
"Marlins","235","9.8 %","22.1 %","0.44",".232",".316",".382",".698",".150","2.8",".280","-0.2","-0.3","-0.2","26","-3.9",".301","87"
"Red Sox","210","10.5 %","23.8 %","0.44",".204",".292",".392",".684",".188","1.6",".228","-0.1","0.0","-0.5","21","-5.5",".290","74"
"Reds","296","9.8 %","28.7 %","0.34",".204",".291",".377",".667",".173","2.8",".251","-0.1","-0.1","-0.4","29","-8.5",".287","72"
"Rockies","219","7.8 %","26.0 %","0.30",".212",".280",".374",".654",".162","3.6",".259","0.2","0.0","0.5","20","-7.6",".280","58"
"Orioles","255","4.3 %","19.6 %","0.22",".250",".280",".379",".659",".129","3.4",".285","0.1","0.0","0.5","23","-9.1",".278","69"
"Giants","257","8.6 %","24.5 %","0.35",".200",".268",".315",".583",".115","2.6",".242","0.2","0.3","0.3","17","-15.1",".252","56"
"Blue Jays","202","6.9 %","35.1 %","0.20",".148",".218",".295",".513",".148","5.0",".202","-0.2","0.0","0.3","8","-17.2",".222","33"
