"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Braves","301","11.0 %","20.9 %","0.52",".291",".387",".562",".949",".271","5.1",".331","0.0","0.3","-1.5","57","18.9",".392","141"
"Twins","238","8.4 %","18.9 %","0.44",".286",".357",".526",".883",".239","2.2",".308","-0.3","0.2","-0.6","40","10.1",".369","131"
"Mariners","253","9.1 %","19.8 %","0.46",".270",".345",".518",".863",".248","3.9",".290","0.3","0.2","-0.2","40","8.2",".357","128"
"Angels","232","9.1 %","22.4 %","0.40",".259",".346",".502",".849",".244","5.5",".293","0.1","0.0","0.3","35","6.2",".351","121"
"Brewers","215","11.6 %","24.7 %","0.47",".257",".349",".481",".830",".225","3.9",".298","0.0","-0.1","0.7","33","5.7",".350","115"
"Diamondbacks","275","10.5 %","18.9 %","0.56",".252",".331",".512",".843",".260","4.1",".250","0.4","-0.1","0.0","41","6.7",".348","114"
"Red Sox","312","9.3 %","24.4 %","0.38",".263",".335",".504",".839",".241","4.4",".309","-0.5","0.1","-0.6","47","7.5",".348","113"
"Dodgers","234","9.8 %","20.9 %","0.47",".268",".352",".473",".825",".205","1.3",".306","0.1","0.2","-0.6","35","5.1",".345","116"
"Indians","201","8.5 %","21.9 %","0.39",".265",".325",".514",".839",".249","5.1",".295","0.4","0.1","0.1","30","4.3",".345","111"
"Rockies","280","7.5 %","21.8 %","0.34",".282",".353",".456",".808",".173","5.1",".335","0.2","0.0","0.4","41","5.5",".343","96"
"Rays","313","7.3 %","24.6 %","0.30",".283",".348",".424",".772",".141","3.7",".355","0.3","0.1","0.4","42","3.0",".331","109"
"Yankees","239","10.0 %","22.2 %","0.45",".263",".335",".451",".785",".188","3.4",".312","-0.3","0.1","-0.8","32","2.2",".330","106"
"Cubs","264","8.0 %","20.5 %","0.39",".256",".326",".462",".787",".205","3.4",".282","0.3","-0.2","-1.0","36","2.3",".330","100"
"Nationals","225","7.1 %","15.6 %","0.46",".255",".318",".470",".788",".215","5.1",".255","0.1","-0.2","-0.2","30","1.9",".329","98"
"Pirates","281","7.5 %","19.2 %","0.39",".283",".333",".449",".782",".165","5.7",".327","-0.2","0.0","0.2","36","0.6",".322","98"
"Rangers","330","11.5 %","28.2 %","0.41",".252",".351",".399",".750",".147","6.7",".351","0.1","0.4","0.7","42","0.4",".321","90"
"Phillies","221","9.0 %","16.7 %","0.54",".245",".312",".459",".771",".214","5.5",".252","0.2","0.1","-0.2","28","0.2",".321","97"
"White Sox","216","8.3 %","13.9 %","0.60",".253",".315",".444",".759",".192","1.7",".258","0.2","0.0","-0.1","27","-0.1",".319","100"
"Padres","244","6.1 %","25.0 %","0.25",".266",".311",".445",".757",".179","5.9",".331","-0.1","-0.1","0.7","30","-0.6",".317","96"
"Astros","200","12.5 %","24.0 %","0.52",".224",".325",".418",".743",".194","6.2",".250","-0.2","0.1","0.2","25","-0.5",".317","100"
"Mets","229","7.4 %","24.9 %","0.30",".250",".314",".433",".747",".183","5.6",".301","-0.4","-0.1","0.5","28","-1.0",".315","98"
"Tigers","227","8.8 %","26.0 %","0.34",".240",".313",".430",".743",".190","5.0",".297","-0.3","0.0","0.1","27","-1.4",".313","92"
"Orioles","221","7.2 %","21.3 %","0.34",".259",".323",".403",".726",".144","2.8",".315","-0.1","0.0","-1.2","26","-1.5",".312","91"
"Giants","177","7.9 %","27.1 %","0.29",".250",".309",".394",".702",".144","3.9",".318","0.1","0.2","0.7","19","-3.0",".301","85"
"Blue Jays","230","8.7 %","27.4 %","0.32",".236",".304",".385",".689",".149","4.4",".307","-0.1","0.0","0.3","24","-4.8",".296","82"
"Cardinals","260","8.1 %","23.5 %","0.34",".224",".292",".397",".688",".172","5.5",".267","0.2","0.1","0.7","27","-6.1",".293","82"
"Athletics","260","7.7 %","21.5 %","0.36",".220",".296",".379",".675",".159","4.0",".249","0.2","-0.1","-0.2","26","-6.9",".289","81"
"Reds","183","8.2 %","26.2 %","0.31",".216",".280",".365",".645",".150","0.7",".272","-0.3","0.0","-0.1","16","-7.1",".275","65"
"Marlins","228","4.8 %","24.1 %","0.20",".243",".293",".333",".627",".090","3.3",".316","-0.5","-0.5","0.1","19","-9.2",".273","69"
"Royals","209","7.2 %","27.8 %","0.26",".197",".258",".301",".559",".104","5.0",".265","0.0","0.0","1.9","13","-13.6",".245","47"
