"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Pirates","256","7.0 %","17.6 %","0.40",".314",".371",".493",".864",".179","5.2",".365","-0.1","0.0","0.7","41","8.8",".360","122"
"Twins","232","6.5 %","22.8 %","0.28",".260",".329",".500",".829",".240","4.8",".297","-0.3","0.2","-0.4","34","5.0",".345","115"
"Red Sox","237","9.7 %","22.4 %","0.43",".280",".350",".460",".810",".180","6.0",".340","-0.2","0.1","0.0","34","4.0",".340","108"
"Mets","232","6.5 %","21.1 %","0.31",".280",".335",".469",".804",".190","2.5",".316","-0.4","-0.1","0.1","33","3.9",".339","113"
"Marlins","244","6.6 %","24.2 %","0.27",".278",".332",".471",".803",".193","3.4",".342","-0.5","-0.5","-0.8","34","3.3",".336","110"
"Dodgers","228","7.5 %","23.2 %","0.32",".271",".323",".493",".816",".222","3.9",".310","0.0","0.2","-0.6","32","2.9",".335","109"
"Angels","275","8.4 %","13.8 %","0.61",".258",".331",".455",".786",".197","3.7",".259","-0.1","0.0","-0.2","37","1.9",".328","108"
"Braves","227","7.5 %","20.3 %","0.37",".249",".307",".483",".790",".234","7.2",".272","0.0","0.2","0.9","30","1.5",".327","99"
"Rockies","222","6.8 %","18.5 %","0.37",".279",".326",".456",".782",".176","4.7",".325","0.2","0.0","0.1","29","1.3",".327","85"
"Padres","258","12.0 %","26.7 %","0.45",".224",".320",".439",".760",".215","3.7",".255","-0.3","-0.3","0.5","33","0.3",".321","98"
"Yankees","227","9.3 %","25.6 %","0.36",".256",".326",".429",".755",".172","2.1",".312","-0.4","0.1","-1.0","29","0.2",".321","100"
"Rays","234","8.5 %","20.9 %","0.41",".251",".332",".411",".743",".159","3.4",".293","0.2","0.3","-1.0","29","-0.3",".319","101"
"Brewers","239","7.5 %","25.1 %","0.30",".239",".303",".450",".752",".211","4.9",".274","0.0","-0.1","0.7","29","-0.7",".317","92"
"Orioles","231","7.4 %","22.9 %","0.32",".240",".309",".438",".746",".197","4.2",".264","-0.1","-0.2","0.4","28","-0.8",".316","94"
"Rangers","235","7.7 %","20.9 %","0.37",".281",".340",".390",".731",".110","4.8",".342","0.2","0.1","0.6","29","-1.0",".315","86"
"Nationals","224","9.8 %","22.8 %","0.43",".232",".311",".434",".745",".202","2.7",".266","-0.1","-0.1","-0.3","27","-1.2",".314","88"
"Astros","296","9.5 %","10.8 %","0.88",".250",".319",".431",".749",".181","5.5",".246","0.2","0.3","-0.1","36","-1.8",".313","97"
"Mariners","282","12.1 %","26.2 %","0.46",".215",".316",".411",".726",".195","4.4",".247","0.5","0.2","0.8","34","-1.9",".312","98"
"Blue Jays","223","9.0 %","18.8 %","0.48",".236",".309",".427",".737",".191","4.0",".248","-0.1","0.0","0.7","27","-1.5",".312","94"
"Tigers","227","5.3 %","26.9 %","0.20",".260",".300",".447",".746",".186","6.7",".329","-0.1","0.1","0.7","27","-2.1",".309","91"
"Giants","234","9.4 %","18.8 %","0.50",".243",".316",".417",".734",".175","4.0",".270","-0.1","0.3","-0.3","27","-2.1",".309","93"
"Athletics","242","8.3 %","24.8 %","0.33",".244",".307",".406",".713",".161","2.5",".296","0.3","-0.2","-0.6","27","-3.6",".303","90"
"Indians","210","5.7 %","18.6 %","0.31",".224",".271",".453",".724",".229","3.4",".217","0.2","0.1","0.3","23","-3.7",".300","81"
"Cubs","250","8.8 %","25.2 %","0.35",".224",".296",".372",".668",".148","3.4",".276","0.3","-0.1","-0.8","24","-7.5",".285","73"
"Phillies","218","5.0 %","22.5 %","0.22",".222",".272",".414",".686",".192","4.1",".253","0.3","0.1","-0.9","21","-6.6",".285","73"
"White Sox","180","7.2 %","26.7 %","0.27",".236",".296",".360",".656",".124","2.6",".297","0.4","0.1","-1.0","17","-5.8",".282","75"
"Cardinals","171","7.6 %","27.5 %","0.28",".234",".294",".357",".651",".123","4.7",".298","0.1","0.1","1.3","15","-6.1",".278","71"
"Royals","215","3.3 %","29.8 %","0.11",".237",".265",".396",".661",".159","5.8",".314","0.0","-0.1","0.9","19","-7.9",".278","68"
"Reds","187","7.0 %","20.3 %","0.34",".241",".296",".359",".655",".118","3.9",".290","-0.3","-0.1","0.5","17","-6.9",".277","71"
"Diamondbacks","222","6.3 %","23.4 %","0.27",".197",".255",".350",".604",".153","5.8",".233","0.4","0.0","0.5","15","-13.4",".250","49"
