"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Indians","126","7.9 %","27.8 %","0.29",".310",".368",".593",".961",".283","6.0",".380","0.0","-0.1","0.3","24","7.6",".390","143"
"Angels","131","11.5 %","28.2 %","0.41",".292",".377",".531",".908",".239","5.6",".389","-0.2","-0.1","0.1","23","6.7",".379","140"
"Astros","164","10.4 %","20.1 %","0.52",".308",".384",".507",".891",".199","3.5",".358","-0.2","-0.1","0.3","29","8.1",".377","140"
"Pirates","115","9.6 %","24.3 %","0.39",".311",".377",".524",".901",".214","6.6",".394","-0.1","0.0","0.1","20","5.5",".375","132"
"Rays","118","2.5 %","20.3 %","0.13",".333",".356",".535",".891",".202","6.1",".395","0.2","0.0","0.7","20","5.3",".372","138"
"Red Sox","122","7.4 %","18.0 %","0.41",".312",".355",".541",".897",".229","7.8",".349","-0.1","0.1","0.3","20","4.5",".362","121"
"Marlins","114","4.4 %","16.7 %","0.26",".302",".342",".528",".870",".226","5.0",".317","-0.2","-0.2","0.1","18","4.1",".361","128"
"Braves","108","9.3 %","25.9 %","0.36",".265",".333",".510",".844",".245","3.0",".313","0.0","0.1","0.1","16","2.7",".349","116"
"Phillies","119","5.9 %","22.7 %","0.26",".300",".353",".473",".826",".173","4.0",".359","0.0","0.0","0.5","18","2.8",".348","116"
"Brewers","119","7.6 %","21.8 %","0.35",".259",".328",".509",".837",".250","3.8",".289","0.0","0.1","-0.9","18","2.7",".346","111"
"Athletics","110","5.5 %","14.5 %","0.38",".262",".300",".534",".834",".272","4.8",".238","0.1","0.0","0.2","16","2.0",".341","118"
"Rangers","162","9.3 %","34.6 %","0.27",".265",".333",".476",".810",".211","3.7",".373","0.0","0.2","-0.2","23","3.0",".341","104"
"Diamondbacks","106","4.7 %","19.8 %","0.24",".273",".321",".495",".816",".222","5.2",".301","0.3","0.0","0.2","15","1.6",".337","106"
"Nationals","110","8.2 %","14.5 %","0.56",".299",".349",".464",".813",".165","3.7",".321","0.1","0.0","-0.1","15","1.6",".337","106"
"Tigers","119","8.4 %","26.9 %","0.31",".266",".328",".440",".768",".174","3.9",".351","-0.1","0.1","-0.1","16","0.6",".325","101"
"Yankees","109","9.2 %","27.5 %","0.33",".235",".312",".429",".740",".194","4.1",".308","0.0","0.1","-0.5","13","-0.5",".314","96"
"Giants","106","3.8 %","27.4 %","0.14",".230",".264",".500",".764",".270","7.6",".234","0.0","0.0","0.4","13","-0.7",".312","95"
"Twins","120","8.3 %","20.0 %","0.42",".234",".308",".402",".710",".168","7.2",".272","0.0","0.2","0.5","13","-1.8",".303","86"
"Cubs","109","14.7 %","22.9 %","0.64",".217",".330",".370",".700",".152","1.2",".273","0.1","-0.1","-0.1","12","-1.6",".302","85"
"Mets","111","9.0 %","19.8 %","0.45",".224",".315",".367",".683",".143","2.9",".260","-0.2","-0.1","-0.3","12","-2.1",".299","88"
"Royals","105","5.7 %","27.6 %","0.21",".245",".286",".408",".694",".163","4.4",".313","-0.2","-0.1","0.3","11","-2.5",".292","79"
"Padres","105","6.7 %","24.8 %","0.27",".216",".276",".412",".689",".196","0.9",".231","0.0","0.0","0.0","11","-2.6",".291","81"
"Rockies","102","8.8 %","29.4 %","0.30",".191",".265",".427",".692",".236","2.5",".208","0.1","0.0","-0.1","10","-3.0",".286","53"
"White Sox","111","8.1 %","21.6 %","0.38",".242",".312",".323",".635",".081","2.4",".301","0.2","0.2","0.1","10","-3.7",".281","73"
"Orioles","109","6.4 %","17.4 %","0.37",".208",".257",".406",".663",".198","4.1",".215","0.0","0.0","-0.5","10","-4.1",".276","69"
"Mariners","99","3.0 %","20.2 %","0.15",".191",".222",".372",".595",".181","5.1",".197","0.1","0.1","-0.3","6","-6.3",".247","56"
"Cardinals","105","2.9 %","23.8 %","0.12",".204",".250",".276",".526",".071","2.9",".254","0.2","0.1","-0.1","5","-8.0",".232","40"
"Dodgers","102","2.9 %","26.5 %","0.11",".184",".216",".306",".522",".122","2.4",".221","0.0","0.1","0.2","4","-8.6",".222","38"
"Blue Jays","99","5.1 %","27.3 %","0.19",".191",".232",".277",".509",".085","5.1",".258","-0.1","0.0","0.2","4","-8.5",".221","33"
"Reds","100","4.0 %","29.0 %","0.14",".160",".202",".277",".479",".117","2.6",".206","-0.2","0.0","0.0","3","-9.9",".206","19"
