"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","234","7.7 %","15.4 %","0.50",".311",".368",".631",".999",".320","4.5",".296","-0.3","-0.3","-0.2","46","16.8",".403","158"
"Dodgers","238","10.9 %","18.9 %","0.58",".279",".364",".495",".860",".216","3.8",".305","0.1","0.2","0.3","38","7.9",".358","125"
"Mariners","234","7.7 %","24.4 %","0.32",".272",".329",".526",".855",".254","3.0",".306","-0.2","0.2","-0.4","36","6.5",".352","124"
"Twins","273","8.1 %","20.1 %","0.40",".279",".341",".504",".845",".225","3.4",".306","-0.3","0.2","-0.6","42","7.4",".351","120"
"Cubs","224","14.7 %","23.7 %","0.62",".247",".360",".473",".833",".226","4.4",".288","0.2","-0.2","-1.0","33","5.1",".346","114"
"Red Sox","299","13.4 %","21.1 %","0.63",".265",".364",".451",".814",".186","2.8",".300","-0.2","-0.1","-0.9","44","6.6",".345","111"
"Padres","264","6.4 %","24.2 %","0.27",".269",".321",".500",".821",".231","6.2",".309","-0.5","-0.3","0.7","37","4.2",".338","110"
"Rockies","197","7.1 %","21.8 %","0.33",".271",".321",".492",".813",".221","7.1",".318","0.1","0.0","0.3","28","3.1",".338","94"
"Giants","202","7.9 %","24.8 %","0.32",".268",".328",".470",".798",".202","5.5",".320","-0.1","0.2","-0.1","28","2.7",".336","109"
"Royals","279","7.5 %","26.5 %","0.28",".251",".317",".462",".779",".211","6.6",".318","0.0","0.1","0.2","37","1.4",".326","100"
"Rays","240","10.0 %","21.7 %","0.46",".262",".346",".410",".755",".148","4.1",".323","0.5","0.1","-0.2","31","0.9",".324","105"
"Rangers","200","14.5 %","22.0 %","0.66",".219",".337",".408",".745",".189","6.6",".254","0.4","0.2","1.1","25","-0.5",".317","88"
"Athletics","222","9.9 %","21.2 %","0.47",".258",".338",".394",".732",".136","5.3",".315","0.3","-0.3","0.3","27","-0.8",".316","100"
"Diamondbacks","247","8.5 %","24.7 %","0.34",".239",".308",".441",".749",".203","4.0",".276","0.4","-0.1","0.5","30","-1.2",".314","93"
"Reds","288","10.1 %","20.1 %","0.50",".214",".313",".425",".737",".210","5.5",".218","-0.5","-0.1","0.6","35","-1.5",".314","90"
"Yankees","203","8.4 %","21.7 %","0.39",".243",".317",".414",".731",".171","4.0",".277","-0.1","-0.3","0.1","24","-1.3",".312","94"
"Brewers","294","9.2 %","25.9 %","0.36",".252",".324",".393",".717",".141","3.8",".326","0.1","0.0","0.4","34","-3.5",".306","86"
"Angels","188","6.9 %","16.0 %","0.43",".237",".293",".434",".726",".197","3.9",".243","-0.1","-0.3","-0.1","21","-2.8",".303","91"
"Phillies","226","8.0 %","20.8 %","0.38",".248",".309",".396",".705",".149","3.4",".296","0.2","0.2","-0.3","24","-4.0",".300","79"
"Pirates","199","7.0 %","19.6 %","0.36",".249",".308",".403",".711",".155","5.7",".285","-0.1","0.0","0.3","22","-3.5",".299","86"
"White Sox","255","5.5 %","29.0 %","0.19",".244",".296",".389",".685",".145","3.8",".320","0.2","0.1","0.4","26","-5.9",".293","82"
"Tigers","185","7.0 %","23.8 %","0.30",".237",".297",".385",".682",".148","4.6",".295","0.0","0.1","-0.1","19","-4.6",".291","78"
"Braves","263","6.1 %","19.8 %","0.31",".238",".282",".357",".639",".119","3.7",".273","0.2","0.2","0.5","22","-11.2",".271","61"
"Cardinals","253","9.1 %","20.9 %","0.43",".213",".294",".329",".623",".116","3.1",".247","0.1","0.0","0.0","21","-10.8",".270","66"
"Indians","208","7.7 %","24.0 %","0.32",".221",".285",".311",".596",".089","1.9",".285","0.3","0.0","-0.6","16","-10.4",".262","55"
"Nationals","253","5.9 %","29.6 %","0.20",".210",".267",".323",".590",".114","3.5",".273","0.1","0.1","-0.2","17","-14.4",".254","50"
"Mets","270","5.2 %","31.1 %","0.17",".198",".244",".308",".553",".111","3.4",".273","-0.4","-0.1","-0.4","15","-19.0",".239","48"
"Orioles","176","2.8 %","27.3 %","0.10",".198",".234",".311",".546",".114","3.6",".252","0.0","-0.1","0.3","9","-13.0",".234","39"
"Blue Jays","250","7.6 %","26.8 %","0.28",".189",".250",".259",".509",".070","1.5",".256","-0.2","-0.2","-0.1","11","-20.7",".224","34"
"Marlins","227","6.6 %","24.2 %","0.27",".185",".253",".224",".478",".039","2.5",".247","-0.1","-0.3","0.1","9","-20.0",".218","33"
