"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Nationals","331","10.9 %","16.9 %","0.64",".343",".418",".668","1.086",".325","5.0",".363","-0.3","-0.1","0.2","76","34.6",".441","172"
"Mariners","239","12.1 %","18.4 %","0.66",".270",".366",".559",".924",".289","6.6",".277","0.6","0.4","0.2","43","12.4",".380","143"
"Brewers","264","11.0 %","21.2 %","0.52",".299",".380",".532",".913",".234","3.4",".340","0.0","0.1","0.2","47","13.5",".379","133"
"Red Sox","194","8.2 %","20.1 %","0.41",".295",".349",".543",".892",".249","4.0",".333","-0.1","-0.1","-0.3","32","7.9",".367","126"
"Twins","244","6.1 %","21.7 %","0.28",".299",".348",".522",".871",".223","4.5",".350","-0.1","0.3","0.1","39","8.6",".361","125"
"Yankees","229","4.4 %","28.8 %","0.15",".290",".323",".553",".876",".263","2.3",".350","0.2","-0.1","0.1","37","7.8",".359","126"
"Rockies","274","8.4 %","20.8 %","0.40",".293",".355",".475",".831",".182","3.4",".335","0.1","0.0","-0.4","41","6.7",".348","101"
"Astros","263","10.6 %","18.3 %","0.58",".278",".359",".457",".815",".178","1.8",".314","-0.1","-0.2","-0.8","39","5.9",".346","119"
"Angels","291","10.0 %","19.9 %","0.50",".274",".348",".475",".823",".201","4.8",".314","0.1","0.3","0.0","43","6.3",".345","118"
"Athletics","175","8.0 %","20.0 %","0.40",".278",".343",".468",".811",".190","3.2",".322","0.0","-0.3","-0.1","25","3.4",".342","117"
"Dodgers","229","12.2 %","26.2 %","0.47",".246",".342",".472",".814",".226","4.2",".302","0.1","0.2","0.3","33","3.9",".340","112"
"Cardinals","258","12.0 %","20.9 %","0.57",".262",".359",".416",".776",".154","4.4",".313","0.5","0.1","0.0","36","3.6",".336","108"
"Marlins","234","6.4 %","24.8 %","0.26",".273",".325",".435",".760",".162","2.7",".342","-0.5","-0.2","-0.4","30","0.5",".322","102"
"White Sox","253","4.3 %","24.1 %","0.18",".265",".304",".453",".757",".188","5.4",".323","0.3","0.1","0.1","31","-0.8",".316","98"
"Giants","192","5.7 %","25.5 %","0.22",".268",".307",".447",".754",".179","3.8",".328","-0.6","0.1","-0.1","23","-0.7",".315","97"
"Orioles","256","9.4 %","18.4 %","0.51",".225",".322",".396",".718",".171","2.3",".246","0.1","0.1","-0.6","30","-2.0",".311","91"
"Cubs","215","11.2 %","21.9 %","0.51",".219",".316",".412",".728",".193","3.3",".237","0.3","-0.1","-0.1","25","-1.7",".311","90"
"Reds","220","7.7 %","29.5 %","0.26",".254",".320",".391",".710",".137","3.7",".339","-0.2","-0.1","0.7","25","-2.7",".306","85"
"Mets","242","7.0 %","19.8 %","0.35",".256",".321",".406",".727",".151","5.7",".307","-0.5","0.0","0.3","27","-3.0",".305","92"
"Indians","217","8.3 %","22.6 %","0.37",".234",".298",".391",".689",".157","4.3",".282","-0.2","-0.1","0.1","23","-4.8",".295","78"
"Diamondbacks","211","9.0 %","19.9 %","0.45",".216",".284",".421",".705",".205","6.2",".227","0.2","-0.1","0.1","22","-4.7",".294","78"
"Rays","274","9.9 %","19.3 %","0.51",".226",".307",".387",".693",".160","4.1",".255","0.0","0.4","0.7","28","-6.5",".292","84"
"Braves","227","7.9 %","27.8 %","0.29",".200",".283",".390",".673",".190","5.1",".248","0.3","0.2","0.0","22","-6.6",".286","70"
"Phillies","194","12.4 %","24.2 %","0.51",".204",".311",".341",".652",".138","4.9",".271","0.1","0.1","-0.3","19","-5.7",".286","73"
"Tigers","270","4.8 %","34.8 %","0.14",".240",".278",".398",".675",".157","1.9",".340","-0.2","-0.2","-0.4","26","-8.2",".285","74"
"Rangers","316","7.6 %","26.6 %","0.29",".233",".298",".358",".656",".125","4.3",".297","0.2","0.0","0.8","30","-9.9",".284","65"
"Blue Jays","210","6.2 %","26.7 %","0.23",".203",".252",".355",".608",".152","1.3",".246","-0.3","0.0","-0.3","15","-11.1",".259","58"
"Padres","208","5.8 %","26.4 %","0.22",".211",".257",".314",".572",".103","1.6",".269","-0.1","-0.2","-0.8","13","-13.0",".248","51"
"Pirates","243","7.0 %","17.7 %","0.40",".194",".256",".266",".522",".072","3.5",".226","-0.1","0.0","1.1","12","-18.8",".230","39"
"Royals","207","5.8 %","22.2 %","0.26",".183",".229",".251",".481",".068","2.1",".222","-0.1","-0.1","-0.1","7","-19.5",".211","25"
