"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","252","10.7 %","15.9 %","0.68",".312",".393",".548",".940",".235","5.3",".339","0.0","-0.4","0.0","47","15.5",".391","150"
"Yankees","312","8.7 %","17.3 %","0.50",".293",".359",".582",".941",".289","4.4",".298","0.6","-0.1","-0.2","57","17.8",".386","144"
"Reds","231","6.9 %","22.5 %","0.31",".290",".346",".581",".927",".290","3.7",".326","-0.5","-0.2","-0.1","41","12.1",".381","133"
"Red Sox","291","9.6 %","21.6 %","0.44",".298",".375",".543",".917",".244","3.8",".350","-0.2","0.0","-1.3","52","15.0",".379","136"
"Blue Jays","259","9.7 %","25.1 %","0.38",".261",".332",".573",".905",".312","3.9",".285","-0.4","-0.1","-1.2","44","11.5",".371","133"
"Braves","236","9.7 %","21.2 %","0.46",".282",".360",".498",".858",".215","4.6",".318","0.3","0.3","0.0","38","7.9",".358","121"
"Dodgers","198","9.1 %","20.2 %","0.45",".256",".330",".547",".876",".291","3.3",".268","0.1","0.2","-0.1","31","5.9",".354","120"
"Cubs","238","8.4 %","18.1 %","0.47",".273",".352",".478",".830",".206","3.5",".295","0.3","-0.2","0.3","36","6.5",".351","115"
"Nationals","222","7.7 %","24.8 %","0.31",".282",".347",".480",".827",".198","4.8",".343","-0.3","-0.1","-0.2","33","5.4",".348","112"
"Pirates","238","5.9 %","18.5 %","0.32",".286",".336",".493",".829",".207","3.5",".309","-0.1","0.0","-0.4","35","5.1",".345","114"
"Padres","264","9.8 %","28.0 %","0.35",".260",".336",".468",".804",".209","4.3",".333","0.1","-0.1","-0.4","38","4.5",".340","110"
"Giants","214","8.4 %","20.1 %","0.42",".262",".333",".476",".810",".215","4.5",".298","0.0","0.2","-0.6","30","3.4",".339","112"
"Indians","306","9.8 %","21.9 %","0.45",".261",".334",".456",".790",".195","4.1",".306","-0.3","-0.1","-0.2","42","3.7",".334","103"
"Cardinals","178","7.9 %","23.0 %","0.34",".274",".341",".446",".787",".172","5.9",".336","0.4","0.1","-0.2","24","2.1",".333","109"
"Diamondbacks","237","8.9 %","17.7 %","0.50",".266",".346",".444",".791",".179","4.5",".284","0.4","0.0","-0.2","32","2.4",".332","103"
"Mets","185","5.4 %","21.6 %","0.25",".265",".314",".488",".802",".224","3.1",".287","-0.4","0.0","0.1","25","1.8",".331","109"
"Marlins","229","6.6 %","23.6 %","0.28",".292",".346",".421",".768",".129","3.3",".367","-0.4","-0.3","0.3","31","1.9",".329","106"
"Rockies","275","6.5 %","22.9 %","0.29",".283",".335",".442",".777",".159","3.5",".344","0.0","-0.1","0.7","37","2.1",".329","88"
"Tigers","225","8.4 %","24.9 %","0.34",".256",".326",".438",".764",".182","4.1",".317","0.0","-0.1","-0.8","29","0.6",".323","100"
"Brewers","196","11.2 %","21.9 %","0.51",".244",".344",".405",".748",".161","4.7",".298","-0.2","0.0","0.3","25","0.4",".322","96"
"Orioles","261","7.3 %","26.4 %","0.28",".246",".303",".470",".773",".225","4.2",".289","0.3","0.1","-0.1","33","0.1",".321","97"
"Rays","238","8.4 %","19.7 %","0.43",".257",".329",".416",".745",".159","3.9",".296","0.0","0.3","0.0","30","-0.3",".318","101"
"Twins","234","7.7 %","23.1 %","0.33",".263",".325",".427",".752",".164","2.8",".320","-0.2","0.2","-0.6","29","-0.6",".317","96"
"Royals","232","7.8 %","19.8 %","0.39",".231",".297",".462",".760",".231","5.6",".240","-0.1","-0.1","0.5","28","-0.7",".316","95"
"Mariners","180","6.1 %","32.8 %","0.19",".241",".287",".440",".726",".199","4.9",".320","0.5","0.2","-1.0","20","-2.6",".303","91"
"Angels","230","10.4 %","22.2 %","0.47",".217",".317",".338",".656",".121","4.0",".269","0.1","0.1","-0.4","23","-6.0",".290","81"
"Athletics","183","8.7 %","27.9 %","0.31",".209",".290",".344",".633",".135","0.8",".269","0.3","-0.1","-0.1","16","-7.3",".274","71"
"White Sox","211","4.7 %","25.1 %","0.19",".245",".295",".321",".617",".077","3.7",".326","0.1","0.0","0.5","17","-9.4",".268","66"
"Phillies","218","11.0 %","25.7 %","0.43",".202",".290",".335",".625",".133","5.5",".252","0.0","0.3","0.5","18","-9.7",".268","62"
"Rangers","248","10.1 %","27.8 %","0.36",".164",".258",".315",".573",".151","2.8",".190","0.2","0.0","0.5","16","-15.0",".250","43"
