"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Yankees","269","10.4 %","18.6 %","0.56",".305",".383",".640","1.023",".335","4.7",".314","0.6","0.0","0.0","57","22.7",".417","165"
"Astros","236","10.6 %","14.8 %","0.71",".304",".377",".614",".991",".309","6.2",".304","-0.1","-0.3","0.3","47","17.1",".404","159"
"Rays","248","12.1 %","17.7 %","0.68",".287",".372",".537",".910",".250","4.3",".302","-0.1","0.3","0.3","44","12.5",".378","142"
"Diamondbacks","234","13.7 %","20.9 %","0.65",".276",".376",".497",".874",".221","5.2",".317","0.4","0.0","-0.2","39","9.7",".368","127"
"Rockies","184","7.6 %","11.4 %","0.67",".296",".348",".538",".886",".243","3.5",".293","0.0","-0.1","-1.0","31","7.5",".367","114"
"Blue Jays","281","7.1 %","25.3 %","0.28",".283",".337",".539",".876",".256","3.7",".333","-0.4","0.0","0.4","46","10.6",".363","128"
"Rangers","193","7.3 %","22.8 %","0.32",".288",".346",".524",".869",".235","6.6",".341","0.2","0.0","0.1","30","6.1",".356","114"
"Athletics","233","13.3 %","22.7 %","0.58",".259",".371",".456",".827",".197","3.9",".306","0.3","-0.1","-0.6","36","6.7",".353","124"
"Cubs","262","7.6 %","19.1 %","0.40",".286",".347",".487",".835",".201","4.4",".324","0.4","-0.1","0.0","40","6.9",".350","116"
"Indians","216","6.5 %","17.1 %","0.38",".277",".322",".528",".851",".251","4.6",".285","-0.1","-0.1","0.7","33","5.4",".349","113"
"Twins","271","8.1 %","22.1 %","0.37",".262",".325",".516",".841",".254","3.5",".276","-0.2","0.3","0.1","41","6.6",".348","117"
"Tigers","287","9.8 %","19.5 %","0.50",".287",".360",".453",".813",".165","6.7",".342","0.0","0.0","0.8","43","6.4",".346","114"
"Braves","278","9.7 %","23.7 %","0.41",".266",".341",".484",".824",".218","5.4",".318","0.2","0.4","0.6","41","5.9",".344","110"
"Mets","308","9.1 %","22.4 %","0.41",".264",".342",".476",".818",".212","3.3",".307","-0.6","-0.1","-0.2","45","6.5",".344","117"
"Dodgers","254","8.3 %","23.6 %","0.35",".262",".327",".480",".807",".218","3.4",".310","0.3","0.3","0.1","36","4.2",".339","110"
"Reds","257","8.6 %","19.8 %","0.43",".274",".351",".444",".795",".170","3.7",".313","-0.6","-0.3","-0.7","36","3.8",".337","102"
"Orioles","224","9.8 %","18.8 %","0.52",".251",".330",".432",".763",".181","4.6",".285","0.2","0.1","-0.2","29","0.9",".325","100"
"Padres","191","6.8 %","26.2 %","0.26",".279",".330",".436",".766",".157","3.4",".350","0.1","-0.1","-0.1","25","0.8",".325","100"
"Phillies","294","8.8 %","18.7 %","0.47",".265",".336",".420",".756",".155","4.0",".305","0.4","0.2","0.8","37","0.2",".321","95"
"Nationals","233","11.2 %","17.2 %","0.65",".230",".328",".400",".728",".170","5.8",".247","0.0","-0.1","0.4","27","-1.9",".310","87"
"White Sox","332","6.6 %","26.8 %","0.25",".269",".323",".402",".725",".133","3.7",".357","0.5","-0.1","-0.8","39","-3.1",".309","94"
"Giants","264","6.4 %","21.2 %","0.30",".257",".308",".412",".720",".155","2.7",".308","-0.2","0.3","0.1","30","-3.4",".305","90"
"Red Sox","296","7.1 %","24.0 %","0.30",".234",".291",".421",".712",".187","2.1",".268","-0.3","0.0","0.1","32","-5.0",".300","81"
"Pirates","223","8.5 %","17.9 %","0.48",".239",".308",".388",".696",".149","5.8",".271","-0.1","0.0","1.1","24","-4.0",".299","84"
"Marlins","262","6.1 %","24.8 %","0.25",".235",".295",".395",".690",".160","4.8",".296","-0.5","-0.4","-0.4","26","-6.7",".290","81"
"Brewers","263","5.7 %","26.6 %","0.21",".251",".297",".383",".679",".132","2.0",".320","0.0","0.1","-0.4","26","-6.9",".290","75"
"Royals","210","5.7 %","21.0 %","0.27",".205",".255",".405",".660",".200","2.4",".207","-0.2","-0.1","-0.7","19","-7.8",".277","68"
"Angels","214","10.3 %","30.8 %","0.33",".189",".276",".353",".628",".163","1.4",".239","0.0","-0.1","-0.3","18","-8.9",".272","69"
"Cardinals","217","5.5 %","27.2 %","0.20",".224",".273",".323",".597",".100","3.9",".300","0.4","0.0","0.9","16","-11.5",".259","58"
"Mariners","181","12.2 %","32.0 %","0.38",".159",".271",".280",".551",".121","5.6",".213","0.4","0.2","0.9","12","-11.1",".249","54"
