"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","289","9.3 %","13.1 %","0.71",".343",".409",".594","1.003",".251","3.7",".358","0.1","0.2","-0.2","59","23.1",".412","159"
"Rockies","291","11.7 %","19.9 %","0.59",".331",".410",".554",".964",".223","4.8",".395","0.2","0.0","-0.2","57","20.4",".401","137"
"Reds","281","7.5 %","17.4 %","0.43",".344",".391",".568",".959",".224","3.4",".376","-0.4","-0.1","-0.8","53","18.0",".394","140"
"Padres","235","8.1 %","26.8 %","0.30",".280",".353",".493",".846",".213","4.3",".346","-0.3","-0.3","0.9","37","7.6",".357","123"
"Brewers","224","6.7 %","24.1 %","0.28",".266",".313",".575",".887",".309","5.5",".286","0.0","0.0","0.3","35","7.0",".356","118"
"Rays","284","9.2 %","22.2 %","0.41",".295",".367",".478",".846",".183","4.8",".359","0.0","0.2","0.8","44","8.6",".355","127"
"Nationals","242","10.3 %","16.1 %","0.64",".290",".375",".454",".829",".164","5.9",".331","0.1","-0.1","0.3","37","6.5",".351","113"
"Angels","291","11.3 %","18.2 %","0.62",".291",".379",".434",".814",".143","2.5",".339","-0.2","0.0","-1.3","44","7.0",".348","120"
"Mets","281","6.8 %","21.0 %","0.32",".273",".331",".492",".823",".219","3.9",".314","-0.4","-0.2","-0.6","41","6.1",".345","118"
"Athletics","225","6.7 %","16.9 %","0.39",".259",".313",".517",".830",".259","3.9",".256","0.4","-0.1","0.3","33","4.3",".342","117"
"Diamondbacks","287","5.9 %","18.5 %","0.32",".291",".335",".494",".829",".203","6.3",".323","0.5","-0.1","0.4","41","5.2",".341","108"
"Cubs","230","9.1 %","29.1 %","0.31",".245",".319",".505",".824",".260","2.1",".282","0.2","-0.2","-0.5","33","4.0",".340","110"
"Pirates","319","5.6 %","19.4 %","0.29",".304",".351",".440",".792",".137","3.6",".362","-0.2","0.0","0.0","45","4.7",".337","107"
"Yankees","269","8.9 %","24.2 %","0.37",".267",".338",".454",".792",".188","5.5",".319","-0.5","0.0","0.2","37","3.6",".335","109"
"Orioles","228","7.5 %","20.6 %","0.36",".272",".338",".450",".788",".178","5.0",".315","0.0","-0.2","-0.4","31","2.8",".334","106"
"Indians","282","10.3 %","19.9 %","0.52",".258",".351",".426",".777",".168","6.0",".309","0.3","0.2","0.4","38","2.7",".331","102"
"Blue Jays","231","8.7 %","24.2 %","0.36",".260",".320",".471",".792",".212","2.0",".299","0.0","0.0","-0.3","31","2.1",".331","106"
"Red Sox","234","6.4 %","23.9 %","0.27",".265",".321",".470",".790",".205","6.0",".318","-0.1","0.0","0.9","31","1.7",".328","100"
"Mariners","255","9.0 %","25.9 %","0.35",".242",".314",".433",".747",".190","5.5",".297","0.3","0.3","1.0","31","-0.7",".317","100"
"Astros","219","8.2 %","17.4 %","0.47",".256",".329",".405",".734",".149","4.2",".297","-0.2","0.1","-0.4","27","-1.0",".315","98"
"Twins","222","7.7 %","22.1 %","0.35",".264",".327",".403",".730",".139","5.5",".327","-0.3","0.1","0.5","26","-1.5",".312","92"
"Phillies","218","9.2 %","27.1 %","0.34",".231",".306",".446",".752",".215","3.6",".272","0.3","0.2","0.1","26","-1.5",".312","91"
"White Sox","253","5.1 %","26.1 %","0.20",".281",".325",".394",".719",".113","2.7",".366","0.6","0.2","-1.0","29","-3.0",".306","92"
"Royals","295","4.7 %","24.4 %","0.19",".254",".292",".412",".704",".158","5.8",".308","-0.1","0.1","0.6","31","-5.9",".297","82"
"Tigers","243","7.4 %","28.0 %","0.26",".238",".293",".417",".710",".179","5.8",".299","-0.3","0.2","1.7","26","-4.8",".297","85"
"Marlins","254","7.1 %","18.1 %","0.39",".262",".317",".384",".702",".122","2.9",".304","-0.6","-0.5","-0.4","27","-5.2",".296","82"
"Giants","228","11.4 %","16.2 %","0.70",".228",".325",".340",".665",".112","2.9",".264","-0.1","0.2","-0.4","23","-5.5",".292","81"
"Rangers","265","7.9 %","28.7 %","0.28",".221",".291",".375",".666",".154","5.8",".287","0.2","0.3","0.4","25","-8.5",".283","66"
"Cardinals","223","8.1 %","23.3 %","0.35",".198",".279",".335",".614",".137","4.2",".223","0.0","0.1","0.7","18","-10.0",".268","66"
"Braves","185","8.1 %","25.9 %","0.31",".223",".292",".295",".587",".072","4.0",".297","0.0","0.2","0.5","13","-10.6",".253","52"
