"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Angels","134","10.4 %","23.1 %","0.45",".350",".421",".675","1.096",".325","8.1",".418","-0.2","-0.1","0.5","32","14.7",".447","186"
"Athletics","119","10.9 %","11.8 %","0.93",".327",".403",".625","1.028",".298","6.7",".321","0.2","0.0","0.1","25","10.4",".421","170"
"Rays","160","3.8 %","18.8 %","0.20",".318",".350",".603",".953",".285","5.8",".345","0.3","0.0","0.7","30","9.8",".391","150"
"Brewers","126","7.9 %","27.0 %","0.29",".316",".373",".561",".934",".246","6.2",".416","0.0","0.0","0.3","23","7.0",".384","136"
"Reds","121","6.6 %","21.5 %","0.31",".309",".358",".573",".931",".264","6.5",".370","-0.1","0.0","0.1","22","6.4",".381","133"
"Astros","178","10.7 %","21.9 %","0.49",".306",".382",".503",".885",".197","4.9",".366","-0.2","-0.1","0.3","30","8.0",".372","138"
"Indians","116","6.0 %","27.6 %","0.22",".276",".330",".533",".864",".257","5.2",".328","0.0","-0.1","0.1","18","3.7",".357","120"
"Rockies","108","6.5 %","22.2 %","0.29",".276",".324",".531",".854",".255","3.5",".299","0.1","0.0","-0.1","17","3.2",".354","99"
"Cubs","110","11.8 %","23.6 %","0.50",".271",".355",".469",".823",".198","1.5",".328","0.1","-0.1","-0.1","17","2.7",".348","114"
"Braves","119","11.8 %","24.4 %","0.48",".269",".353",".471",".824",".202","3.8",".314","0.0","0.1","0.3","18","2.6",".346","113"
"Dodgers","113","5.3 %","27.4 %","0.19",".250",".301",".510",".811",".260","5.3",".284","0.0","0.1","0.2","16","1.4",".334","110"
"Rangers","171","9.9 %","31.0 %","0.32",".243",".322",".474",".795",".230","4.3",".308","0.1","0.2","0.0","24","2.0",".334","99"
"Royals","104","7.7 %","26.0 %","0.30",".277",".330",".447",".777",".170","4.4",".354","-0.1","-0.1","0.1","14","0.7",".328","102"
"Padres","117","12.0 %","24.8 %","0.48",".222",".328",".444",".772",".222","2.8",".234","0.0","-0.1","-0.1","15","0.2",".322","102"
"Phillies","113","6.2 %","27.4 %","0.23",".269",".319",".442",".761",".173","3.6",".343","0.1","0.1","0.1","14","-0.2",".318","97"
"Pirates","108","5.6 %","24.1 %","0.23",".257",".299",".465",".764",".208","5.1",".300","-0.1","0.0","0.2","13","-0.4",".316","94"
"Nationals","116","10.3 %","17.2 %","0.60",".257",".330",".416",".746",".158","3.2",".288","0.1","0.0","0.1","14","-0.6",".314","92"
"Twins","125","8.0 %","24.8 %","0.32",".241",".306",".429",".735",".188","5.3",".286","0.0","0.2","0.3","15","-1.0",".310","90"
"Marlins","105","3.8 %","19.0 %","0.20",".237",".286",".433",".719",".196","6.6",".257","-0.2","-0.2","0.2","11","-1.8",".301","88"
"Red Sox","106","5.7 %","24.5 %","0.23",".232",".274",".444",".718",".212","5.3",".261","-0.1","0.1","0.1","11","-2.7",".290","77"
"Mets","112","13.4 %","25.9 %","0.52",".186",".295",".361",".655",".175","2.1",".206","-0.2","-0.1","-0.3","11","-3.3",".286","80"
"Diamondbacks","105","6.7 %","23.8 %","0.28",".189",".267",".411",".677",".221","3.1",".200","0.3","0.0","0.0","10","-3.1",".286","76"
"Yankees","108","5.6 %","25.0 %","0.22",".232",".296",".343",".640",".111","3.0",".310","0.0","0.1","-0.5","10","-3.8",".279","72"
"Giants","107","7.5 %","28.0 %","0.27",".196",".255",".402",".657",".206","3.6",".210","0.0","0.0","-0.3","9","-4.1",".275","69"
"White Sox","109","7.3 %","22.0 %","0.33",".250",".306",".310",".616",".060","0.3",".311","0.1","0.2","-0.1","9","-4.5",".272","68"
"Blue Jays","105","5.7 %","26.7 %","0.21",".232",".276",".323",".599",".091","6.1",".314","-0.1","0.0","0.5","8","-5.5",".260","59"
"Orioles","139","3.6 %","27.3 %","0.13",".211",".237",".353",".591",".143","4.4",".261","0.0","0.0","0.1","9","-8.6",".248","51"
"Tigers","107","7.5 %","29.0 %","0.26",".192",".252",".303",".555",".111","3.2",".269","-0.2","0.1","0.0","6","-7.2",".242","47"
"Mariners","100","5.0 %","22.0 %","0.23",".181",".220",".330",".550",".149","6.4",".211","0.1","0.1","0.1","5","-7.7",".231","44"
"Cardinals","104","6.7 %","23.1 %","0.29",".181",".245",".266",".511",".085","2.5",".221","0.1","0.1","-0.5","5","-8.3",".227","39"
