"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","266","9.8 %","17.3 %","0.57",".307",".376",".632","1.008",".325","4.2",".298","-0.2","-0.3","-0.2","54","20.2",".408","161"
"Rockies","199","9.0 %","23.1 %","0.39",".316",".381",".548",".929",".232","5.8",".397","0.1","0.0","-0.3","36","11.1",".385","124"
"Twins","239","9.2 %","18.4 %","0.50",".289",".364",".517",".881",".227","2.2",".308","-0.3","0.1","-0.4","40","10.1",".369","131"
"Red Sox","260","11.5 %","20.4 %","0.57",".280",".364",".507",".871",".227","3.4",".311","-0.2","-0.1","-0.6","43","10.0",".364","124"
"Royals","246","9.8 %","22.8 %","0.43",".273",".351",".505",".856",".231","6.4",".318","0.0","0.1","-0.2","39","8.0",".358","121"
"Dodgers","273","11.7 %","17.2 %","0.68",".270",".365",".476",".842",".206","4.8",".290","0.0","0.2","0.6","42","7.9",".353","121"
"Angels","237","7.6 %","15.6 %","0.49",".266",".325",".509",".834",".243","4.2",".268","-0.1","-0.4","-0.3","35","5.1",".345","118"
"Cubs","260","13.5 %","20.8 %","0.65",".251",".354",".461",".815",".210","3.5",".282","0.4","-0.2","-1.0","38","4.9",".342","110"
"Mariners","266","7.9 %","24.8 %","0.32",".249",".312",".481",".793",".232","3.7",".282","-0.3","0.3","-0.8","36","2.1",".329","108"
"Cardinals","273","11.0 %","19.8 %","0.56",".257",".349",".392",".742",".135","3.4",".305","0.1","0.0","-0.2","35","0.2",".321","98"
"Rays","200","10.0 %","23.5 %","0.43",".249",".335",".412",".747",".164","3.5",".312","0.3","0.1","0.3","25","0.1",".320","102"
"Reds","276","9.4 %","17.8 %","0.53",".222",".315",".440",".756",".218","6.0",".222","-0.5","-0.1","0.0","35","0.0",".320","93"
"Padres","222","5.9 %","23.9 %","0.25",".261",".311",".443",".754",".182","5.5",".306","-0.4","-0.3","0.7","27","-1.0",".315","96"
"Pirates","235","6.4 %","20.4 %","0.31",".264",".316",".435",".751",".171","5.3",".304","-0.1","-0.1","0.2","29","-1.1",".315","94"
"Giants","231","11.3 %","26.8 %","0.42",".221",".312",".402",".714",".181","5.4",".276","-0.1","0.2","0.1","26","-2.6",".307","92"
"Rangers","220","13.6 %","23.6 %","0.58",".203",".320",".385",".705",".182","6.3",".236","0.3","0.2","1.1","25","-2.8",".305","80"
"Brewers","261","11.1 %","25.3 %","0.44",".240",".327",".369",".696",".129","3.5",".310","0.1","-0.1","0.0","28","-5.0",".298","82"
"Indians","252","8.3 %","22.6 %","0.37",".252",".317",".372",".689",".119","2.1",".315","0.3","0.0","-0.8","27","-5.0",".297","78"
"Diamondbacks","284","9.5 %","23.6 %","0.40",".223",".306",".386",".693",".163","5.4",".270","0.5","-0.1","0.9","30","-5.7",".297","82"
"Mets","253","7.1 %","28.1 %","0.25",".235",".300",".374",".674",".139","3.7",".307","-0.4","-0.1","-0.2","25","-6.4",".291","82"
"Phillies","231","9.5 %","21.2 %","0.45",".236",".311",".360",".671",".123","3.5",".294","0.2","0.2","0.1","23","-6.1",".290","73"
"Athletics","255","10.2 %","20.4 %","0.50",".225",".310",".352",".662",".128","4.4",".271","0.3","-0.3","0.5","25","-7.0",".288","81"
"Yankees","240","7.5 %","21.3 %","0.35",".237",".300",".365",".665",".128","4.5",".282","-0.1","-0.4","0.0","23","-7.1",".286","76"
"White Sox","236","4.7 %","27.5 %","0.17",".233",".275",".370",".645",".137","4.6",".297","0.2","0.1","1.3","20","-9.2",".275","71"
"Nationals","260","5.8 %","25.4 %","0.23",".215",".276",".322",".598",".107","2.9",".264","0.1","0.1","-0.4","19","-13.7",".259","54"
"Braves","256","5.5 %","21.5 %","0.25",".209",".258",".347",".605",".138","4.0",".242","0.1","0.3","0.1","18","-13.9",".257","53"
"Orioles","179","3.4 %","26.3 %","0.13",".195",".236",".349",".585",".154","4.3",".233","0.0","-0.1","0.5","11","-11.1",".248","48"
"Tigers","213","5.2 %","24.9 %","0.21",".200",".244",".340",".584",".140","3.9",".250","0.0","0.1","-0.1","14","-13.2",".248","49"
"Blue Jays","201","9.5 %","23.9 %","0.40",".166",".244",".271",".514",".105","1.6",".200","-0.2","-0.2","-0.1","9","-15.9",".228","37"
"Marlins","267","7.9 %","24.7 %","0.32",".192",".264",".230",".494",".038","3.7",".259","-0.1","-0.4","0.9","12","-21.7",".226","38"
