"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rays","245","12.7 %","20.0 %","0.63",".291",".380",".545",".924",".254","5.0",".322","0.0","0.3","0.3","45","13.8",".385","146"
"Yankees","261","9.2 %","20.3 %","0.45",".286",".360",".551",".911",".265","4.3",".313","0.6","0.0","-0.2","46","13.3",".379","139"
"Astros","232","10.3 %","16.8 %","0.62",".289",".362",".544",".906",".255","3.9",".306","-0.1","-0.3","-0.4","40","11.0",".375","139"
"Rockies","183","6.6 %","13.7 %","0.48",".310",".355",".538",".893",".228","4.1",".331","0.1","-0.1","-1.4","31","8.2",".372","116"
"Blue Jays","284","8.1 %","21.1 %","0.38",".292",".355",".533",".888",".241","2.7",".330","-0.4","0.0","-0.2","48","12.4",".371","133"
"Dodgers","261","9.2 %","23.4 %","0.39",".266",".337",".532",".869",".266","3.2",".299","0.3","0.3","-0.4","42","9.3",".361","124"
"Rangers","233","6.0 %","20.6 %","0.29",".301",".351",".517",".867",".215","5.8",".350","0.3","0.1","-0.4","37","7.7",".358","116"
"Diamondbacks","234","12.4 %","17.9 %","0.69",".269",".359",".473",".832",".204","5.5",".294","0.3","-0.1","0.3","36","6.3",".351","116"
"Braves","279","10.0 %","21.9 %","0.46",".259",".337",".494",".831",".235","5.1",".295","0.2","0.4","0.2","41","5.9",".345","110"
"Mets","323","9.0 %","21.4 %","0.42",".267",".346",".463",".809",".196","3.5",".309","-0.7","-0.1","0.0","47","6.3",".342","115"
"Athletics","229","13.1 %","22.7 %","0.58",".233",".351",".439",".790",".206","3.3",".267","0.3","-0.1","-0.2","32","3.6",".338","114"
"Cubs","260","8.8 %","20.8 %","0.43",".272",".344",".452",".796",".180","3.9",".317","0.4","-0.1","-0.4","36","3.6",".336","108"
"Orioles","229","10.0 %","22.3 %","0.45",".256",".336",".433",".770",".177","4.9",".308","0.3","0.2","0.2","31","1.7",".328","103"
"Twins","264","8.7 %","22.7 %","0.38",".246",".314",".475",".789",".229","3.0",".267","-0.2","0.4","-0.4","35","1.8",".328","103"
"Nationals","241","11.6 %","17.4 %","0.67",".243",".343",".427",".770",".184","5.6",".263","0.0","-0.1","0.7","32","1.6",".328","98"
"Tigers","242","10.3 %","20.7 %","0.50",".257",".340",".411",".751",".154","6.4",".314","0.1","0.0","0.7","31","0.8",".324","100"
"Pirates","230","10.0 %","18.3 %","0.55",".245",".328",".422",".749",".176","6.5",".273","-0.1","0.0","1.5","29","0.2",".321","98"
"Padres","191","6.8 %","27.7 %","0.25",".282",".328",".425",".753",".144","2.3",".368","0.1","-0.1","-0.3","24","0.0",".320","98"
"Phillies","289","9.7 %","20.1 %","0.48",".257",".334",".412",".747",".156","4.0",".300","0.5","0.2","0.8","36","-0.5",".318","94"
"Red Sox","302","7.9 %","23.8 %","0.33",".246",".308",".442",".750",".196","2.1",".283","-0.3","0.0","0.1","37","-0.9",".316","92"
"Indians","245","5.7 %","21.2 %","0.27",".250",".292",".469",".761",".219","4.7",".273","-0.1","-0.1","0.9","30","-1.2",".314","90"
"Reds","256","8.6 %","21.5 %","0.40",".251",".328",".386",".714",".135","4.1",".302","-0.6","-0.2","0.0","30","-2.6",".308","83"
"Giants","259","6.6 %","22.0 %","0.30",".254",".306",".421",".727",".167","2.2",".299","-0.1","0.2","-0.4","30","-2.9",".307","92"
"Brewers","264","5.3 %","26.9 %","0.20",".247",".288",".377",".664",".130","2.8",".312","0.0","0.1","0.0","25","-8.4",".283","71"
"Angels","215","8.8 %","28.4 %","0.31",".211",".284",".366",".650",".155","2.4",".268","-0.1","-0.1","-0.1","20","-7.5",".280","74"
"Mariners","190","11.1 %","28.4 %","0.39",".192",".289",".347",".637",".156","6.8",".243","0.4","0.2","1.3","17","-6.8",".278","74"
"Royals","218","6.0 %","19.3 %","0.31",".218",".269",".386",".655",".168","1.9",".237","-0.3","-0.1","-0.8","19","-7.9",".278","68"
"Marlins","260","6.2 %","26.5 %","0.23",".216",".278",".377",".655",".161","5.5",".276","-0.5","-0.4","-0.2","23","-9.9",".276","71"
"White Sox","289","6.6 %","30.1 %","0.22",".228",".283",".331",".614",".103","3.7",".318","0.5","-0.1","-0.2","22","-14.1",".263","64"
"Cardinals","213","4.7 %","27.7 %","0.17",".227",".274",".333",".607",".106","4.4",".301","0.4","0.1","1.3","16","-10.6",".262","60"
