"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Pirates","256","7.4 %","15.2 %","0.49",".341",".401",".558",".958",".217","3.7",".371","-0.2","0.0","-0.4","49","17.1",".397","148"
"Twins","298","9.4 %","25.5 %","0.37",".312",".386",".510",".895",".198","2.6",".389","-0.3","0.2","-0.2","52","15.0",".378","137"
"Dodgers","271","8.1 %","19.6 %","0.42",".277",".338",".587",".925",".310","4.7",".277","0.1","0.2","0.3","46","12.3",".372","134"
"Nationals","227","7.0 %","17.6 %","0.40",".279",".344",".525",".868",".245","5.0",".301","-0.4","-0.2","0.5","37","8.0",".361","119"
"Diamondbacks","270","7.0 %","23.0 %","0.31",".295",".356",".512",".868",".217","5.0",".357","0.7","0.0","-0.2","43","9.5",".361","120"
"Braves","188","13.8 %","20.7 %","0.67",".272",".383",".462",".845",".190","6.7",".325","0.2","0.2","0.7","30","6.5",".360","122"
"Mets","282","9.6 %","17.0 %","0.56",".275",".349",".490",".839",".215","3.2",".293","-0.5","0.1","-0.2","43","7.8",".352","122"
"Athletics","242","12.4 %","19.8 %","0.63",".243",".357",".470",".827",".228","6.0",".272","0.1","-0.3","0.3","37","6.1",".349","122"
"Rays","258","7.0 %","20.2 %","0.35",".275",".337",".462",".799",".186","5.9",".312","0.1","0.3","1.2","36","3.9",".337","114"
"Royals","229","9.2 %","19.7 %","0.47",".281",".346",".453",".800",".172","6.0",".320","0.0","0.0","1.0","32","3.3",".337","109"
"Phillies","227","8.4 %","23.8 %","0.35",".262",".320",".500",".820",".238","5.1",".303","0.0","0.2","0.5","31","2.7",".334","105"
"Rockies","265","5.3 %","25.7 %","0.21",".258",".303",".492",".795",".234","4.9",".305","0.3","0.0","0.3","35","1.9",".328","87"
"Indians","263","10.3 %","22.4 %","0.46",".262",".342",".419",".761",".157","4.0",".313","-0.4","-0.2","0.4","34","1.4",".326","99"
"White Sox","279","8.6 %","23.7 %","0.36",".271",".343",".405",".748",".134","3.1",".345","0.4","0.2","-0.4","36","0.6",".322","101"
"Tigers","254","2.8 %","28.0 %","0.10",".289",".308",".442",".750",".153","4.1",".381","-0.2","-0.4","-0.2","31","-1.3",".314","93"
"Astros","235","11.1 %","23.8 %","0.46",".234",".323",".405",".728",".171","2.9",".280","-0.1","-0.2","-0.8","28","-1.5",".313","98"
"Cubs","214","9.8 %","23.4 %","0.42",".226",".319",".414",".733",".188","4.8",".264","0.3","-0.2","0.5","26","-1.4",".313","93"
"Padres","259","6.9 %","22.4 %","0.31",".251",".309",".427",".736",".176","4.7",".297","-0.1","-0.1","-0.8","31","-1.8",".312","93"
"Angels","219","11.9 %","25.1 %","0.47",".237",".330",".405",".736",".168","3.9",".295","0.1","-0.1","0.7","26","-1.5",".312","95"
"Orioles","226","4.0 %","19.5 %","0.20",".283",".314",".425",".739",".142","5.0",".323","0.0","0.0","0.8","27","-1.6",".312","92"
"Red Sox","209","8.6 %","23.0 %","0.38",".221",".306",".420",".726",".199","2.6",".246","-0.2","0.1","-0.3","24","-2.4",".307","85"
"Mariners","236","9.7 %","22.5 %","0.43",".254",".345",".341",".686",".088","4.9",".327","0.6","0.3","0.4","27","-3.0",".305","92"
"Cardinals","250","7.2 %","20.8 %","0.35",".247",".305",".410",".715",".163","7.3",".297","0.3","0.1","0.6","28","-3.7",".303","89"
"Yankees","212","8.0 %","24.5 %","0.33",".214",".283",".432",".715",".219","1.2",".219","0.1","0.1","-0.1","23","-3.5",".301","86"
"Giants","258","4.7 %","24.8 %","0.19",".243",".283",".407",".690",".165","1.2",".288","0.2","0.0","-0.1","26","-6.3",".291","82"
"Brewers","190","8.9 %","29.5 %","0.30",".222",".296",".345",".641",".123","2.3",".306","0.1","0.0","-0.1","17","-6.6",".280","68"
"Marlins","229","8.3 %","31.4 %","0.26",".193",".263",".396",".659",".203","2.7",".232","-0.3","-0.3","-0.1","20","-8.5",".277","71"
"Blue Jays","173","9.8 %","27.7 %","0.35",".188",".267",".383",".651",".195","2.2",".212","-0.2","0.0","0.1","15","-6.5",".277","71"
"Rangers","247","6.1 %","25.1 %","0.24",".224",".272",".377",".650",".154","3.6",".273","-0.1","-0.2","0.1","21","-9.9",".274","59"
"Reds","297","8.4 %","25.3 %","0.33",".189",".269",".360",".629",".170","2.8",".215","-0.3","-0.1","-0.8","24","-13.1",".269","60"
