"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Mariners","248","12.5 %","19.8 %","0.63",".306",".401",".550",".951",".244","5.7",".344","0.2","0.2","0.6","48","16.4",".397","153"
"Yankees","259","10.4 %","24.3 %","0.43",".284",".364",".555",".919",".271","5.9",".322","-0.2","0.3","0.3","46","13.6",".381","139"
"Rangers","226","5.3 %","23.0 %","0.23",".304",".344",".551",".894",".246","4.4",".354","-0.2","0.2","-0.8","38","9.4",".368","122"
"Mets","272","8.5 %","18.8 %","0.45",".285",".349",".529",".878",".244","3.4",".303","-0.5","-0.2","0.5","45","10.4",".364","130"
"Astros","234","8.1 %","17.9 %","0.45",".288",".348",".528",".876",".241","0.9",".304","-0.3","-0.1","-0.1","38","8.8",".363","131"
"Red Sox","245","10.6 %","21.6 %","0.49",".300",".380",".484",".863",".183","5.4",".373","-0.3","0.1","-0.2","39","8.6",".361","122"
"Dodgers","275","6.2 %","21.8 %","0.28",".287",".343",".538",".882",".251","4.6",".322","0.0","0.1","0.9","44","9.7",".361","124"
"Indians","259","7.7 %","20.5 %","0.38",".283",".344",".515",".859",".232","5.2",".315","0.3","-0.2","-0.4","41","8.6",".358","121"
"Padres","210","11.4 %","22.4 %","0.51",".279",".364",".475",".839",".197","4.2",".333","0.0","-0.1","-0.4","32","5.9",".352","119"
"Reds","233","8.6 %","27.0 %","0.32",".263",".352",".463",".815",".200","6.2",".338","-0.3","-0.1","-0.2","35","5.2",".346","110"
"Blue Jays","290","10.3 %","27.6 %","0.38",".275",".349",".471",".820",".196","3.5",".349","-0.1","0.1","-0.2","42","5.9",".344","115"
"Angels","243","8.2 %","18.5 %","0.44",".297",".355",".438",".794",".142","2.7",".339","-0.1","-0.1","-0.2","35","4.0",".339","114"
"Brewers","234","12.0 %","23.5 %","0.51",".238",".338",".455",".793",".218","4.6",".270","0.1","0.0","1.1","33","3.4",".337","106"
"Twins","236","5.5 %","19.5 %","0.28",".276",".331",".461",".791",".184","2.5",".304","-0.5","0.0","0.1","33","3.0",".335","107"
"Athletics","223","8.1 %","17.0 %","0.47",".257",".327",".475",".803",".218","3.6",".277","0.2","-0.1","0.3","31","2.5",".333","111"
"Pirates","195","7.2 %","15.4 %","0.47",".302",".356",".430",".786",".128","3.4",".345","-0.1","0.0","-0.5","26","1.9",".331","105"
"Nationals","258","8.5 %","19.4 %","0.44",".258",".329",".459",".788",".201","6.7",".284","0.0","-0.1","0.9","34","1.6",".327","97"
"Phillies","303","10.2 %","21.1 %","0.48",".247",".328",".449",".777",".202","5.6",".276","0.2","0.3","1.2","40","1.7",".326","100"
"Cubs","247","9.7 %","27.1 %","0.36",".255",".331",".432",".762",".177","5.6",".331","0.3","-0.1","0.4","32","0.5",".322","97"
"Braves","231","9.5 %","22.1 %","0.43",".236",".312",".447",".759",".212","3.7",".260","0.0","0.2","0.3","29","0.2",".321","95"
"White Sox","231","5.6 %","26.0 %","0.22",".263",".310",".427",".737",".164","5.1",".338","0.3","0.2","0.1","27","-2.0",".310","95"
"Diamondbacks","275","9.5 %","20.4 %","0.46",".257",".335",".365",".700",".108","5.4",".313","0.5","0.0","1.4","31","-4.0",".303","82"
"Royals","264","6.1 %","16.7 %","0.36",".255",".318",".389",".707",".134","5.0",".295","-0.4","-0.1","1.0","29","-4.0",".302","84"
"Cardinals","244","9.0 %","20.1 %","0.45",".251",".322",".370",".692",".119","5.7",".303","0.2","0.0","1.1","26","-4.3",".299","85"
"Tigers","185","5.9 %","24.9 %","0.24",".247",".292",".414",".706",".167","3.9",".303","-0.1","0.0","0.1","20","-3.5",".298","84"
"Orioles","229","10.0 %","24.9 %","0.40",".248",".325",".361",".686",".114","4.2",".322","-0.2","0.0","0.4","24","-4.8",".296","81"
"Rays","225","6.7 %","22.2 %","0.30",".232",".299",".384",".683",".153","5.8",".282","0.3","0.3","0.3","23","-5.2",".293","84"
"Giants","258","7.8 %","22.9 %","0.34",".222",".287",".406",".693",".184","4.8",".260","0.1","0.1","0.1","26","-6.7",".290","80"
"Marlins","230","5.7 %","25.7 %","0.22",".235",".291",".390",".681",".155","1.8",".293","-0.3","-0.4","-1.0","23","-6.4",".288","80"
"Rockies","259","7.3 %","30.9 %","0.24",".208",".266",".350",".616",".142","2.2",".272","0.1","-0.1","-1.5","20","-12.6",".263","46"
