"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","245","7.3 %","15.5 %","0.47",".312",".367",".601",".968",".289","5.1",".312","-0.2","-0.3","0.0","47","15.8",".395","152"
"Cubs","232","13.8 %","23.3 %","0.59",".275",".372",".549",".922",".275","4.1",".305","0.2","-0.2","-0.4","41","11.4",".377","133"
"Red Sox","283","12.0 %","18.7 %","0.64",".282",".370",".473",".843",".191","3.6",".311","-0.1","-0.1","0.0","44","8.5",".355","118"
"Reds","285","10.2 %","23.2 %","0.44",".234",".333",".472",".805",".238","5.8",".248","-0.5","-0.2","1.0","41","4.9",".340","107"
"Rockies","235","9.4 %","22.1 %","0.42",".254",".325",".464",".789",".211","6.8",".293","0.1","0.1","0.5","32","2.3",".331","90"
"Royals","267","8.2 %","23.6 %","0.35",".258",".323",".458",".782",".200","7.0",".316","0.0","0.1","0.4","36","1.9",".328","102"
"Dodgers","237","9.7 %","22.4 %","0.43",".254",".331",".426",".756",".172","4.4",".300","0.1","0.2","0.7","30","0.5",".323","102"
"Padres","259","5.8 %","26.3 %","0.22",".247",".296",".472",".768",".226","3.5",".285","-0.5","-0.4","-0.1","32","-0.5",".318","96"
"Diamondbacks","222","7.2 %","21.6 %","0.33",".243",".297",".470",".768",".228","4.1",".260","0.3","0.0","0.3","27","-0.6",".317","95"
"Angels","183","8.7 %","15.3 %","0.57",".244",".309",".445",".755",".201","5.3",".248","0.0","-0.4","0.7","22","-1.0",".313","97"
"Rays","222","8.6 %","16.7 %","0.51",".253",".324",".404",".728",".152","3.4",".280","0.4","0.1","-0.4","26","-1.5",".312","97"
"Yankees","202","9.4 %","22.8 %","0.41",".233",".313",".417",".730",".183","2.7",".270","0.1","-0.1","-0.5","24","-1.4",".312","94"
"Twins","255","8.6 %","20.4 %","0.42",".231",".306",".431",".737",".200","4.6",".256","-0.3","0.2","0.1","30","-2.1",".310","91"
"Tigers","192","8.3 %","24.5 %","0.34",".251",".318",".383",".701",".131","2.6",".317","0.0","0.1","-0.5","21","-3.2",".301","85"
"Mariners","221","9.0 %","28.5 %","0.32",".215",".290",".420",".710",".205","1.9",".254","-0.2","0.2","-0.3","24","-4.0",".299","88"
"Phillies","217","6.5 %","24.4 %","0.26",".254",".315",".376",".690",".122","3.5",".331","0.2","0.1","-0.1","23","-4.4",".296","80"
"Pirates","215","7.4 %","21.9 %","0.34",".251",".310",".390",".700",".138","4.6",".306","0.0","0.0","0.3","23","-4.4",".296","82"
"Cardinals","267","9.4 %","22.8 %","0.41",".248",".323",".361",".685",".113","3.8",".308","0.1","0.0","0.6","28","-5.5",".296","83"
"Orioles","183","6.0 %","23.0 %","0.26",".251",".304",".383",".687",".132","4.7",".311","0.0","0.0","0.3","19","-4.4",".292","78"
"Athletics","209","8.1 %","19.6 %","0.41",".238",".311",".365",".676",".127","5.0",".290","0.3","-0.3","0.1","21","-5.1",".292","83"
"Rangers","202","11.9 %","21.8 %","0.55",".208",".302",".376",".678",".169","4.9",".236","0.3","0.2","0.1","20","-5.3",".290","70"
"Brewers","285","8.4 %","24.9 %","0.34",".237",".303",".366",".669",".128","3.1",".302","0.0","-0.1","0.0","28","-8.1",".287","74"
"White Sox","261","6.5 %","31.8 %","0.20",".234",".295",".377",".672",".142","4.3",".322","0.2","0.0","-0.4","25","-7.4",".287","79"
"Braves","265","6.8 %","19.6 %","0.35",".244",".295",".380",".676",".136","3.9",".280","0.2","0.2","-0.2","25","-8.0",".285","72"
"Indians","209","8.1 %","23.4 %","0.35",".214",".277",".348",".624",".134","2.6",".254","0.3","0.0","-0.4","17","-9.2",".269","60"
"Nationals","255","5.5 %","25.5 %","0.22",".219",".277",".352",".629",".133","3.3",".263","0.0","0.1","-0.2","21","-11.5",".268","61"
"Giants","219","5.5 %","27.4 %","0.20",".225",".266",".363",".629",".137","4.9",".286","-0.1","0.2","-0.1","18","-10.1",".267","64"
"Marlins","223","9.4 %","22.9 %","0.41",".188",".288",".241",".529",".052","2.3",".245","-0.1","-0.3","-0.4","14","-14.4",".245","49"
"Blue Jays","257","8.2 %","26.8 %","0.30",".197",".263",".296",".559",".099","1.7",".261","-0.3","-0.2","-0.1","15","-17.0",".244","48"
"Mets","262","4.2 %","30.9 %","0.14",".181",".218",".270",".489",".089","3.1",".250","-0.4","-0.1","-0.4","8","-24.6",".211","30"
